Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
740	6.945000e-10	1.492976e-04	1.199939e+00	
741	6.955000e-10	1.351272e-04	1.199946e+00	
742	6.965000e-10	1.224775e-04	1.199952e+00	
743	6.975000e-10	1.111343e-04	1.199958e+00	
744	6.985000e-10	1.009946e-04	1.199962e+00	
745	6.992500e-10	9.407956e-05	1.199966e+00	
746	7.000000e-10	8.776021e-05	1.199968e+00	
747	7.001000e-10	8.696842e-05	1.199969e+00	
748	7.003000e-10	8.543527e-05	1.199969e+00	
749	7.007000e-10	8.253745e-05	1.199971e+00	
750	7.015000e-10	7.611948e-05	1.199973e+00	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
751	7.025000e-10	6.432679e-05	1.199973e+00	
752	7.035000e-10	4.768898e-05	1.199970e+00	
753	7.045000e-10	2.836273e-05	1.199966e+00	
754	7.055000e-10	8.848878e-06	1.199963e+00	
755	7.065000e-10	-8.29003e-06	1.199962e+00	
756	7.075000e-10	-2.05969e-05	1.199964e+00	
757	7.085000e-10	-2.38581e-05	1.199971e+00	
758	7.092500e-10	-1.50106e-05	1.199982e+00	
759	7.100000e-10	8.991395e-06	1.200000e+00	
760	7.101000e-10	1.362800e-05	1.200003e+00	
761	7.103000e-10	2.351731e-05	1.200010e+00	
762	7.107000e-10	4.710753e-05	1.200024e+00	
763	7.115000e-10	1.085239e-04	1.200056e+00	
764	7.123869e-10	1.898730e-04	1.200093e+00	
765	7.133869e-10	2.781539e-04	1.200123e+00	
766	7.143869e-10	3.421716e-04	1.200131e+00	
767	7.153869e-10	3.656052e-04	1.200112e+00	
768	7.163869e-10	3.453370e-04	1.200072e+00	
769	7.173869e-10	2.904517e-04	1.200021e+00	
770	7.183869e-10	2.129527e-04	1.199969e+00	
771	7.193869e-10	1.237607e-04	1.199923e+00	
772	7.203869e-10	3.160428e-05	1.199887e+00	
773	7.213869e-10	-5.71135e-05	1.199862e+00	
774	7.223869e-10	-1.38099e-04	1.199848e+00	
775	7.233869e-10	-2.08746e-04	1.199844e+00	
776	7.243869e-10	-2.67746e-04	1.199848e+00	
777	7.253869e-10	-3.14726e-04	1.199858e+00	
778	7.263869e-10	-3.49969e-04	1.199873e+00	
779	7.273869e-10	-3.74191e-04	1.199891e+00	
780	7.283869e-10	-3.88373e-04	1.199910e+00	
781	7.293869e-10	-3.93643e-04	1.199930e+00	
782	7.303869e-10	-3.91188e-04	1.199949e+00	
783	7.313869e-10	-3.82193e-04	1.199967e+00	
784	7.323869e-10	-3.67795e-04	1.199984e+00	
785	7.333869e-10	-3.49065e-04	1.200000e+00	
786	7.343869e-10	-3.26980e-04	1.200013e+00	
787	7.353869e-10	-3.02425e-04	1.200025e+00	
788	7.363869e-10	-2.76180e-04	1.200034e+00	
789	7.373869e-10	-2.48929e-04	1.200042e+00	
790	7.383869e-10	-2.21257e-04	1.200048e+00	
791	7.393869e-10	-1.93660e-04	1.200052e+00	
792	7.403869e-10	-1.66548e-04	1.200055e+00	
793	7.413869e-10	-1.40256e-04	1.200057e+00	
794	7.423869e-10	-1.15049e-04	1.200058e+00	
795	7.433869e-10	-9.11281e-05	1.200057e+00	
796	7.443869e-10	-6.86430e-05	1.200056e+00	
797	7.453869e-10	-4.76950e-05	1.200055e+00	
798	7.463869e-10	-2.83446e-05	1.200052e+00	
799	7.473869e-10	-1.06189e-05	1.200050e+00	
800	7.483869e-10	5.484507e-06	1.200047e+00	
801	7.493869e-10	1.999073e-05	1.200043e+00	
802	7.503869e-10	3.294442e-05	1.200040e+00	
803	7.513869e-10	4.440446e-05	1.200037e+00	
804	7.523869e-10	5.444159e-05	1.200033e+00	
805	7.533869e-10	6.313421e-05	1.200030e+00	
806	7.543869e-10	7.056679e-05	1.200027e+00	
807	7.553869e-10	7.682661e-05	1.200024e+00	
808	7.563869e-10	8.200281e-05	1.200021e+00	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
809	7.573869e-10	8.618396e-05	1.200018e+00	
810	7.583869e-10	8.945763e-05	1.200015e+00	
811	7.593869e-10	9.190856e-05	1.200013e+00	
812	7.603869e-10	9.361867e-05	1.200011e+00	
813	7.613869e-10	9.466569e-05	1.200009e+00	
814	7.623869e-10	9.512350e-05	1.200007e+00	
815	7.633869e-10	9.506113e-05	1.200005e+00	
816	7.643869e-10	9.454327e-05	1.200003e+00	
817	7.653869e-10	9.362960e-05	1.200002e+00	
818	7.663869e-10	9.237537e-05	1.200001e+00	
819	7.673869e-10	9.083097e-05	1.200000e+00	
820	7.683869e-10	8.904255e-05	1.199999e+00	
821	7.693869e-10	8.705175e-05	1.199998e+00	
822	7.703869e-10	8.489634e-05	1.199997e+00	
823	7.713869e-10	8.261000e-05	1.199996e+00	
824	7.723869e-10	8.022302e-05	1.199996e+00	
825	7.733869e-10	7.776209e-05	1.199995e+00	
826	7.743869e-10	7.525098e-05	1.199995e+00	
827	7.753869e-10	7.271038e-05	1.199995e+00	
828	7.763869e-10	7.015850e-05	1.199995e+00	
829	7.773869e-10	6.761097e-05	1.199994e+00	
830	7.783869e-10	6.508140e-05	1.199994e+00	
831	7.793869e-10	6.258120e-05	1.199994e+00	
832	7.803869e-10	6.012021e-05	1.199994e+00	
833	7.813869e-10	5.770645e-05	1.199994e+00	
834	7.823869e-10	5.534668e-05	1.199994e+00	
835	7.833869e-10	5.304622e-05	1.199994e+00	
836	7.843869e-10	5.080942e-05	1.199994e+00	
837	7.853869e-10	4.863944e-05	1.199995e+00	
838	7.863869e-10	4.653877e-05	1.199995e+00	
839	7.873869e-10	4.450894e-05	1.199995e+00	
840	7.883869e-10	4.255097e-05	1.199995e+00	
841	7.893869e-10	4.066518e-05	1.199995e+00	
842	7.903869e-10	3.885152e-05	1.199995e+00	
843	7.913869e-10	3.710937e-05	1.199995e+00	
844	7.923869e-10	3.543794e-05	1.199996e+00	
845	7.933869e-10	3.383595e-05	1.199996e+00	
846	7.943869e-10	3.230206e-05	1.199996e+00	
847	7.953869e-10	3.083458e-05	1.199996e+00	
848	7.963869e-10	2.943177e-05	1.199996e+00	
849	7.973869e-10	2.809169e-05	1.199996e+00	
850	7.983869e-10	2.681239e-05	1.199996e+00	
851	7.991935e-10	2.582333e-05	1.199997e+00	
852	8.000000e-10	2.487098e-05	1.199997e+00	
853	8.001000e-10	2.474689e-05	1.199997e+00	
854	8.003000e-10	2.448062e-05	1.199997e+00	
855	8.007000e-10	2.389745e-05	1.199997e+00	
856	8.015000e-10	2.328642e-05	1.199997e+00	
857	8.025000e-10	2.424659e-05	1.199998e+00	
858	8.035000e-10	2.606596e-05	1.200000e+00	
859	8.045000e-10	2.725925e-05	1.200001e+00	
860	8.055000e-10	2.892938e-05	1.200001e+00	
861	8.065000e-10	3.422821e-05	1.200004e+00	
862	8.075000e-10	4.044427e-05	1.200007e+00	
863	8.085000e-10	3.577093e-05	1.200003e+00	
864	8.092500e-10	2.104038e-05	1.199993e+00	
865	8.100000e-10	1.605650e-06	1.199982e+00	
866	8.101000e-10	-9.62082e-07	1.199981e+00	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
867	8.103000e-10	-5.94574e-06	1.199979e+00	
868	8.107000e-10	-1.49198e-05	1.199975e+00	
869	8.115000e-10	-2.90175e-05	1.199972e+00	
870	8.125000e-10	-4.09436e-05	1.199971e+00	
871	8.135000e-10	-4.83726e-05	1.199974e+00	
872	8.145000e-10	-5.20057e-05	1.199979e+00	
873	8.155000e-10	-5.17548e-05	1.199984e+00	
874	8.165000e-10	-4.76167e-05	1.199991e+00	
875	8.175000e-10	-3.98591e-05	1.199998e+00	
876	8.185000e-10	-2.89717e-05	1.200005e+00	
877	8.195000e-10	-1.55713e-05	1.200012e+00	
878	8.205000e-10	-3.12113e-07	1.200018e+00	
879	8.215000e-10	1.617593e-05	1.200023e+00	
880	8.225000e-10	3.332538e-05	1.200028e+00	
881	8.235000e-10	5.064847e-05	1.200031e+00	
882	8.245000e-10	6.774197e-05	1.200033e+00	
883	8.255000e-10	8.428356e-05	1.200035e+00	
884	8.265000e-10	1.000242e-04	1.200035e+00	
885	8.275000e-10	1.147785e-04	1.200035e+00	
886	8.285000e-10	1.284153e-04	1.200035e+00	
887	8.295000e-10	1.408484e-04	1.200033e+00	
888	8.305000e-10	1.520284e-04	1.200031e+00	
889	8.315000e-10	1.619357e-04	1.200029e+00	
890	8.325000e-10	1.705748e-04	1.200027e+00	
891	8.335000e-10	1.779696e-04	1.200025e+00	
892	8.345000e-10	1.841586e-04	1.200022e+00	
893	8.355000e-10	1.891924e-04	1.200019e+00	
894	8.365000e-10	1.931306e-04	1.200017e+00	
895	8.375000e-10	1.960395e-04	1.200014e+00	
896	8.385000e-10	1.979901e-04	1.200012e+00	
897	8.395000e-10	1.990568e-04	1.200009e+00	
898	8.405000e-10	1.993160e-04	1.200007e+00	
899	8.415000e-10	1.988446e-04	1.200005e+00	
900	8.425000e-10	1.977193e-04	1.200003e+00	
901	8.435000e-10	1.960158e-04	1.200001e+00	
902	8.445000e-10	1.938078e-04	1.200000e+00	
903	8.455000e-10	1.911665e-04	1.199998e+00	
904	8.465000e-10	1.881604e-04	1.199997e+00	
905	8.475000e-10	1.848543e-04	1.199996e+00	
906	8.485000e-10	1.813095e-04	1.199995e+00	
907	8.495000e-10	1.775832e-04	1.199994e+00	
908	8.505000e-10	1.737287e-04	1.199993e+00	
909	8.515000e-10	1.697947e-04	1.199992e+00	
910	8.525000e-10	1.658259e-04	1.199992e+00	
911	8.535000e-10	1.618627e-04	1.199992e+00	
912	8.545000e-10	1.579414e-04	1.199991e+00	
913	8.555000e-10	1.540939e-04	1.199991e+00	
914	8.565000e-10	1.503485e-04	1.199991e+00	
915	8.575000e-10	1.467296e-04	1.199991e+00	
916	8.585000e-10	1.432579e-04	1.199991e+00	
917	8.595000e-10	1.399510e-04	1.199992e+00	
918	8.605000e-10	1.368230e-04	1.199992e+00	
919	8.615000e-10	1.338853e-04	1.199992e+00	
920	8.625000e-10	1.311466e-04	1.199992e+00	
921	8.635000e-10	1.286131e-04	1.199993e+00	
922	8.645000e-10	1.262888e-04	1.199993e+00	
923	8.655000e-10	1.241754e-04	1.199994e+00	
924	8.665000e-10	1.222732e-04	1.199994e+00	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
925	8.675000e-10	1.205806e-04	1.199995e+00	
926	8.685000e-10	1.190947e-04	1.199995e+00	
927	8.695000e-10	1.178113e-04	1.199996e+00	
928	8.705000e-10	1.167253e-04	1.199996e+00	
929	8.715000e-10	1.158304e-04	1.199996e+00	
930	8.725000e-10	1.151197e-04	1.199997e+00	
931	8.735000e-10	1.145857e-04	1.199997e+00	
932	8.745000e-10	1.142203e-04	1.199998e+00	
933	8.755000e-10	1.140151e-04	1.199998e+00	
934	8.765000e-10	1.139612e-04	1.199999e+00	
935	8.775000e-10	1.140497e-04	1.199999e+00	
936	8.785000e-10	1.142715e-04	1.199999e+00	
937	8.795000e-10	1.146174e-04	1.200000e+00	
938	8.805000e-10	1.150783e-04	1.200000e+00	
939	8.815000e-10	1.156451e-04	1.200000e+00	
940	8.825000e-10	1.163088e-04	1.200001e+00	
941	8.835000e-10	1.170608e-04	1.200001e+00	
942	8.845000e-10	1.178923e-04	1.200001e+00	
943	8.855000e-10	1.187952e-04	1.200001e+00	
944	8.865000e-10	1.197614e-04	1.200002e+00	
945	8.875000e-10	1.207832e-04	1.200002e+00	
946	8.885000e-10	1.218532e-04	1.200002e+00	
947	8.895000e-10	1.229644e-04	1.200002e+00	
948	8.905000e-10	1.241100e-04	1.200002e+00	
949	8.915000e-10	1.252838e-04	1.200002e+00	
950	8.925000e-10	1.264798e-04	1.200002e+00	
951	8.935000e-10	1.276924e-04	1.200003e+00	
952	8.945000e-10	1.289164e-04	1.200003e+00	
953	8.955000e-10	1.301469e-04	1.200003e+00	
954	8.965000e-10	1.313794e-04	1.200003e+00	
955	8.975000e-10	1.326098e-04	1.200003e+00	
956	8.985000e-10	1.338340e-04	1.200003e+00	
957	8.992500e-10	1.347568e-04	1.200003e+00	
958	9.000000e-10	1.357084e-04	1.200003e+00	
959	9.001000e-10	1.358486e-04	1.200003e+00	
960	9.003000e-10	1.361520e-04	1.200003e+00	
961	9.007000e-10	1.368088e-04	1.200003e+00	
962	9.015000e-10	1.369216e-04	1.200002e+00	
963	9.025000e-10	1.323082e-04	1.199999e+00	
964	9.035000e-10	1.227165e-04	1.199994e+00	
965	9.045000e-10	1.121880e-04	1.199989e+00	
966	9.055000e-10	1.053950e-04	1.199987e+00	
967	9.065000e-10	1.062970e-04	1.199991e+00	
968	9.075000e-10	1.151463e-04	1.199999e+00	
969	9.085000e-10	1.292868e-04	1.200007e+00	
970	9.092500e-10	1.458707e-04	1.200016e+00	
971	9.100000e-10	1.764867e-04	1.200032e+00	
972	9.101000e-10	1.822960e-04	1.200035e+00	
973	9.103000e-10	1.948357e-04	1.200041e+00	
974	9.107000e-10	2.257045e-04	1.200056e+00	
975	9.115000e-10	3.107929e-04	1.200096e+00	
976	9.124166e-10	4.356831e-04	1.200150e+00	
977	9.134166e-10	5.785157e-04	1.200198e+00	
978	9.144166e-10	7.009246e-04	1.200222e+00	
979	9.154166e-10	7.837309e-04	1.200216e+00	
980	9.164166e-10	8.229984e-04	1.200185e+00	
981	9.174166e-10	8.271203e-04	1.200141e+00	
982	9.184166e-10	8.068184e-04	1.200093e+00	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
983	9.194166e-10	7.717192e-04	1.200048e+00	
984	9.204166e-10	7.294249e-04	1.200010e+00	
985	9.214166e-10	6.853400e-04	1.199981e+00	
986	9.224166e-10	6.429546e-04	1.199960e+00	
987	9.234166e-10	6.042313e-04	1.199947e+00	
988	9.244166e-10	5.700042e-04	1.199940e+00	
989	9.254166e-10	5.402935e-04	1.199937e+00	
990	9.264166e-10	5.145752e-04	1.199937e+00	
991	9.274166e-10	4.919663e-04	1.199940e+00	
992	9.284166e-10	4.713822e-04	1.199943e+00	
993	9.294166e-10	4.516375e-04	1.199945e+00	
994	9.304166e-10	4.315374e-04	1.199947e+00	
995	9.314166e-10	4.099301e-04	1.199948e+00	
996	9.324166e-10	3.857578e-04	1.199946e+00	
997	9.334166e-10	3.580736e-04	1.199943e+00	
998	9.344166e-10	3.267130e-04	1.199939e+00	
999	9.354166e-10	2.899592e-04	1.199933e+00	
1000	9.364166e-10	2.474206e-04	1.199924e+00	
1001	9.374166e-10	1.985115e-04	1.199914e+00	
1002	9.384166e-10	1.428548e-04	1.199903e+00	
1003	9.394166e-10	7.983246e-05	1.199889e+00	
1004	9.404166e-10	9.052734e-06	1.199875e+00	
1005	9.414166e-10	-7.02229e-05	1.199859e+00	
1006	9.424166e-10	-1.58437e-04	1.199842e+00	
1007	9.434166e-10	-2.56465e-04	1.199823e+00	
1008	9.444166e-10	-3.64803e-04	1.199803e+00	
1009	9.454166e-10	-4.84430e-04	1.199781e+00	
1010	9.464166e-10	-6.15874e-04	1.199758e+00	
1011	9.474166e-10	-7.60182e-04	1.199733e+00	
1012	9.484166e-10	-9.17892e-04	1.199706e+00	
1013	9.494166e-10	-1.09010e-03	1.199678e+00	
1014	9.504166e-10	-1.27956e-03	1.199646e+00	
1015	9.514166e-10	-1.48439e-03	1.199613e+00	
1016	9.524166e-10	-1.70564e-03	1.199579e+00	
1017	9.534166e-10	-1.94449e-03	1.199543e+00	
1018	9.544166e-10	-2.19889e-03	1.199506e+00	
1019	9.554166e-10	-2.47073e-03	1.199469e+00	
1020	9.564166e-10	-2.76473e-03	1.199428e+00	
1021	9.574166e-10	-3.08146e-03	1.199383e+00	
1022	9.584166e-10	-3.42170e-03	1.199336e+00	
1023	9.594166e-10	-3.79147e-03	1.199284e+00	
1024	9.604166e-10	-4.19139e-03	1.199226e+00	
1025	9.614166e-10	-4.61779e-03	1.199168e+00	
1026	9.624166e-10	-5.07337e-03	1.199107e+00	
1027	9.634166e-10	-5.56080e-03	1.199042e+00	
1028	9.644166e-10	-6.08237e-03	1.198974e+00	
1029	9.654166e-10	-6.64009e-03	1.198902e+00	
1030	9.664166e-10	-7.23538e-03	1.198825e+00	
1031	9.674166e-10	-7.86892e-03	1.198746e+00	
1032	9.684166e-10	-8.53101e-03	1.198669e+00	
1033	9.694166e-10	-9.23230e-03	1.198589e+00	
1034	9.704166e-10	-9.97223e-03	1.198507e+00	
1035	9.714166e-10	-1.07478e-02	1.198424e+00	
1036	9.724166e-10	-1.15595e-02	1.198342e+00	
1037	9.734166e-10	-1.24061e-02	1.198260e+00	
1038	9.744166e-10	-1.32890e-02	1.198177e+00	
1039	9.754166e-10	-1.42097e-02	1.198094e+00	
1040	9.764166e-10	-1.51704e-02	1.198008e+00	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
1041	9.774166e-10	-1.61751e-02	1.197919e+00	
1042	9.784166e-10	-1.72265e-02	1.197825e+00	
1043	9.794166e-10	-1.83308e-02	1.197724e+00	
1044	9.804166e-10	-1.94914e-02	1.197616e+00	
1045	9.814166e-10	-2.07163e-02	1.197498e+00	
1046	9.824166e-10	-2.20090e-02	1.197371e+00	
1047	9.834166e-10	-2.33792e-02	1.197231e+00	
1048	9.844166e-10	-2.48281e-02	1.197081e+00	
1049	9.854166e-10	-2.63641e-02	1.196919e+00	
1050	9.864166e-10	-2.79951e-02	1.196743e+00	
1051	9.874166e-10	-2.96977e-02	1.196571e+00	
1052	9.884166e-10	-3.14608e-02	1.196409e+00	
1053	9.894166e-10	-3.32570e-02	1.196270e+00	
1054	9.904166e-10	-3.50563e-02	1.196167e+00	
1055	9.914166e-10	-3.68191e-02	1.196114e+00	
1056	9.924166e-10	-3.85023e-02	1.196124e+00	
1057	9.934166e-10	-4.00559e-02	1.196210e+00	
1058	9.944166e-10	-4.14351e-02	1.196379e+00	
1059	9.954166e-10	-4.25642e-02	1.196653e+00	
1060	9.964166e-10	-4.33774e-02	1.197045e+00	
1061	9.974166e-10	-4.37802e-02	1.197579e+00	
1062	9.984166e-10	-4.36885e-02	1.198268e+00	
1063	9.992083e-10	-4.31854e-02	1.198944e+00	
1064	1.000000e-09	-4.22297e-02	1.199753e+00	
1065	1.000100e-09	-4.20674e-02	1.199868e+00	
1066	1.000300e-09	-4.17262e-02	1.200102e+00	
1067	1.000700e-09	-4.09417e-02	1.200596e+00	
1068	1.001500e-09	-3.89454e-02	1.201688e+00	
1069	1.002500e-09	-3.54721e-02	1.203311e+00	
1070	1.003500e-09	-3.07183e-02	1.205275e+00	
1071	1.004500e-09	-2.45379e-02	1.207583e+00	
1072	1.005500e-09	-1.67382e-02	1.210267e+00	
1073	1.006500e-09	-7.15163e-03	1.213341e+00	
1074	1.007500e-09	4.314230e-03	1.216779e+00	
1075	1.008500e-09	1.768095e-02	1.220522e+00	
1076	1.009250e-09	2.895200e-02	1.223499e+00	
1077	1.010000e-09	4.129575e-02	1.226610e+00	
1078	1.010100e-09	4.303243e-02	1.227036e+00	
1079	1.010300e-09	4.654384e-02	1.227891e+00	
1080	1.010700e-09	5.379610e-02	1.229630e+00	
1081	1.011500e-09	6.921210e-02	1.233209e+00	
1082	1.012500e-09	9.017047e-02	1.237867e+00	
1083	1.013500e-09	1.129677e-01	1.242723e+00	
1084	1.014500e-09	1.375512e-01	1.247775e+00	
1085	1.015500e-09	1.638533e-01	1.253025e+00	
1086	1.016500e-09	1.917898e-01	1.258479e+00	
1087	1.017500e-09	2.212601e-01	1.264145e+00	
1088	1.018500e-09	2.521485e-01	1.270035e+00	
1089	1.019500e-09	2.843247e-01	1.276162e+00	
1090	1.020500e-09	3.176425e-01	1.282536e+00	
1091	1.021500e-09	3.519294e-01	1.289143e+00	
1092	1.022500e-09	3.869652e-01	1.295915e+00	
1093	1.023500e-09	4.224593e-01	1.302684e+00	
1094	1.024500e-09	4.580791e-01	1.309198e+00	
1095	1.025500e-09	4.935378e-01	1.315179e+00	
1096	1.026500e-09	5.286286e-01	1.320324e+00	
1097	1.027500e-09	5.631693e-01	1.324256e+00	
1098	1.028500e-09	5.969557e-01	1.326502e+00	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
1099	1.029500e-09	6.297580e-01	1.326523e+00	
1100	1.030500e-09	6.613363e-01	1.323745e+00	
1101	1.031500e-09	6.914601e-01	1.317579e+00	
1102	1.032500e-09	7.199268e-01	1.307434e+00	
1103	1.033500e-09	7.465809e-01	1.292694e+00	
1104	1.034500e-09	7.713464e-01	1.272679e+00	
1105	1.035500e-09	7.942847e-01	1.246536e+00	
1106	1.036500e-09	8.156410e-01	1.213109e+00	
1107	1.037500e-09	8.355215e-01	1.171404e+00	
1108	1.038500e-09	8.535137e-01	1.121969e+00	
1109	1.039500e-09	8.694175e-01	1.066031e+00	
1110	1.040500e-09	8.833885e-01	1.004510e+00	
1111	1.041500e-09	8.956647e-01	9.382066e-01	
1112	1.042500e-09	9.064937e-01	8.678779e-01	
1113	1.043500e-09	9.161054e-01	7.942499e-01	
1114	1.044500e-09	9.247136e-01	7.180246e-01	
1115	1.045500e-09	9.325113e-01	6.399085e-01	
1116	1.046500e-09	9.396808e-01	5.606569e-01	
1117	1.047500e-09	9.464000e-01	4.811641e-01	
1118	1.048500e-09	9.528704e-01	4.026120e-01	
1119	1.049500e-09	9.593573e-01	3.267010e-01	
1120	1.050500e-09	9.662622e-01	2.558625e-01	
1121	1.051500e-09	9.741624e-01	1.931331e-01	
1122	1.052500e-09	9.836973e-01	1.412936e-01	
1123	1.053500e-09	9.952263e-01	1.016018e-01	
1124	1.054500e-09	1.008549e+00	7.322599e-02	
1125	1.055500e-09	1.022995e+00	5.389015e-02	
1126	1.056500e-09	1.037779e+00	4.098828e-02	
1127	1.057500e-09	1.052260e+00	3.232991e-02	
1128	1.058500e-09	1.066023e+00	2.635432e-02	
1129	1.059500e-09	1.078848e+00	2.205329e-02	
1130	1.060500e-09	1.090650e+00	1.880989e-02	
1131	1.061500e-09	1.101425e+00	1.625772e-02	
1132	1.062500e-09	1.111215e+00	1.417886e-02	
1133	1.063500e-09	1.120081e+00	1.244229e-02	
1134	1.064500e-09	1.128095e+00	1.096524e-02	
1135	1.065500e-09	1.135328e+00	9.693739e-03	
1136	1.066500e-09	1.141849e+00	8.589504e-03	
1137	1.067500e-09	1.147724e+00	7.625040e-03	
1138	1.068500e-09	1.153015e+00	6.778594e-03	
1139	1.069500e-09	1.157776e+00	6.033520e-03	
1140	1.070500e-09	1.162060e+00	5.375613e-03	
1141	1.071500e-09	1.165913e+00	4.793724e-03	
1142	1.072500e-09	1.169377e+00	4.277841e-03	
1143	1.073500e-09	1.172491e+00	3.820082e-03	
1144	1.074500e-09	1.175290e+00	3.413076e-03	
1145	1.075500e-09	1.177805e+00	3.051087e-03	
1146	1.076500e-09	1.180065e+00	2.728531e-03	
1147	1.077500e-09	1.182095e+00	2.441158e-03	
1148	1.078500e-09	1.183918e+00	2.184654e-03	
1149	1.079500e-09	1.185556e+00	1.955838e-03	
1150	1.080500e-09	1.187027e+00	1.751321e-03	
1151	1.081500e-09	1.188348e+00	1.568708e-03	
1152	1.082500e-09	1.189534e+00	1.405304e-03	
1153	1.083500e-09	1.190599e+00	1.259301e-03	
1154	1.084500e-09	1.191555e+00	1.128531e-03	
1155	1.085500e-09	1.192414e+00	1.011631e-03	
1156	1.086500e-09	1.193185e+00	9.068402e-04	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
1157	1.087500e-09	1.193877e+00	8.131375e-04	
1158	1.088500e-09	1.194498e+00	7.290753e-04	
1159	1.089500e-09	1.195056e+00	6.538992e-04	
1160	1.090500e-09	1.195557e+00	5.864075e-04	
1161	1.091500e-09	1.196006e+00	5.260520e-04	
1162	1.092500e-09	1.196410e+00	4.718260e-04	
1163	1.093500e-09	1.196772e+00	4.233422e-04	
1164	1.094500e-09	1.197098e+00	3.797484e-04	
1165	1.095500e-09	1.197390e+00	3.407839e-04	
1166	1.096500e-09	1.197652e+00	3.057200e-04	
1167	1.097500e-09	1.197887e+00	2.743949e-04	
1168	1.098500e-09	1.198098e+00	2.461794e-04	
1169	1.099250e-09	1.198242e+00	2.270598e-04	
1170	1.100000e-09	1.198375e+00	2.093318e-04	
1171	1.100100e-09	1.198392e+00	2.071318e-04	
1172	1.100300e-09	1.198426e+00	2.027329e-04	
1173	1.100700e-09	1.198490e+00	1.942340e-04	
1174	1.101500e-09	1.198610e+00	1.777557e-04	
1175	1.102500e-09	1.198742e+00	1.572748e-04	
1176	1.103500e-09	1.198857e+00	1.379605e-04	
1177	1.104500e-09	1.198961e+00	1.222534e-04	
1178	1.105500e-09	1.199059e+00	1.116267e-04	
1179	1.106500e-09	1.199159e+00	1.064252e-04	
1180	1.107500e-09	1.199261e+00	1.052407e-04	
1181	1.108500e-09	1.199365e+00	1.053531e-04	
1182	1.109250e-09	1.199445e+00	1.067286e-04	
1183	1.110000e-09	1.199536e+00	1.125802e-04	
1184	1.110100e-09	1.199550e+00	1.139296e-04	
1185	1.110300e-09	1.199578e+00	1.169053e-04	
1186	1.110700e-09	1.199638e+00	1.244931e-04	
1187	1.111500e-09	1.199775e+00	1.443540e-04	
1188	1.112387e-09	1.199944e+00	1.661316e-04	
1189	1.113387e-09	1.200128e+00	1.772465e-04	
1190	1.114387e-09	1.200279e+00	1.672046e-04	
1191	1.115387e-09	1.200380e+00	1.374328e-04	
1192	1.116387e-09	1.200429e+00	9.626210e-05	
1193	1.117387e-09	1.200437e+00	5.376364e-05	
1194	1.118387e-09	1.200413e+00	1.634510e-05	
1195	1.119387e-09	1.200369e+00	-1.31681e-05	
1196	1.120387e-09	1.200314e+00	-3.41913e-05	
1197	1.121387e-09	1.200253e+00	-4.74721e-05	
1198	1.122387e-09	1.200193e+00	-5.43466e-05	
1199	1.123387e-09	1.200136e+00	-5.63138e-05	
1200	1.124387e-09	1.200084e+00	-5.47765e-05	
1201	1.125387e-09	1.200038e+00	-5.09357e-05	
1202	1.126387e-09	1.199999e+00	-4.57478e-05	
1203	1.127387e-09	1.199966e+00	-3.99381e-05	
1204	1.128387e-09	1.199939e+00	-3.40245e-05	
1205	1.129387e-09	1.199917e+00	-2.83581e-05	
1206	1.130387e-09	1.199900e+00	-2.31555e-05	
1207	1.131387e-09	1.199886e+00	-1.85352e-05	
1208	1.132387e-09	1.199876e+00	-1.45422e-05	
1209	1.133387e-09	1.199869e+00	-1.11729e-05	
1210	1.134387e-09	1.199863e+00	-8.39035e-06	
1211	1.135387e-09	1.199860e+00	-6.13913e-06	
1212	1.136387e-09	1.199857e+00	-4.35348e-06	
1213	1.137387e-09	1.199856e+00	-2.96545e-06	
1214	1.138387e-09	1.199855e+00	-1.90807e-06	

Index   time            v(pbit_raw)     v(pbit_out)     
--------------------------------------------------------------------------------
1215	1.139387e-09	1.199855e+00	-1.11958e-06	
1216	1.140387e-09	1.199855e+00	-5.43896e-07	
1217	1.141387e-09	1.199855e+00	-1.32495e-07	
1218	1.142387e-09	1.199855e+00	1.563734e-07	
1219	1.143387e-09	1.199856e+00	3.570240e-07	
1220	1.144387e-09	1.199856e+00	4.976525e-07	
1221	1.145387e-09	1.199857e+00	6.002054e-07	
1222	1.146387e-09	1.199858e+00	6.818013e-07	
1223	1.147387e-09	1.199859e+00	7.548045e-07	
1224	1.148387e-09	1.199859e+00	8.281403e-07	
1225	1.149387e-09	1.199860e+00	9.074026e-07	
1226	1.150387e-09	1.199861e+00	9.959799e-07	
1227	1.151387e-09	1.199863e+00	1.095120e-06	
1228	1.152387e-09	1.199864e+00	1.204844e-06	
