time v(gate) v(gfet) v(tripped) v(isense) v(cmp_soft) v(cmp_hard) v(trip_d) v(clr_d) v(fast_en) v(osc_clk) v(cmp_clk) v(vref) v(en_core) v(shp) v(shn) v(fault_n) v(gate_core) v(vdda) v(vdd) v(iovdd) v(iprof) v(osc_en_g) v(icmp) v(vth_soft) v(vth_hard) v(dig_trip) v(cause1) v(cause0) v(sclk_pad) v(sdi_pad) v(soft0) v(soft1) v(soft2) v(soft3) v(soft4) v(soft5) v(soft6) v(soft7) v(hard0) v(hard1) v(hard2) v(hard3) v(hard4) v(hard5) v(hard6) v(hard7) v(sp0) v(sp1) v(sp2) v(sp3) v(sp4) v(sp5) v(sp6) v(sp7) v(sp8) v(sp9) v(sp10) v(sp11) v(sp12) v(sp13) v(sp14) v(sp15) v(inrush_active) v(soft_armed) i(vim) i(vma) i(vmi) i(v12) i(vm_bgr) i(vm_sense) i(vm_tripa) i(vm_tripd) i(vm_osc) i(vm_gatea) i(vm_gated)
6.0399999999999998e-09 1.9289772023624308e-09 1.9289771845138298e-09 4.5836610312196343e-08 0.99920000007626675 0 0 0 0 0 0 0 1.04 0 7.6228633300962348e-11 2.2428538736465711e-11 3.2999997367507676 1.67333167902866e-07 3.2999999997068081 1.1999999992141277 3.2999999988896418 1 0 0.49959998754813228 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676733e-09 5.8968474547782535e-10 2.2240174146759273e-09 -1.5729448854528982e-09 6.5999999994136163e-12 6.5999999994136163e-12 6.6005200763097879e-12 2.3999999984282553e-12 2.4014336814735808e-12 5.6328139935588156e-10 8.5483162610173182e-10
1.104e-08 1.9289771817625895e-09 1.928977185076799e-09 4.5836609934120607e-08 0.99920000007626664 0 0 0 0 0 0 0 1.04 0 7.6228633426387253e-11 2.242853879252021e-11 3.2999997367507663 1.6733316825910058e-07 3.299999999706809 1.1999999992141279 3.2999999988896391 1 0 0.49959998754813262 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968296912098594e-10 2.2240227437464455e-09 -1.5729444413636884e-09 6.599999999413618e-12 6.599999999413618e-12 6.6008303931452283e-12 2.3999999984282557e-12 2.4006487897110097e-12 5.6328108903904612e-10 8.5483133007738622e-10
1.604e-08 1.9289772155896973e-09 1.9289771871585773e-09 4.5836610540400923e-08 0.99920000007626641 0 0 0 0 0 0 0 1.04 0 7.6228633516960028e-11 2.2428538837245824e-11 3.2999997367507605 1.6733316802940984e-07 3.299999999706809 1.1999999992141288 3.2999999988896294 1 0 0.49959998754813284 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968296912098594e-10 2.2240422836716789e-09 -1.572942665006849e-09 6.599999999413618e-12 6.599999999413618e-12 6.6009626063469456e-12 2.3999999984282578e-12 2.3992974899512397e-12 5.6328095682584441e-10 8.5482997686404937e-10
2.1040000000000002e-08 1.928977176558419e-09 1.9289771871454173e-09 4.5836610267886554e-08 0.99920000007626597 0 0 0 0 0 0 0 1.04 0 7.6228633437991679e-11 2.2428538784085947e-11 3.2999997367507552 1.6733316802566344e-07 3.2999999997068095 1.1999999992141288 3.2999999988896276 1 0 0.49959998754813295 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240458363853577e-09 -1.572942665006849e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6002987075268295e-12 2.3999999984282578e-12 2.3993368008792586e-12 5.6328073254624482e-10 8.5483037953830136e-10
2.604e-08 1.928977168535323e-09 1.928977185976968e-09 4.5836610365031029e-08 0.99920000007626564 0 0 0 0 0 0 0 1.04 0 7.6228633421239837e-11 2.2428538783178342e-11 3.2999997367507516 1.6733316804512299e-07 3.2999999997068095 1.1999999992141286 3.2999999988896276 1 0 0.49959998754813312 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240458363853577e-09 -1.5729431090960588e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6001947469390822e-12 2.3999999984282569e-12 2.3994925380653789e-12 5.6328083650683257e-10 8.548302242809594e-10
3.1039999999999999e-08 1.9289772140718142e-09 1.9289771873665495e-09 4.5836610175133098e-08 0.9992000000762653 0 0 0 0 0 0 0 1.04 0 7.6228633344790099e-11 2.2428538760721536e-11 3.2999997367507508 1.6733316810420277e-07 3.2999999997068095 1.1999999992141286 3.2999999988896285 1 0 0.49959998754813317 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240440600285183e-09 -1.5729431090960588e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6003088699453383e-12 2.3999999984282569e-12 2.399116637125055e-12 5.6328072238382631e-10 8.5483059898038349e-10
3.6039999999999997e-08 1.9289772305516872e-09 1.928977190498659e-09 4.5836610487328995e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.6228633436581634e-11 2.2428538787722856e-11 3.2999997367507512 1.6733316811676718e-07 3.2999999997068095 1.1999999992141286 3.2999999988896289 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240431718500986e-09 -1.5729431090960588e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6003093450301125e-12 2.3999999984282569e-12 2.3990320528824026e-12 5.6328072190874154e-10 8.5483068354937955e-10
4.1039999999999996e-08 1.9289771819794299e-09 1.9289771909437856e-09 4.583661038920881e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.6228633342592396e-11 2.2428538757791261e-11 3.2999997367507508 1.6733316816052877e-07 3.2999999997068095 1.1999999992141286 3.299999998889628 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.224044948206938e-09 -1.5729431090960588e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6001657869187014e-12 2.3999999984282569e-12 2.3993931619619814e-12 5.6328086546685295e-10 8.5483032380995225e-10
4.6039999999999994e-08 1.9289772249138359e-09 1.9289771932048101e-09 4.5836610253629282e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.6228633432406646e-11 2.2428538786153995e-11 3.2999997367507512 1.6733316792625999e-07 3.2999999997068095 1.1999999992141286 3.2999999988896285 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240440600285183e-09 -1.5729431090960588e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.600248719199883e-12 2.3999999984282569e-12 2.3990872796818197e-12 5.6328078253457177e-10 8.5483062825439398e-10
5.1039999999999992e-08 1.9289772344548151e-09 1.9289771964882999e-09 4.5836610184077746e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.622863334577226e-11 2.2428538760711813e-11 3.2999997367507516 1.6733316791856496e-07 3.2999999997068095 1.1999999992141284 3.2999999988896285 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240440600285183e-09 -1.5729435531852687e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6003467667122505e-12 2.3999999984282565e-12 2.399364171233761e-12 5.632806844870594e-10 8.5483079543807584e-10
5.6039999999999991e-08 1.9289772452968368e-09 1.9289772005637182e-09 4.5836610404550172e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.6228633438429258e-11 2.2428538786228545e-11 3.2999997367507508 1.6733316813579127e-07 3.2999999997068095 1.1999999992141286 3.2999999988896285 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676733e-09 5.8968208094256624e-10 2.2240440600285183e-09 -1.5729431090960588e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6003351505024118e-12 2.3999999984282569e-12 2.3994322053701741e-12 5.6328069610326924e-10 8.5483028477967306e-10
6.1039999999999996e-08 1.9289771973751008e-09 1.9289772016367919e-09 4.5836610325403493e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.6228633341788519e-11 2.2428538759677786e-11 3.2999997367507512 1.6733316819529973e-07 3.2999999997068095 1.1999999992141288 3.2999999988896289 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240431718500986e-09 -1.572942665006849e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6003499406920454e-12 2.3999999984282578e-12 2.3991250143959848e-12 5.6328068131307961e-10 8.5483014795258817e-10
6.6040000000000001e-08 1.9289772325032511e-09 1.9289772039000756e-09 4.5836610344051757e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.6228633435618938e-11 2.2428538785719641e-11 3.2999997367507508 1.6733316805114558e-07 3.2999999997068095 1.199999999214129 3.2999999988896285 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240440600285183e-09 -1.5729422209176391e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6005560571001674e-12 2.3999999984282582e-12 2.3991880148840125e-12 5.6328047519667149e-10 8.5483008528583112e-10
7.1040000000000006e-08 1.9289771971582603e-09 1.9289772041847824e-09 4.5836610343726523e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.6228633344277945e-11 2.2428538759518954e-11 3.2999997367507508 1.6733316805044381e-07 3.2999999997068095 1.1999999992141288 3.299999998889628 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.224044948206938e-09 -1.572942665006849e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6004064073065741e-12 2.3999999984282578e-12 2.3993266524549914e-12 5.6328062484646508e-10 8.5483038951266035e-10
7.6040000000000011e-08 1.9289772327200916e-09 1.9289772060560044e-09 4.5836610534762946e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.622863343084427e-11 2.2428538785230183e-11 3.2999997367507512 1.6733316809091793e-07 3.2999999997068095 1.1999999992141286 3.299999998889628 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.224044948206938e-09 -1.5729431090960588e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6004893476839927e-12 2.3999999984282569e-12 2.3993742594953211e-12 5.6328054190608766e-10 8.5483034224146859e-10
8.1040000000000016e-08 1.928977194989856e-09 1.9289772059479212e-09 4.5836610281439029e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.6228633345055895e-11 2.2428538760316353e-11 3.2999997367507508 1.6733316810652353e-07 3.2999999997068095 1.1999999992141286 3.2999999988896285 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240440600285183e-09 -1.5729431090960588e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6004278459071313e-12 2.3999999984282569e-12 2.3993724053783533e-12 5.6328060340786452e-10 8.5483034419384138e-10
8.6040000000000021e-08 1.9289772416105494e-09 1.928977208141854e-09 4.5836610381782026e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.6228633434772913e-11 2.2428538785191286e-11 3.2999997367507503 1.6733316788193976e-07 3.2999999997068095 1.1999999992141286 3.2999999988896276 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240458363853577e-09 -1.5729431090960588e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6006148156071804e-12 2.3999999984282569e-12 2.3994122003031902e-12 5.6328041643816447e-10 8.5483030451114841e-10
9.1040000000000026e-08 1.9289771978087816e-09 1.9289772081804354e-09 4.5836610284745845e-08 0.99920000007626508 0 0 0 0 0 0 0 1.04 0 7.6228633342838741e-11 2.2428538759399019e-11 3.2999997367507503 1.6733316816875343e-07 3.2999999997068095 1.1999999992141288 3.2999999988896276 1 0 0.49959998754813323 0.80060377358112766 0.99879245281144713 0 0 0 0 0 1.2000000000000002 0 0 1.2000000000000002 1.2000000000000002 0 0 1.2000000000000002 0 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 1.2000000000000002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2000000000000002 0 2.0611536921676737e-09 5.8968208094256624e-10 2.2240458363853577e-09 -1.572942665006849e-09 6.5999999994136188e-12 6.5999999994136188e-12 6.6005445782754126e-12 2.3999999984282578e-12 2.3990913314747797e-12 5.6328048667549624e-10 8.5483018156351157e-10
