point	time_s	cml_diff_V	cmos_out_n_V	cmos_out_p_V	cm_n_V	cm_p_V
29	4.4559999999999993e-11	0.17061575595411682	0.0002022620198588454	1.200004696739686	0.79395720280632553	1.2056763671083961
30	4.6559999999999992e-11	0.15236853543071804	0.00020507837556088537	1.2000040489841235	0.79392449896313078	1.2060911480166789
31	4.8559999999999992e-11	0.13412131490731882	0.00020741326071277433	1.200003436976925	0.79389810693167318	1.2065093245555161
32	5.0559999999999991e-11	0.11587409438392005	0.00020929503246475134	1.2000028596927677	0.79387763049012783	1.2069300883101011
33	5.2559999999999991e-11	0.097626873860520824	0.00021075078257382085	1.2000023159053606	0.79386265969205438	1.2073526791452018
34	5.455999999999999e-11	0.079379653337122047	0.00021180630235156928	1.2000018042397891	0.79385277896139095	1.2077763830532235
35	5.655999999999999e-11	0.061132432813722826	0.00021248594888217953	1.2000013231848117	0.79384757310328302	1.2082005285941491
36	5.855999999999999e-11	0.042885212290324048	0.00021281262489181163	1.2000008711298376	0.79384663266653122	1.208624484394567
37	6.0559999999999996e-11	0.024637991766925271	0.00021280767946280088	1.2000004463683975	0.79384955767997789	1.2090476555488072
38	6.2560000000000002e-11	0.00639077124352605	0.00021249090283470551	1.2000000471289127	0.79385596090510269	1.2094694808729709
39	6.4560000000000008e-11	-0.011856449279873171	0.00021188045163439417	1.1999996715724197	0.79386546983713058	1.2098894292853406
40	6.6560000000000014e-11	-0.030103669803271949	0.00021098131295704814	1.1999993117950656	0.79387772409577506	1.2103069465451914
41	6.856000000000002e-11	-0.04835089032667117	0.00020981540985703928	1.1999989719890805	0.79389240484740764	1.2107215621078349
42	7.0560000000000026e-11	-0.066598110850069947	0.00020841191639187073	1.1999986589673288	0.79390920729189518	1.2111328716369123
43	7.2560000000000032e-11	-0.084845331373469168	0.00020677571019922514	1.1999983633417461	0.79392782362316805	1.2115404290852474
44	7.4560000000000038e-11	-0.10309255189686839	0.00020491340092088084	1.1999980805929562	0.79394796497904974	1.211943804728582
45	7.6560000000000044e-11	-0.12133977242026717	0.00020283217247585306	1.1999978088472425	0.79396935792013046	1.2123425774946723
46	7.856000000000005e-11	-0.13958699294366639	0.00020053742098846694	1.1999975459277983	0.79399174572555331	1.2127363340602588
47	8.0560000000000056e-11	-0.15783421346706517	0.00019803350861191671	1.1999972902397833	0.79401488566493972	1.2131246634865374
48	8.2560000000000062e-11	-0.17608143399046439	0.00019532279110190398	1.1999970397304864	0.79403854922032768	1.2135071550025913
49	8.4560000000000068e-11	-0.19432865451386361	0.00019240617442761732	1.1999967925801791	0.7940625196668768	1.2138833934677007
50	8.6560000000000074e-11	-0.21257587503726239	0.0001892825767946249	1.1999965466732911	0.79408659165381246	1.2142529563294258
51	8.856000000000008e-11	-0.23082309556066161	0.00018594923801029672	1.199996299996414	0.79411056897019439	1.2146154093647834
52	9.0560000000000086e-11	-0.24907031608406038	0.00018240139574710046	1.1999960503472367	0.79413426375082219	1.2149703030980947
53	9.2560000000000092e-11	-0.2673175366074596	0.00017863243031440712	1.1999957955498612	0.7941574943749472	1.2153171685286317
54	9.4560000000000098e-11	-0.28556475713085883	0.00017463365671882558	1.1999955332933085	0.79418008445246258	1.2156555131325657
55	9.6560000000000104e-11	-0.3038119776542576	0.00017039436547899856	1.1999952612430442	0.79420186082695121	1.2159848164038778
56	9.856000000000011e-11	-0.32205919817765682	0.00016590167647329013	1.1999949769520524	0.7942226524325483	1.2163045254808595
57	1.0056000000000012e-10	-0.3403064187010556	0.00016114051462823298	1.199994677915438	0.79424228838274624	1.2166140503976863
58	1.0256000000000012e-10	-0.35855363922445482	0.00015609349634626568	1.1999943615226905	0.79426059675155092	1.2169127593435607
59	1.0456000000000013e-10	-0.37680085974785404	0.00015074086608524162	1.1999940250826544	0.79427740273701108	1.2171999735741421
60	1.0656000000000013e-10	-0.39504808027125282	0.00014506040191214487	1.1999936658000689	0.79429252740171674	1.2174749623137
61	1.0856000000000014e-10	-0.41329530079465204	0.00013902733292303626	1.1999932807871714	0.79430578590837908	1.2177369373256679
62	1.1056000000000015e-10	-0.43154252131805082	0.00013261426135435794	1.1999928670559774	0.79431698625047387	1.2179850474974629
63	1.1256000000000015e-10	-0.44978974184145004	0.00012579107888960328	1.199992421526618	0.79432592756931208	1.21821837312698
64	1.1456000000000016e-10	-0.46803696236484926	0.00011852491119401787	1.1999919410318136	0.79433239891109086	1.2184359202832757
65	1.1656000000000016e-10	-0.48628418288824804	0.00011078005196901719	1.199991422328669	0.79433617765209119	1.2186366149374432
66	1.1856000000000016e-10	-0.50453140341164682	0.00010251794254534374	1.1999908621145645	0.79433702833196329	1.218819297267328
67	1.2056000000000015e-10	-0.52277862393504604	9.369714484563918e-05	1.199990257047258	0.79433470123569228	1.2189827158491799
68	1.2256000000000014e-10	-0.54102584445844482	8.4273374190424466e-05	1.1999896037728301	0.79432893137381733	1.2191255221684141
69	1.2456000000000014e-10	-0.55927306498184359	7.4199534623342611e-05	1.1999888989574679	0.79431943729515397	1.219246265189373
70	1.2652093034669712e-10	-0.57716382921544618	6.3643442302419029e-05	1.199988154698562	0.79430622583633737	1.2193417310331496
71	1.2672093034669712e-10	-0.57716382921544618	6.2463185648675701e-05	1.1999880399035372	0.79430455638265884	1.2193497557142114
72	1.2712093034669712e-10	-0.57716382921544618	5.9886551556975753e-05	1.1999876891755612	0.79430099915277685	1.2193644770255341
73	1.2792093034669713e-10	-0.57716382921544618	5.3200205002934542e-05	1.1999861630072759	0.79429336957005348	1.2193848841899169
74	1.2952093034669713e-10	-0.57716382921544618	3.5403358595476053e-05	1.1999814553985271	0.79428278592823043	1.2193911101656125
75	1.3152093034669712e-10	-0.57716382921544618	9.8385728223293611e-06	1.1999761433248912	0.79428598334804734	1.2193425283941137
76	1.3352093034669712e-10	-0.57716382921544618	-1.6246082802096051e-05	1.1999729587339645	0.79430959510106924	1.2192378268655037
77	1.3552093034669711e-10	-0.57716382921544618	-4.1889834372532686e-05	1.1999714517202802	0.79435255241442404	1.2190811360302352
78	1.375209303466971e-10	-0.57716382921544618	-6.65660122691758e-05	1.199971147591953	0.79441335266085011	1.2188763674940333
79	1.395209303466971e-10	-0.57716382921544618	-8.9981648244030765e-05	1.1999716559193554	0.79449050797127596	1.2186273602356166
80	1.4152093034669709e-10	-0.57716382921544618	-0.00011188838697206993	1.1999727419687345	0.7945826267618068	1.2183381161288258
81	1.4352093034669708e-10	-0.57716382921544618	-0.00013228581351931723	1.1999741458368165	0.79468847080713789	1.2180119591887817
82	1.4552093034669708e-10	-0.57716382921544618	-0.00015113545129091799	1.1999757409465392	0.79480687289768914	1.217652317820098
83	1.4752093034669707e-10	-0.57716382921544618	-0.00016843569489211063	1.1999774439572992	0.79493681739131139	1.2172624035861284
84	1.4952093034669706e-10	-0.57716382921544618	-0.00018428162890743449	1.1999791538188056	0.79507741326893311	1.2168450296565037
85	1.5152093034669705e-10	-0.57716382921544618	-0.0001986637673386249	1.1999808717040137	0.79522774157019493	1.2164032036899748
86	1.5352093034669705e-10	-0.57716382921544618	-0.00021166992050569711	1.1999825488400846	0.79538700748658608	1.21593949388434
87	1.5552093034669704e-10	-0.57716382921544618	-0.00022339619136180211	1.1999841505926376	0.79555448392384076	1.2154562863761496
88	1.5752093034669703e-10	-0.57716382921544618	-0.00023388205976043741	1.1999856904433099	0.79572937363202267	1.2149559566038766
89	1.5952093034669703e-10	-0.57716382921544618	-0.00024328405967621869	1.1999871138901839	0.79591118504453973	1.2144403076483463
90	1.6152093034669702e-10	-0.57716382921544618	-0.00025167347382604177	1.1999884331402411	0.79609933820506196	1.2139112079755456
91	1.6352093034669701e-10	-0.57716382921544618	-0.00025912142567308116	1.1999896594190265	0.79629332063966562	1.2133703261977364
92	1.6552093034669701e-10	-0.57716382921544618	-0.00026574952327745871	1.199990768739692	0.79649279661532257	1.2128190204051283
93	1.67520930346697e-10	-0.57716382921544618	-0.00027156062090949451	1.1999918118199249	0.79669716659487022	1.2122588885837049
94	1.6952093034669699e-10	-0.57716382921544618	-0.00027663370142311239	1.1999927782340676	0.79690600818219781	1.2116911819390921
95	1.7152093034669699e-10	-0.57716382921544618	-0.00028104427668990128	1.1999936607409321	0.79711893047598825	1.2111170520569359
96	1.7352093034669698e-10	-0.57716382921544618	-0.00028485074023548718	1.1999944671678409	0.79733556868101874	1.2105375274290771
97	1.7552093034669697e-10	-0.57716382921544618	-0.00028811288245822464	1.199995199195776	0.7975555828546832	1.2099535439076814
98	1.7752093034669696e-10	-0.57716382921544618	-0.00029088067648880278	1.1999958643525177	0.79777865624241961	1.2093659371827099
99	1.7952093034669696e-10	-0.57716382921544618	-0.00029320388563625066	1.1999964658961357	0.7980044925543226	1.2087754613451192
100	1.8152093034669695e-10	-0.57716382921544618	-0.00029512540475684634	1.1999970099857558	0.79823281597285523	1.2081827887441632
101	1.8352093034669694e-10	-0.57716382921544618	-0.00029668678019956207	1.1999975002077177	0.79846336798038853	1.207588521706926
102	1.8552093034669694e-10	-0.57716382921544618	-0.00029792444434195708	1.1999979416239808	0.79869590804863511	1.2069931956696298
103	1.8752093034669693e-10	-0.57716382921544618	-0.00029887297978531402	1.1999983377300076	0.79893021053717417	1.2063972869852384
104	1.8952093034669692e-10	-0.57716382921544618	-0.00029956303583600352	1.1999986927347404	0.79916606557148473	1.2058012172223957
105	1.9152093034669692e-10	-0.57716382921544618	-0.00030002328917244636	1.1999990098534179	0.7994032762400245	1.2052053586883369
106	1.9352093034669691e-10	-0.57716382921544618	-0.00030027932903869958	1.199999292604897	0.79964165942535492	1.2046100388335483
107	1.955209303466969e-10	-0.57716382921544618	-0.00030035484948343072	1.1999995438433166	0.79988104337484534	1.2040155443850491
108	1.975209303466969e-10	-0.57716382921544618	-0.00030027109504587868	1.1999997665096052	0.80012126838309572	1.20342212534737
109	1.9876046517334846e-10	-0.57716382921544618	-0.00030012969019121982	1.1999999010950619	0.8002704392066694	1.2030550462066802
110	2.0000000000000001e-10	-0.57716382921544618	-0.00029994423346396681	1.2000000210184354	0.80041984007688016	1.2026885033033496
111	2.0020000000000002e-10	-0.57533910716310599	-0.00029996303054286022	1.2000000074511477	0.8004439427390283	1.2026291960717785
112	2.0060000000000001e-10	-0.5716896630584265	-0.00030016624094936217	1.1999998797058682	0.8004921503534137	1.2025099324189539
113	2.0140000000000002e-10	-0.56439077484906663	-0.00030179190399326483	1.1999989222933065	0.80058946840666068	1.2022665430917727
114	2.0300000000000002e-10	-0.54979299843034735	-0.00030859987269343803	1.1999955233534305	0.80079392959281481	1.2017615234536883
115	2.0500000000000002e-10	-0.53154577790694857	-0.00031947275819577126	1.1999916971942286	0.80107448939680204	1.2011042974738535
116	2.0700000000000001e-10	-0.51329855738354979	-0.00032996039604571425	1.1999898072163451	0.80138477457163071	1.2004261214790009
117	2.09e-10	-0.49505133686015101	-0.0003390122011278085	1.1999895404154945	0.80172381408599669	1.1997332084655215
118	2.11e-10	-0.47680411633675179	-0.00034616275647153527	1.1999904142681213	0.80209000643303263	1.1990311169359535
119	2.1299999999999999e-10	-0.45855689581335302	-0.00035123394383856921	1.1999920051823947	0.80248181445494227	1.1983249429356266
120	2.1499999999999998e-10	-0.44030967528995424	-0.00035420918237899501	1.1999939987829877	0.80289774893909649	1.1976191607964146
121	2.1699999999999997e-10	-0.42206245476655502	-0.00035521630484647293	1.1999961431361568	0.80333634880828664	1.1969175438745194
122	2.1899999999999997e-10	-0.40381523424315624	-0.00035443389462619379	1.1999982747589668	0.80379619377593003	1.1962232389796665
123	2.2099999999999996e-10	-0.38556801371975746	-0.00035222124445299929	1.2000002084891415	0.80427622666924592	1.195538170474076
124	2.2299999999999995e-10	-0.36732079319635824	-0.00034873793480805215	1.2000019441408238	0.80477510824593979	1.1948644074794321
125	2.2499999999999995e-10	-0.34907357267295946	-0.00034403311382913415	1.2000035475205224	0.80529117905983805	1.1942040707779755
126	2.2699999999999994e-10	-0.33082635214956069	-0.00033837829690014365	1.2000049345902091	0.80582315587400477	1.1935582691396798
127	2.2899999999999993e-10	-0.31257913162616147	-0.00033200343147937739	1.2000060784261761	0.80636979944276088	1.1929277663334836
128	2.3099999999999993e-10	-0.29433191110276269	-0.00032509316489148787	1.2000069914044507	0.80692991715404139	1.1923130123510515
129	2.3299999999999992e-10	-0.27608469057936391	-0.0003178171914489103	1.2000076864871101	0.80750236208567561	1.191714194236474
130	2.3499999999999991e-10	-0.25783747005596469	-0.00031031612267895525	1.200008187640722	0.80808603787900957	1.1911312772565914
131	2.3699999999999991e-10	-0.23959024953256591	-0.0003027162469327882	1.2000085147610744	0.80867989611560209	1.1905640401209736
132	2.389999999999999e-10	-0.22134302900916714	-0.00029512091034833432	1.2000086916052579	0.80928294081117635	1.1900121142145101
133	2.4099999999999989e-10	-0.20309580848576791	-0.00028761974661478673	1.2000087381124076	0.80989422484064555	1.1894750077704788
134	2.4299999999999988e-10	-0.18484858796236914	-0.00028028418691439239	1.2000086751839998	0.8105128533015048	1.1889521395306333
135	2.4499999999999988e-10	-0.16660136743897036	-0.00027317366911105978	1.200008520510764	0.81113797950697675	1.188442855183288
136	2.4699999999999987e-10	-0.14835414691557114	-0.00026633351377125525	1.2000082914210308	0.81176880705023136	1.1879464544671903
137	2.4899999999999986e-10	-0.13010692639217236	-0.0002597992571848895	1.20000800257275	0.81240458566167062	1.1874622020028618
138	2.5099999999999986e-10	-0.11185970586877358	-0.00025359580226158585	1.2000076677060496	0.81304461205418366	1.1869893480547538
139	2.5299999999999985e-10	-0.093612485345374807	-0.00024774052101583788	1.200007298350007	0.81368822581160072	1.1865271352056379
140	2.5499999999999984e-10	-0.075365264821975586	-0.00024224305338532703	1.2000069049597701	0.81433480919795187	1.1860748135386057
141	2.5699999999999984e-10	-0.057118044298576809	-0.00023710756758577034	1.2000064961753334	0.81498378317175324	1.1856316442198809
142	2.5899999999999983e-10	-0.038870823775177588	-0.00023233285370410917	1.2000060796104208	0.81563460636888185	1.1851969100608408
143	2.6099999999999982e-10	-0.02062360325177881	-0.00022791398649157912	1.2000056614078849	0.81628677129302596	1.1847699168347543
144	2.6299999999999982e-10	-0.0023763827283800332	-0.00022384252002066729	1.2000052468274935	0.81693980266922439	1.1843500001877973
145	2.6499999999999981e-10	0.015870837795019188	-0.00022010771507696703	1.2000048399562409	0.81759325383106063	1.1839365253435612
146	2.669999999999998e-10	0.034118058318417965	-0.00021669673421026436	1.2000044441758266	0.81824670461012694	1.1835288912428228
147	2.6899999999999979e-10	0.052365278841816743	-0.00021359554728661578	1.2000040619493062	0.81889975791697101	1.1831265291515509
148	2.7099999999999979e-10	0.07061249936521552	-0.00021078908015970121	1.2000036952129112	0.8195520372933881	1.1827289047768295
149	2.7299999999999978e-10	0.088859719888614741	-0.00020826188175016025	1.2000033451959915	0.82020318366521028	1.1823355161764266
150	2.7499999999999977e-10	0.10710694041201352	-0.00020599821008049357	1.2000030127623649	0.82085285264503483	1.1819458944548533
151	2.7699999999999977e-10	0.12535416093541274	-0.00020398252406761408	1.2000026982406886	0.82150071141904935	1.181559601271619
152	2.7899999999999976e-10	0.14360138145881152	-0.00020219950697697442	1.2000024017301665	0.82214643585247293	1.1811762285855392
153	2.8099999999999975e-10	0.16184860198221029	-0.00020063443161560945	1.2000021229299667	0.82278970745938285	1.180795395973774
154	2.8299999999999975e-10	0.18009582250560907	-0.00019927312910517081	1.2000018614185688	0.82343021033242991	1.1804167497732128
155	2.8499999999999974e-10	0.19834304302900785	-0.00019810226500815986	1.2000016164773588	0.82406762813471668	1.1800399603532556
156	2.8699999999999973e-10	0.21659026355240707	-0.0001971092642839567	1.2000013873498163	0.82470164085053865	1.179664720903812
157	2.8899999999999973e-10	0.23483748407580585	-0.00019628252691605841	1.2000011730580527	0.82533192173202696	1.1792907447508743
158	2.9099999999999972e-10	0.25308470459920462	-0.0001956113200556886	1.2000009726462708	0.82595813384858618	1.178917763962064
159	2.9299999999999971e-10	0.27133192512260385	-0.00019508595458495037	1.2000007849908474	0.82657992691773985	1.1785455267534437
160	2.9499999999999971e-10	0.28957914564600262	-0.00019469765418833607	1.2000006090313904	0.82719693361926971	1.1781737960236254
161	2.969999999999997e-10	0.30782636616940184	-0.00019443870844210176	1.2000004435758538	0.82780876624092392	1.1778023468717413
162	2.9899999999999969e-10	0.32607358669280062	-0.00019430232669198633	1.2000002875217448	0.82841501271812124	1.1774309651275894
163	3.0099999999999968e-10	0.3443208072161994	-0.0001942827785449408	1.2000001396580871	0.82901523303202007	1.1770594449823031
164	3.0299999999999968e-10	0.36256802773959818	-0.00019437523844406668	1.1999999988787451	0.82960895493878584	1.1766875875520348
165	3.0499999999999967e-10	0.3808152482629974	-0.00019457592061056239	1.1999998639830878	0.8301956700719576	1.1763151986130826
166	3.0699999999999966e-10	0.39906246878639617	-0.0001948819182422401	1.1999997338829729	0.83077482933808111	1.1759420872182778
167	3.0899999999999966e-10	0.41730968930979495	-0.0001952913368635234	1.1999996074038699	0.83134583869879952	1.1755680635257377
168	3.1099999999999965e-10	0.43555690983319417	-0.00019580313014655459	1.199999483486758	0.83190805423549585	1.1751929374787988
169	3.1299999999999964e-10	0.45380413035659295	-0.00019641723309093972	1.199999360991304	0.83246077762242365	1.174816516721374
170	3.1499999999999964e-10	0.47205135087999173	-0.00019713439476121142	1.1999992388936929	0.83300325090216087	1.1744386053520328
171	3.1699999999999963e-10	0.49029857140339095	-0.00019795631052782481	1.199999116093311	0.83353465171221452	1.1740590019286561
172	3.1899999999999962e-10	0.50854579192679017	-0.00019888545027646476	1.1999989916074496	0.83405408787005642	1.1736774983149012
173	3.2099999999999962e-10	0.5267930124501885	-0.0001999251870982155	1.1999988643827677	0.83456059248264158	1.1732938777918767
174	3.2299999999999961e-10	0.54504023297358772	-0.00020107961805343466	1.1999987334876512	0.83505311851361474	1.1729079140289027
175	3.2476046517334834e-10	0.56110203109451673	-0.00020219450263403438	1.1999986144585078	0.83547421089293183	1.1725660527662043
176	3.2652093034669712e-10	0.57716382921544618	-0.00020340588299289086	1.1999984912050341	0.83588276842657205	1.1722220222999493
177	3.2672093034669713e-10	0.57716382921544618	-0.00020356716272668107	1.1999984670373092	0.83592806874671977	1.1721827075919045
178	3.2712093034669715e-10	0.57716382921544618	-0.00020391517544010584	1.1999984046219381	0.83601768049929048	1.172103933148374
179	3.2792093034669714e-10	0.57716382921544618	-0.00020445667710833337	1.1999983838651969	0.83618992163834938	1.171946710562775
180	3.2952093034669716e-10	0.57716382921544618	-0.00020299873708756744	1.1999997516375789	0.83650674070622377	1.1716418585600885
181	3.3152093034669716e-10	0.57716382921544618	-0.00019593664567335578	1.200003582653286	0.8368566901209965	1.1712869969440471
182	3.3352093034669715e-10	0.57716382921544618	-0.00018521686881228794	1.200007660980005	0.83715977675561837	1.1709627307078243
183	3.3552093034669714e-10	0.57716382921544618	-0.00017304359617897891	1.2000106765022684	0.83741845343420507	1.1706669258538849
184	3.3752093034669714e-10	0.57716382921544618	-0.00016052122573978478	1.2000125154045351	0.8376352021396396	1.1703971606861465
185	3.3952093034669713e-10	0.57716382921544618	-0.00014821138930504185	1.200013406737457	0.83781255042557512	1.1701511793440917
186	3.4152093034669712e-10	0.57716382921544618	-0.00013638386585645978	1.2000136358945759	0.83795318785059081	1.169926961484028
187	3.4352093034669712e-10	0.57716382921544618	-0.000125189309259921	1.2000134218484504	0.83805950831090026	1.1697226274733223
188	3.4552093034669711e-10	0.57716382921544618	-0.00011468939300707248	1.2000129326901563	0.83813394457763557	1.1695364883228501
189	3.475209303466971e-10	0.57716382921544618	-0.00010489593894669191	1.2000122866649068	0.83817884673593568	1.1693670384969073
190	3.4952093034669709e-10	0.57716382921544618	-9.5800201719842271e-05	1.2000115598654699	0.83819635987691166	1.1692128855861184
191	3.5152093034669709e-10	0.57716382921544618	-8.737021424237712e-05	1.2000108057493308	0.83818867399779406	1.1690728043540799
192	3.5352093034669708e-10	0.57716382921544618	-7.9568969731214079e-05	1.2000100568588477	0.83815777162641081	1.168945665378353
193	3.5552093034669707e-10	0.57716382921544618	-7.2357783067189541e-05	1.2000093313270339	0.83810550973371589	1.1688304431158931
194	3.5752093034669707e-10	0.57716382921544618	-6.5693043192815992e-05	1.2000086420702156	0.83803366590335004	1.1687262100378808
195	3.5952093034669706e-10	0.57716382921544618	-5.9535361449924995e-05	1.2000079936809345	0.83794382863252925	1.1686321127487362
196	3.6152093034669705e-10	0.57716382921544618	-5.3844389861612552e-05	1.200007389262314	0.83783750892476783	1.1685473784045834
197	3.6352093034669705e-10	0.57716382921544618	-4.8582065373559136e-05	1.2000068292557824	0.83771614644142223	1.1684713047705315
198	3.6552093034669704e-10	0.57716382921544618	-4.371324842983304e-05	1.2000063123697933	0.8375810306435999	1.1684032478021769
199	3.6752093034669703e-10	0.57716382921544618	-3.9205687345611473e-05	1.2000058363137476	0.83743338230277875	1.1683426192138722
200	3.6952093034669703e-10	0.57716382921544618	-3.5028505460221737e-05	1.2000053991154265	0.83727433532528872	1.1682888846587007
201	3.7152093034669702e-10	0.57716382921544618	-3.1154495871432708e-05	1.200004997746168	0.83710493674014808	1.1682415519830092
202	3.7352093034669701e-10	0.57716382921544618	-2.7557836140834624e-05	1.2000046297697473	0.83692615661765668	1.1682001739792571
203	3.75520930346697e-10	0.57716382921544618	-2.4215692696449853e-05	1.2000042923067638	0.83673888877037694	1.1681643378533331
204	3.77520930346697e-10	0.57716382921544618	-2.1106552999750061e-05	1.2000039830139693	0.83654395948943738	1.1681336682326726
205	3.7952093034669699e-10	0.57716382921544618	-1.821132187457275e-05	1.2000036993812475	0.83634212881163661	1.1681078180799467
206	3.8152093034669698e-10	0.57716382921544618	-1.5512097823633386e-05	1.2000034393307151	0.83613409800728045	1.1680864715270547
207	3.8352093034669698e-10	0.57716382921544618	-1.2992924720733878e-05	1.2000032007496964	0.83592051125071576	1.1680693362199575
208	3.8552093034669697e-10	0.57716382921544618	-1.0639480145735458e-05	1.2000029815537685	0.83570197975439209	1.1680561431116412
209	3.8752093034669696e-10	0.57716382921544618	-8.437580178544124e-06	1.2000027805533502	0.83547903050219996	1.1680466482942404
210	3.8952093034669696e-10	0.57716382921544618	-6.3742492560359132e-06	1.2000025964514587	0.83525214612483534	1.1680406291884022
211	3.9152093034669695e-10	0.57716382921544618	-4.4393476513748809e-06	1.2000024270405243	0.8350218035313679	1.1680378745067403
212	3.9352093034669694e-10	0.57716382921544618	-2.6223727328522628e-06	1.2000022712475285	0.83478842451185808	1.1680381938930771
213	3.9552093034669694e-10	0.57716382921544618	-9.1383885808538068e-07	1.2000021280134627	0.83455239549633775	1.1680414107048096
214	3.9752093034669693e-10	0.57716382921544618	6.9494467591635356e-07	1.2000019962722135	0.83431407104075339	1.1680473635385837
215	3.987604651733485e-10	0.57716382921544618	1.645007007389232e-06	1.2000019198882224	0.83416535328945296	1.1680523634536257
216	4.0000000000000001e-10	0.57716382921544618	2.561441574511214e-06	1.2000018472648923	0.83401595821536156	1.1680583223809071
217	4.0020000000000002e-10	0.57533910716310599	2.6998296149827183e-06	1.2000018324106285	0.83399162370653734	1.1680593580669374
218	4.0060000000000004e-10	0.57168966305842606	2.9884309992733726e-06	1.2000018105901249	0.83394239844791529	1.1680615400910555
219	4.0140000000000003e-10	0.56439077484906663	3.9589042020726772e-06	1.2000020044869555	0.83383970415534248	1.1680678314766149
220	4.0300000000000006e-10	0.54979299843034735	8.9952409257354482e-06	1.2000039991744949	0.83361742394145177	1.16809557871195
221	4.0500000000000005e-10	0.53154577790694857	2.0831489143557924e-05	1.2000084618368354	0.8333135885678481	1.1681653891843475
222	4.0700000000000004e-10	0.51329855738354935	3.64042418874444e-05	1.2000129263899817	0.83298662411406221	1.1682752402288212
223	4.0900000000000004e-10	0.49505133686015057	5.350176668478257e-05	1.2000161921280841	0.8326410748187163	1.1684229881460024
224	4.1100000000000003e-10	0.47680411633675179	7.0961879768349778e-05	1.2000181751478778	0.83228119794224165	1.1686060870698063
225	4.1300000000000002e-10	0.45855689581335257	8.8214556727639337e-05	1.2000191480705418	0.83191102929445127	1.1688222673607642
226	4.1500000000000001e-10	0.44030967528995379	0.00010496694219191971	1.2000194125244166	0.83153425339118503	1.169069432264191
227	4.1700000000000001e-10	0.42206245476655502	0.00012104889368286242	1.2000191977214942	0.83115407957500842	1.1693456195495444
