 time                   v(clk)                 v(xt.icmp)             v(xt.vth_soft)         v(xt.vth_hard)         v(cmp_soft)            v(cmp_hard)            v(isense)              v(xt.icmp_h)          
 2.020379962066730e-08  1.200000000000000e+00  9.593488646112039e-01  7.665603855391463e-01  9.985389433139734e-01  6.186141822877168e-01  6.167749441675656e-01  2.000021656094680e+00  9.998387805582203e-01 
 2.021139886200190e-08  1.200000000000000e+00  9.585269420713788e-01  7.655777148980402e-01  9.985280319160079e-01  6.201495234221054e-01  6.167885221156079e-01  2.000021607567337e+00  9.998278604464544e-01 
 2.022659734467110e-08  1.200000000000000e+00  9.573615736602371e-01  7.645557062542108e-01  9.985226660332254e-01  6.219899049680219e-01  6.168038622085802e-01  2.000021461644100e+00  9.998223315116417e-01 
 2.025699431000949e-08  1.200000000000000e+00  9.562616026911944e-01  7.638435946361585e-01  9.985461703765586e-01  6.096742126248729e-01  6.167814152405902e-01  2.000020867561430e+00  9.998453757510677e-01 
 2.029016510038445e-08  1.200000000000000e+00  9.561532336019919e-01  7.638168917101286e-01  9.986874802165789e-01  5.992761079568648e-01  6.167508253763305e-01  2.000019526019739e+00  9.999854648688380e-01 
 2.034126792116564e-08  1.200000000000000e+00  9.562215304033244e-01  7.639615997788362e-01  9.997987269429497e-01  8.435989971057255e-01  6.171079148492564e-01  2.000015210721708e+00  1.001089382226361e+00 
 2.039778545623814e-08  1.200000000000000e+00  9.563695014461924e-01  7.641614775052711e-01  1.004530061164092e+00  1.156886887142758e+00  6.223016391162702e-01  2.000006151133475e+00  1.005794108792153e+00 
 2.045751721444433e-08  1.200000000000000e+00  9.565716121582302e-01  7.644037154590679e-01  1.014841303325515e+00  1.201966637205909e+00  6.579246564938002e-01  1.999990695843059e+00  1.016062501847423e+00 
 2.053406681101829e-08  1.200000000000000e+00  9.568107200248300e-01  7.647120659631083e-01  1.029702318568658e+00  1.199169656119822e+00  9.057705802194832e-01  1.999962076609399e+00  1.030904383308063e+00 
 2.061782874203637e-08  1.200000000000000e+00  9.570427507379349e-01  7.650318592264153e-01  1.039776007089471e+00  1.200518809034401e+00  1.181912756074809e+00  1.999922041335889e+00  1.041042293159613e+00 
 2.069330882640351e-08  1.200000000000000e+00  9.572326310619559e-01  7.653152415355254e-01  1.042141205923560e+00  1.199537475408213e+00  1.205654952594165e+00  1.999882294638003e+00  1.043484888332090e+00 
 2.077746845315230e-08  1.200000000000000e+00  9.574312715636119e-01  7.656213049475039e-01  1.041645728166212e+00  1.200361239559190e+00  1.196569060143139e+00  1.999839696546855e+00  1.043083733686576e+00 
 2.087765149389949e-08  1.200000000000000e+00  9.576474369188072e-01  7.659783942465097e-01  1.041553901888400e+00  1.199646163152969e+00  1.202474252480117e+00  1.999797801063167e+00  1.043110281439638e+00 
 2.098249858061685e-08  1.200000000000000e+00  9.578608322867626e-01  7.663405930900151e-01  1.041154970600903e+00  1.200290552752128e+00  1.198012644792202e+00  1.999768152504328e+00  1.042865218226138e+00 
 2.119219275405157e-08  1.200000000000000e+00  9.582487261426228e-01  7.670410763146852e-01  1.040471955026161e+00  1.199700721917463e+00  1.201712128714452e+00  1.999749413989820e+00  1.042536710244994e+00 
 2.157875743767143e-08  1.200000000000000e+00  9.588909335776933e-01  7.682505301622161e-01  1.039055420519685e+00  1.200268069398859e+00  1.198348458960470e+00  1.999796225294406e+00  1.041863386046933e+00 
 2.226436458018401e-08  1.200000000000000e+00  9.599100856158951e-01  7.701928567720333e-01  1.036704206005280e+00  1.199714359048954e+00  1.201547281759527e+00  1.999925345713775e+00  1.040866466602089e+00 
 2.326436458018401e-08  1.200000000000000e+00  9.612986435464068e-01  7.726592610249133e-01  1.033472432048702e+00  1.200260913742420e+00  1.198447054382795e+00  2.000024118433364e+00  1.039448205972566e+00 
 2.426436458018401e-08  1.200000000000000e+00  9.626307584890373e-01  7.747927864646980e-01  1.030571489606214e+00  1.199720903202676e+00  1.201471601988956e+00  2.000043423937452e+00  1.038113621494974e+00 
 2.526436458018401e-08  1.200000000000000e+00  9.639204189049999e-01  7.766629431026015e-01  1.027861893109891e+00  1.200255233040882e+00  1.198522986429847e+00  2.000046988320966e+00  1.036767862516377e+00 
 2.626436458018400e-08  1.200000000000000e+00  9.651635219763665e-01  7.783201655443869e-01  1.025399148342565e+00  1.199727298112870e+00  1.201399486389846e+00  2.000047335902658e+00  1.035502272475856e+00 
 2.726436458018400e-08  1.200000000000000e+00  9.663659142991462e-01  7.797936285774764e-01  1.023077219827715e+00  1.200249664215687e+00  1.198595373076788e+00  2.000045113928172e+00  1.034238275094653e+00 
 2.826436458018400e-08  1.200000000000000e+00  9.675247246406145e-01  7.811125309442519e-01  1.020958492247547e+00  1.199733547603361e+00  1.201330720711227e+00  2.000041370789740e+00  1.033050981842208e+00 
 2.926436458018400e-08  1.200000000000000e+00  9.686455588079376e-01  7.822932380684147e-01  1.018961768595178e+00  1.200244205917215e+00  1.198664420502488e+00  2.000037294132978e+00  1.031870040762111e+00 
 3.026436458018400e-08  1.200000000000000e+00  9.697256721270527e-01  7.833570291363935e-01  1.017149136456879e+00  1.199739655288698e+00  1.201265112975071e+00  2.000033639436595e+00  1.030760084740417e+00 
 3.126436458018400e-08  1.200000000000000e+00  9.707704354710991e-01  7.843149198306680e-01  1.015452854835335e+00  1.200238856682351e+00  1.198730314260496e+00  2.000030895181770e+00  1.029659089651445e+00 
 3.226436458018401e-08  1.200000000000000e+00  9.717771925252157e-01  7.851843987032985e-01  1.013927405763164e+00  1.199745624638275e+00  1.201202489994844e+00  2.000029234554500e+00  1.028623189562308e+00 
 3.326436458018401e-08  1.200000000000000e+00  9.727510929875982e-01  7.859733093054947e-01  1.012511584198361e+00  1.200233614957698e+00  1.198793222620870e+00  2.000028633525520e+00  1.027597875848808e+00 
 3.426436458018401e-08  1.200000000000000e+00  9.736895288203725e-01  7.866962777145690e-01  1.011250233519342e+00  1.199751458996720e+00  1.201142694373393e+00  2.000028921011960e+00  1.026632063599067e+00 
 3.526436458018401e-08  1.200000000000000e+00  9.745974408261916e-01  7.873583973194268e-01  1.010086489930776e+00  1.200228479120380e+00  1.198853299263013e+00  2.000029887299162e+00  1.025677859777561e+00 
 3.626436458018402e-08  1.200000000000000e+00  9.754722456231345e-01  7.879716197560453e-01  1.009056738492051e+00  1.199757161597224e+00  1.201085582076727e+00  2.000031329250373e+00  1.024777973928153e+00 
 3.726436458018402e-08  1.200000000000000e+00  9.763186928990079e-01  7.885385340857561e-01  1.008108643690515e+00  1.200223447493649e+00  1.198910685451843e+00  2.000033100703679e+00  1.023890299063859e+00 
 3.826436458018402e-08  1.200000000000000e+00  9.771342148130947e-01  7.890687288881661e-01  1.007272470399710e+00  1.199762735575735e+00  1.201031020472781e+00  2.000035116450858e+00  1.023052193049253e+00 
 3.926436458018402e-08  1.200000000000000e+00  9.779233908810614e-01  7.895627448174616e-01  1.006501212905462e+00  1.200218518363343e+00  1.198965511799601e+00  2.000037353801123e+00  1.022226600280124e+00 
 4.026436458018402e-08  1.200000000000000e+00  9.786836669801494e-01  7.900283287136305e-01  1.005821159788069e+00  1.199768183974550e+00  1.200978886741442e+00  2.000039828174036e+00  1.021446257590786e+00 
 4.126436458018403e-08  1.200000000000000e+00  9.794194712369565e-01  7.904645625048223e-01  1.005191080772606e+00  1.200213689985882e+00  1.199017899697887e+00  2.000042573618836e+00  1.020678514527522e+00 
 4.226436458018403e-08  1.200000000000000e+00  9.801282624544309e-01  7.908779267567576e-01  1.004634684824494e+00  1.199773509753409e+00  1.200929066577464e+00  2.000045615006327e+00  1.019952112677137e+00 
 4.326436458018403e-08  1.200000000000000e+00  9.808143310236220e-01  7.912665990981262e-01  1.004116351080765e+00  1.200208960602306e+00  1.199067962489276e+00  2.000048952390416e+00  1.019238238242376e+00 
 4.426436458018403e-08  1.200000000000000e+00  9.814751463555076e-01  7.916362735126793e-01  1.003657873520771e+00  1.199778715791920e+00  1.200881453129519e+00  2.000052546738735e+00  1.018562173364544e+00 
 4.526436458018404e-08  1.200000000000000e+00  9.821148699179327e-01  7.919846344381369e-01  1.003228616859818e+00  1.200204328442383e+00  1.199115806425066e+00  2.000056319199313e+00  1.017898441620808e+00 
 4.626436458018404e-08  1.200000000000000e+00  9.827309784503061e-01  7.923169090377465e-01  1.002848658588874e+00  1.199783804893213e+00  1.200835946131352e+00  2.000060153483775e+00  1.017269325824751e+00 
 4.726436458018404e-08  1.200000000000000e+00  9.833275106568958e-01  7.926305354428940e-01  1.002491541280497e+00  1.200199791733950e+00  1.199161531458010e+00  2.000063907930203e+00  1.016652250552572e+00 
 4.826436458018404e-08  1.200000000000000e+00  9.839019481494280e-01  7.929304456079468e-01  1.002175637895620e+00  1.199788779789037e+00  1.200792451178356e+00  2.000067427792806e+00  1.016066896710181e+00 
 4.926436458018405e-08  1.200000000000000e+00  9.844582126443205e-01  7.932139499725105e-01  1.001877896823593e+00  1.200195348707995e+00  1.199205231896486e+00  2.000070561474482e+00  1.015493210794116e+00 
 5.026436458018405e-08  1.200000000000000e+00  9.849937903422413e-01  7.934857571591578e-01  1.001614993926081e+00  1.199793643141408e+00  1.200750879131873e+00  2.000073173324089e+00  1.014948617095113e+00 
 5.126436458018405e-08  1.200000000000000e+00  9.855124925690197e-01  7.937430935972414e-01  1.001366655785750e+00  1.200190997602173e+00  1.199246996955007e+00  2.000075155799387e+00  1.014415256237629e+00 
 5.226436458018405e-08  1.200000000000000e+00  9.860118121969715e-01  7.939904672976966e-01  1.001147935737904e+00  1.199798397545050e+00  1.200711145616230e+00  2.000076436226466e+00  1.013908596893538e+00 
 5.326436458018405e-08  1.200000000000000e+00  9.864954575406346e-01  7.942250337237350e-01  1.000940870688706e+00  1.200186736668170e+00  1.199286911211699e+00  2.000076980875845e+00  1.013412690741329e+00 
 5.426436458018406e-08  1.200000000000000e+00  9.869609318000621e-01  7.944511088310651e-01  1.000759030448685e+00  1.199803045531149e+00  1.200673170597996e+00  2.000076793964943e+00  1.012941313133322e+00 
 5.526436458018406e-08  1.200000000000000e+00  9.874118476325795e-01  7.946657852841363e-01  1.000586419731739e+00  1.200182564169961e+00  1.199325054999717e+00  2.000075914221406e+00  1.012480181824315e+00 
 5.626436458018406e-08  1.200000000000000e+00  9.878457226174101e-01  7.948731979228743e-01  1.000435295348151e+00  1.199807589566521e+00  1.200636878027015e+00  2.000074408288478e+00  1.012041606699146e+00 
 5.726436458018406e-08  1.200000000000000e+00  9.882660801625419e-01  7.950703892417180e-01  1.000291367273557e+00  1.200178478390571e+00  1.199361504739665e+00  2.000072363133823e+00  1.011612758683724e+00 
 5.826436458018407e-08  1.200000000000000e+00  9.886704556951803e-01  7.952613296677897e-01  1.000165749090911e+00  1.199812032058238e+00  1.200602195529528e+00  2.000069877638389e+00  1.011204679292114e+00 
 5.926436458018407e-08  1.200000000000000e+00  9.890622882719300e-01  7.954430282955947e-01  1.000045638695486e+00  1.200174477632533e+00  1.199396333226064e+00  2.000067054678642e+00  1.010805806805415e+00 
 6.026436458018407e-08  1.200000000000000e+00  9.894391335858184e-01  7.956193108327227e-01  9.999411569425527e-01  1.199816375353116e+00  1.200569054143213e+00  2.000063994212267e+00  1.010426084294806e+00 
 6.126436458018407e-08  1.200000000000000e+00  9.898043496769823e-01  7.957871703429392e-01  9.998407988283096e-01  1.200170560219434e+00  1.199429609876498e+00  2.000060787686972e+00  1.010055054810446e+00 
 6.226436458018406e-08  1.200000000000000e+00  9.901555139142065e-01  7.959503067566420e-01  9.997538189662519e-01  1.199820621741434e+00  1.200537388087316e+00  2.000057514356914e+00  1.009701709314302e+00 
 6.326436458018406e-08  1.200000000000000e+00  9.904959054420154e-01  7.961057120552141e-01  9.996698387012751e-01  1.200166724498546e+00  1.199461400949159e+00  2.000054238931407e+00  1.009356553344865e+00 
 6.426436458018405e-08  1.200000000000000e+00  9.908231240687011e-01  7.962569763393645e-01  9.995973522037541e-01  1.199824773456302e+00  1.200507134558827e+00  2.000051011196256e+00  1.009027751925706e+00 
 6.526436458018405e-08  1.200000000000000e+00  9.911403714707546e-01  7.964011018344674e-01  9.995269558826553e-01  1.200162968840444e+00  1.199491769736940e+00  2.000047866383506e+00  1.008706648803346e+00 
 6.626436458018405e-08  1.200000000000000e+00  9.914452704517319e-01  7.965415812773888e-01  9.994664741747725e-01  1.199828832677608e+00  1.200478233553388e+00  2.000044827084905e+00  1.008400692168058e+00 
 6.726436458018404e-08  1.200000000000000e+00  9.917409464306067e-01  7.966754351137457e-01  9.994073470236621e-01  1.200159291640882e+00  1.199520776736942e+00  2.000041905110339e+00  1.008101955721665e+00 
 6.826436458018404e-08  1.200000000000000e+00  9.920250458877892e-01  7.968060683423832e-01  9.993568090855967e-01  1.199832801531096e+00  1.200450627705768e+00  2.000039104342515e+00  1.007817265487907e+00 
 6.926436458018403e-08  1.200000000000000e+00  9.923006192851824e-01  7.969305251485954e-01  9.993070310494717e-01  1.200155691320692e+00  1.199548479806007e+00  2.000036422830015e+00  1.007539331075405e+00 
 7.020000000000001e-08  1.200000000000000e+00  9.925485338792227e-01  7.970444806445023e-01  9.992674499717097e-01  1.199836812390898e+00  1.200423375130345e+00  2.000034017476028e+00  1.007291304549722e+00 
 7.022000000000000e-08  1.080000000000023e+00  9.923293520623387e-01  7.968375089095301e-01  9.992618457257632e-01  1.199953063986514e+00  1.200121316767944e+00  2.000033967047938e+00  1.007281373300694e+00 
 7.026000000000001e-08  8.399999999999890e-01  9.920741181137708e-01  7.965887230551325e-01  9.992538243015602e-01  1.200025360568978e+00  1.199931256420332e+00  2.000033865680865e+00  1.007264608483161e+00 
 7.033000000000001e-08  4.199999999999892e-01  9.965660265672932e-01  8.007344828352453e-01  9.993213638702761e-01  1.200160224397807e+00  1.200047874406344e+00  2.000033692917012e+00  1.007316316172454e+00 
 7.040000000000001e-08  0.000000000000000e+00  1.015596858813664e+00  8.186559369299324e-01  9.996875497400344e-01  1.194115786408254e+00  1.199970055992401e+00  2.000033654233098e+00  1.007665371280282e+00 
 7.040898177607111e-08  0.000000000000000e+00  1.019192040012386e+00  8.214629604905035e-01  9.997606963678757e-01  1.197143720605021e+00  1.199985103541660e+00  2.000033675914557e+00  1.007736288299911e+00 
 7.042694532821330e-08  0.000000000000000e+00  1.025368050245634e+00  8.259838718576901e-01  9.998910968890531e-01  1.202659502768677e+00  1.200000312804492e+00  2.000033744731781e+00  1.007862473121412e+00 
 7.045429566613122e-08  0.000000000000000e+00  1.031207506753399e+00  8.302168918968922e-01  9.998891812616957e-01  1.200705078646421e+00  1.199997700658671e+00  2.000033985607760e+00  1.007855995752025e+00 
 7.048466326268136e-08  0.000000000000000e+00  1.034187252593401e+00  8.323439841959649e-01  9.992039935205478e-01  1.200033380943354e+00  1.199997066202724e+00  2.000034563485041e+00  1.007170398748351e+00 
 7.052189446066764e-08  0.000000000000000e+00  1.035406232245426e+00  8.330635942737630e-01  9.965766034345729e-01  1.200354036466355e+00  1.199999397099589e+00  2.000036008709561e+00  1.004464066622375e+00 
 7.056533209462405e-08  0.000000000000000e+00  1.035771390514149e+00  8.331587631467119e-01  9.890665806925995e-01  1.199675729173524e+00  1.199986771165030e+00  2.000039246143556e+00  9.969176304252917e-01 
 7.061040304893364e-08  0.000000000000000e+00  1.035879633579915e+00  8.331208965333513e-01  9.770735124022695e-01  1.200335385174070e+00  1.199865590062726e+00  2.000044980244814e+00  9.847938484309217e-01 
 7.065484173520983e-08  0.000000000000000e+00  1.035890000511803e+00  8.330368294381696e-01  9.637375822325669e-01  1.199678561243472e+00  1.199792075260829e+00  2.000053420710320e+00  9.715761006936433e-01 
 7.071193108063696e-08  0.000000000000000e+00  1.035848175488051e+00  8.329000590828917e-01  9.565631115553698e-01  1.200304259924023e+00  1.200430838104924e+00  2.000068303917611e+00  9.644869090926161e-01 
 7.076689970878100e-08  0.000000000000000e+00  1.035779135306781e+00  8.327488899037686e-01  9.566442256134072e-01  1.199715869276234e+00  1.201253922317855e+00  2.000086152809117e+00  9.647404573615110e-01 
 7.082877545566430e-08  0.000000000000000e+00  1.035689625782801e+00  8.325694049238433e-01  9.564103150659552e-01  1.200264175025453e+00  1.203580573746966e+00  2.000108555125488e+00  9.640582014501323e-01 
 7.090343507080669e-08  0.000000000000000e+00  1.035574189520394e+00  8.323433299198357e-01  9.561848610633839e-01  1.199751835496981e+00  1.200641237735905e+00  2.000135745109881e+00  9.636446745544990e-01 
 7.097191788131184e-08  0.000000000000000e+00  1.035467864343280e+00  8.321331274694636e-01  9.566095321512466e-01  1.200230033519942e+00  1.199639548383836e+00  2.000158370005834e+00  9.639916474748977e-01 
 7.107582535898488e-08  0.000000000000000e+00  1.035308842903971e+00  8.318108042123423e-01  9.569459012561342e-01  1.199780983932856e+00  1.200216536144922e+00  2.000185133970669e+00  9.641256673419570e-01 
 7.118288365104109e-08  0.000000000000000e+00  1.035151113174850e+00  8.314802514805770e-01  9.574404449472032e-01  1.200207785374353e+00  1.199803929098632e+00  2.000202209301130e+00  9.644682795670930e-01 
 7.139700023515351e-08  0.000000000000000e+00  1.034852937750800e+00  8.308279157838854e-01  9.582289609069350e-01  1.199797106913316e+00  1.200150251629335e+00  2.000210300041317e+00  9.647854445772014e-01 
 7.181352917580773e-08  0.000000000000000e+00  1.034322553328565e+00  8.296137706691691e-01  9.598194115977906e-01  1.200199795272013e+00  1.199827013816444e+00  2.000175551493235e+00  9.655356331338136e-01 
 7.243862967007922e-08  0.000000000000000e+00  1.033588178503250e+00  8.279306837531818e-01  9.619308197814652e-01  1.199801580447178e+00  1.200143618573491e+00  2.000103809328686e+00  9.662676334613493e-01 
 7.343862967007922e-08  0.000000000000000e+00  1.032459559256540e+00  8.255488922400569e-01  9.650939837966935e-01  1.200196904788158e+00  1.199836099504644e+00  2.000042281962939e+00  9.675337770906280e-01 
 7.443862967007921e-08  0.000000000000000e+00  1.031353304973396e+00  8.234835606772906e-01  9.678790398517835e-01  1.199803793594596e+00  1.200142927831228e+00  2.000024923118525e+00  9.685693575489566e-01 
 7.543862967007921e-08  0.000000000000000e+00  1.030271762678125e+00  8.216751720580422e-01  9.704947256860345e-01  1.200194699114147e+00  1.199842274369750e+00  2.000018446742501e+00  9.697348878630163e-01 
 7.643862967007921e-08  0.000000000000000e+00  1.029220402897675e+00  8.200796204067013e-01  9.728427944198269e-01  1.199805990881377e+00  1.200141242855007e+00  2.000015503982273e+00  9.706976150801913e-01 
 7.743862967007920e-08  0.000000000000000e+00  1.028201132919552e+00  8.186669912458368e-01  9.750791270106217e-01  1.200192509431808e+00  1.199847115331876e+00  2.000014973828888e+00  9.717866478076227e-01 
 7.843862967007920e-08  0.000000000000000e+00  1.027214309074465e+00  8.174109260138582e-01  9.770952514959412e-01  1.199808172062810e+00  1.200139255002508e+00  2.000015705591276e+00  9.726812762683965e-01 
 7.943862967007919e-08  0.000000000000000e+00  1.026259909978813e+00  8.162926248824836e-01  9.790182086107482e-01  1.200190335974285e+00  1.199851144778323e+00  2.000016708125041e+00  9.736992374147388e-01 
 8.043862967007919e-08  0.000000000000000e+00  1.025337343827608e+00  8.152930140319145e-01  9.807414852876510e-01  1.199810336916089e+00  1.200137207080453e+00  2.000017299909645e+00  9.745304927124478e-01 
 8.143862967007918e-08  0.000000000000000e+00  1.024446024496421e+00  8.143982278287749e-01  9.823762075319507e-01  1.200188178957768e+00  1.199854617799789e+00  2.000017044781095e+00  9.754822191911833e-01 
 8.243862967007918e-08  0.000000000000000e+00  1.023585075626096e+00  8.135929336459669e-01  9.838258698288287e-01  1.199812485233813e+00  1.200135192939112e+00  2.000015789814547e+00  9.762544117386531e-01 
 8.343862967007918e-08  0.000000000000000e+00  1.022753716098391e+00  8.128664203576820e-01  9.851924901120930e-01  1.200186038579532e+00  1.199857682199400e+00  2.000013590587331e+00  9.771443198697662e-01 
 8.443862967007917e-08  0.000000000000000e+00  1.021951002668525e+00  8.122063419789015e-01  9.863916750422449e-01  1.199814616827955e+00  1.200133247660747e+00  2.000010638315362e+00  9.778614304711299e-01 
 8.543862967007917e-08  0.000000000000000e+00  1.021176097070680e+00  8.116048501830111e-01  9.875182478181438e-01  1.200183915020449e+00  1.199860433933533e+00  2.000007161877606e+00  9.786936123063560e-01 
