failed_points,group,independent_points,maximum_abs_residual_C,seed
0,expanded_endpoint_samples,2,0.5269004264426087,51062
0,expanded_endpoint_samples,2,0.6030412746995921,51063
0,expanded_endpoint_samples,2,0.2989656793028814,51064
0,expanded_endpoint_samples,2,0.5691711175329033,51065
0,expanded_endpoint_samples,2,0.8310480888384575,51066
0,expanded_endpoint_samples,2,0.1917018880299679,51067
0,expanded_endpoint_samples,2,0.08695496549694326,51068
0,expanded_endpoint_samples,2,0.18011239492665254,51069
0,expanded_endpoint_samples,2,0.45146435488362613,51070
0,expanded_endpoint_samples,2,0.4557426068796815,51071
0,expanded_endpoint_samples,2,0.10112183298414834,51072
0,expanded_endpoint_samples,2,0.720509504638926,51073
0,expanded_endpoint_samples,2,0.6321979402577824,51074
0,expanded_endpoint_samples,2,0.6044719301321493,51075
0,expanded_endpoint_samples,2,0.6732155597583471,51076
0,expanded_endpoint_samples,2,0.43885017040139473,51077
0,expanded_endpoint_samples,2,0.4387261920751371,51078
0,expanded_endpoint_samples,2,0.3042663218317614,51079
0,expanded_endpoint_samples,2,0.40449980384684636,51080
0,expanded_endpoint_samples,2,0.5096582987514466,51081
0,expanded_endpoint_samples,2,0.47875305397803913,51082
0,expanded_endpoint_samples,2,0.16745142023330573,51083
0,expanded_endpoint_samples,2,0.9009445419061706,51084
0,expanded_endpoint_samples,2,0.48115264158576565,51085
0,expanded_endpoint_samples,2,0.29331480477398486,51086
0,expanded_endpoint_samples,2,0.666090895221572,51087
0,expanded_endpoint_samples,2,0.03258491477407688,51088
0,expanded_endpoint_samples,2,0.51159399705449,51089
0,expanded_endpoint_samples,2,0.41731254079550695,51090
0,expanded_endpoint_samples,2,0.12545711943388937,51091
0,expanded_endpoint_samples,2,0.24811129854225555,51092
0,expanded_endpoint_samples,2,0.3372702540131911,51093
0,expanded_endpoint_samples,2,0.6519980536632772,51094
0,expanded_endpoint_samples,2,0.4540637545823927,51095
0,expanded_endpoint_samples,2,0.779574918254724,51096
0,expanded_endpoint_samples,2,0.4954725702743019,51097
0,expanded_endpoint_samples,2,0.29284527166294083,51098
0,expanded_endpoint_samples,2,0.282161167982764,51099
0,expanded_endpoint_samples,2,0.5361630970715794,51100
