 time            v(vref)         iptat           v(pbias)        v(vdd)         
 5.26761229e-02  8.65124114e-01  4.30053339e-06  6.73115001e-01  1.58028369e+00 
 5.27761229e-02  8.66395701e-01  4.31440688e-06  6.75339789e-01  1.58328369e+00 
 5.28761229e-02  8.67666424e-01  4.32826832e-06  6.77566176e-01  1.58628369e+00 
 5.29761229e-02  8.68936457e-01  4.34211812e-06  6.79794114e-01  1.58928369e+00 
 5.30761229e-02  8.70205598e-01  4.35595623e-06  6.82023657e-01  1.59228369e+00 
 5.31761229e-02  8.71474020e-01  4.36978303e-06  6.84254754e-01  1.59528369e+00 
 5.32761229e-02  8.72741520e-01  4.38359840e-06  6.86487463e-01  1.59828369e+00 
 5.33761229e-02  8.74008271e-01  4.39740272e-06  6.88721732e-01  1.60128369e+00 
 5.34761229e-02  8.75274071e-01  4.41119581e-06  6.90957619e-01  1.60428369e+00 
 5.35761229e-02  8.76539090e-01  4.42497802e-06  6.93195072e-01  1.60728369e+00 
 5.36761229e-02  8.77803126e-01  4.43874913e-06  6.95434151e-01  1.61028369e+00 
 5.37761229e-02  8.79066349e-01  4.45250946e-06  6.97674803e-01  1.61328369e+00 
 5.38761229e-02  8.80328556e-01  4.46625875e-06  6.99917089e-01  1.61628369e+00 
 5.39761229e-02  8.81589917e-01  4.47999730e-06  7.02160955e-01  1.61928369e+00 
 5.40761229e-02  8.82850227e-01  4.49372480e-06  7.04406464e-01  1.62228369e+00 
 5.41761229e-02  8.84109656e-01  4.50744156e-06  7.06653562e-01  1.62528369e+00 
 5.42761229e-02  8.85367999e-01  4.52114720e-06  7.08902312e-01  1.62828369e+00 
 5.43761229e-02  8.86625424e-01  4.53484203e-06  7.11152660e-01  1.63128369e+00 
 5.44761229e-02  8.87881726e-01  4.54852563e-06  7.13404670e-01  1.63428369e+00 
 5.45761229e-02  8.89137073e-01  4.56219829e-06  7.15658288e-01  1.63728369e+00 
 5.46761229e-02  8.90391257e-01  4.57585955e-06  7.17913580e-01  1.64028369e+00 
 5.47761229e-02  8.91644447e-01  4.58950970e-06  7.20170490e-01  1.64328369e+00 
 5.48761229e-02  8.92896434e-01  4.60314824e-06  7.22429087e-01  1.64628369e+00 
 5.49761229e-02  8.94147387e-01  4.61677546e-06  7.24689312e-01  1.64928369e+00 
 5.50761229e-02  8.95397093e-01  4.63039080e-06  7.26951238e-01  1.65228369e+00 
 5.51761229e-02  8.96645722e-01  4.64399456e-06  7.29214804e-01  1.65528369e+00 
 5.52761229e-02  8.97893062e-01  4.65758613e-06  7.31480086e-01  1.65828369e+00 
 5.53761229e-02  8.99139280e-01  4.67116581e-06  7.33747021e-01  1.66128369e+00 
 5.54761229e-02  9.00384162e-01  4.68473296e-06  7.36015685e-01  1.66428369e+00 
 5.55761229e-02  9.01627876e-01  4.69828788e-06  7.38286019e-01  1.66728369e+00 
 5.56761229e-02  9.02870206e-01  4.71182987e-06  7.40558098e-01  1.67028369e+00 
 5.57761229e-02  9.04111320e-01  4.72535924e-06  7.42831860e-01  1.67328369e+00 
 5.58761229e-02  9.05351000e-01  4.73887525e-06  7.45107386e-01  1.67628369e+00 
 5.59761229e-02  9.06589414e-01  4.75237821e-06  7.47384612e-01  1.67928369e+00 
 5.60761229e-02  9.07826341e-01  4.76586735e-06  7.49663619e-01  1.68228369e+00 
 5.61761229e-02  9.09061949e-01  4.77934297e-06  7.51944344e-01  1.68528369e+00 
 5.62761229e-02  9.10296016e-01  4.79280424e-06  7.54226871e-01  1.68828369e+00 
 5.63761229e-02  9.11528708e-01  4.80625150e-06  7.56511134e-01  1.69128369e+00 
 5.64761229e-02  9.12759802e-01  4.81968386e-06  7.58797220e-01  1.69428369e+00 
 5.65761229e-02  9.13989465e-01  4.83310165e-06  7.61085061e-01  1.69728369e+00 
 5.66761229e-02  9.15217468e-01  4.84650394e-06  7.63374748e-01  1.70028369e+00 
 5.67761229e-02  9.16443981e-01  4.85989109e-06  7.65666213e-01  1.70328369e+00 
 5.68761229e-02  9.17668771e-01  4.87326210e-06  7.67959546e-01  1.70628369e+00 
 5.69761229e-02  9.18892008e-01  4.88661734e-06  7.70254680e-01  1.70928369e+00 
 5.70761229e-02  9.20113457e-01  4.89995576e-06  7.72551709e-01  1.71228369e+00 
 5.71761229e-02  9.21333285e-01  4.91327774e-06  7.74850562e-01  1.71528369e+00 
 5.72761229e-02  9.22551258e-01  4.92658217e-06  7.77151337e-01  1.71828369e+00 
 5.73761229e-02  9.23767541e-01  4.93986946e-06  7.79453962e-01  1.72128369e+00 
 5.74761229e-02  9.24981896e-01  4.95313843e-06  7.81758538e-01  1.72428369e+00 
 5.75761229e-02  9.26194490e-01  4.96638951e-06  7.84064992e-01  1.72728369e+00 
 5.76761229e-02  9.27405079e-01  4.97962145e-06  7.86373427e-01  1.73028369e+00 
 5.77761229e-02  9.28613831e-01  4.99283469e-06  7.88683769e-01  1.73328369e+00 
 5.78761229e-02  9.29820499e-01  5.00602794e-06  7.90996125e-01  1.73628369e+00 
 5.79761229e-02  9.31025251e-01  5.01920164e-06  7.93310419e-01  1.73928369e+00 
 5.80761229e-02  9.32227836e-01  5.03235443e-06  7.95626762e-01  1.74228369e+00 
 5.81761229e-02  9.33428420e-01  5.04548678e-06  7.97945076e-01  1.74528369e+00 
 5.82761229e-02  9.34626750e-01  5.05859726e-06  8.00265475e-01  1.74828369e+00 
 5.83761229e-02  9.35822991e-01  5.07168635e-06  8.02587881e-01  1.75128369e+00 
 5.84761229e-02  9.37016886e-01  5.08475254e-06  8.04912411e-01  1.75428369e+00 
 5.85761229e-02  9.38208601e-01  5.09779634e-06  8.07238985e-01  1.75728369e+00 
 5.86761229e-02  9.39397872e-01  5.11081617e-06  8.09567725e-01  1.76028369e+00 
 5.87761229e-02  9.40584866e-01  5.12381255e-06  8.11898549e-01  1.76328369e+00 
 5.88761229e-02  9.41769314e-01  5.13678382e-06  8.14231582e-01  1.76628369e+00 
 5.89761229e-02  9.42951384e-01  5.14973052e-06  8.16566742e-01  1.76928369e+00 
 5.90761229e-02  9.44130800e-01  5.16265091e-06  8.18904157e-01  1.77228369e+00 
 5.91761229e-02  9.45307731e-01  5.17554555e-06  8.21243745e-01  1.77528369e+00 
 5.92761229e-02  9.46481896e-01  5.18841262e-06  8.23585637e-01  1.77828369e+00 
 5.93761229e-02  9.47653462e-01  5.20125268e-06  8.25929750e-01  1.78128369e+00 
 5.94761229e-02  9.48822142e-01  5.21406384e-06  8.28276220e-01  1.78428369e+00 
 5.95761229e-02  9.49988105e-01  5.22684667e-06  8.30624961e-01  1.78728369e+00 
 5.96761229e-02  9.51151057e-01  5.23959918e-06  8.32976116e-01  1.79028369e+00 
 5.97761229e-02  9.52311166e-01  5.25232198e-06  8.35329595e-01  1.79328369e+00 
 5.98761229e-02  9.53468132e-01  5.26501296e-06  8.37685548e-01  1.79628369e+00 
 5.99761229e-02  9.54622122e-01  5.27767276e-06  8.40043883e-01  1.79928369e+00 
 6.00761229e-02  9.55772830e-01  5.29029917e-06  8.42404753e-01  1.80228369e+00 
 6.01761229e-02  9.56920423e-01  5.30289284e-06  8.44768068e-01  1.80528369e+00 
 6.02761229e-02  9.58064585e-01  5.31545146e-06  8.47133984e-01  1.80828369e+00 
 6.03761229e-02  9.59205486e-01  5.32797570e-06  8.49502410e-01  1.81128369e+00 
 6.04761229e-02  9.60342800e-01  5.34046312e-06  8.51873509e-01  1.81428369e+00 
 6.05761229e-02  9.61476697e-01  5.35291443e-06  8.54247186e-01  1.81728369e+00 
 6.06761229e-02  9.62606844e-01  5.36532708e-06  8.56623612e-01  1.82028369e+00 
 6.07761229e-02  9.63733408e-01  5.37770176e-06  8.59002689e-01  1.82328369e+00 
 6.08761229e-02  9.64856049e-01  5.39003582e-06  8.61384594e-01  1.82628369e+00 
 6.09761229e-02  9.65974934e-01  5.40232999e-06  8.63769230e-01  1.82928369e+00 
 6.10761229e-02  9.67089711e-01  5.41458144e-06  8.66156778e-01  1.83228369e+00 
 6.11761229e-02  9.68200549e-01  5.42679095e-06  8.68547140e-01  1.83528369e+00 
 6.12761229e-02  9.69307086e-01  5.43895557e-06  8.70940504e-01  1.83828369e+00 
 6.13761229e-02  9.70409488e-01  5.45107606e-06  8.73336771e-01  1.84128369e+00 
 6.14761229e-02  9.71507385e-01  5.46314934e-06  8.75736135e-01  1.84428369e+00 
 6.15761229e-02  9.72600942e-01  5.47517620e-06  8.78138495e-01  1.84728369e+00 
 6.16761229e-02  9.73689776e-01  5.48715339e-06  8.80544055e-01  1.85028369e+00 
 6.17761229e-02  9.74774054e-01  5.49908174e-06  8.82952710e-01  1.85328369e+00 
 6.18761229e-02  9.75853379e-01  5.51095782e-06  8.85364672e-01  1.85628369e+00 
 6.19761229e-02  9.76927918e-01  5.52278249e-06  8.87779836e-01  1.85928369e+00 
 6.20761229e-02  9.77997262e-01  5.53455216e-06  8.90198421e-01  1.86228369e+00 
 6.21761229e-02  9.79061576e-01  5.54626768e-06  8.92620320e-01  1.86528369e+00 
 6.22761229e-02  9.80120440e-01  5.55792532e-06  8.95045761e-01  1.86828369e+00 
 6.23761229e-02  9.81174017e-01  5.56952594e-06  8.97474636e-01  1.87128369e+00 
 6.24761229e-02  9.82221872e-01  5.58106561e-06  8.99907181e-01  1.87428369e+00 
 6.25761229e-02  9.83264169e-01  5.59254522e-06  9.02343286e-01  1.87728369e+00 
 6.26761229e-02  9.84300458e-01  5.60396064e-06  9.04783197e-01  1.88028369e+00 
 6.27761229e-02  9.85330902e-01  5.61531280e-06  9.07226802e-01  1.88328369e+00 
 6.28761229e-02  9.86355036e-01  5.62659737e-06  9.09674357e-01  1.88628369e+00 
 6.29761229e-02  9.87373022e-01  5.63781528e-06  9.12125749e-01  1.88928369e+00 
 6.30761229e-02  9.88384378e-01  5.64896199e-06  9.14581241e-01  1.89228369e+00 
 6.31761229e-02  9.89389268e-01  5.66003847e-06  9.17040721e-01  1.89528369e+00 
 6.32761229e-02  9.90387192e-01  5.67103997e-06  9.19504462e-01  1.89828369e+00 
 6.33761229e-02  9.91378313e-01  5.68196747e-06  9.21972349e-01  1.90128369e+00 
 6.34761229e-02  9.92362114e-01  5.69281599e-06  9.24444667e-01  1.90428369e+00 
 6.35761229e-02  9.93338758e-01  5.70358655e-06  9.26921297e-01  1.90728369e+00 
 6.36761229e-02  9.94307710e-01  5.71427394e-06  9.29402536e-01  1.91028369e+00 
 6.37761229e-02  9.95269133e-01  5.72487921e-06  9.31888263e-01  1.91328369e+00 
 6.38761229e-02  9.96222474e-01  5.73539691e-06  9.34378787e-01  1.91628369e+00 
 6.39761229e-02  9.97167897e-01  5.74582813e-06  9.36873983e-01  1.91928369e+00 
 6.40761229e-02  9.98104829e-01  5.75616717e-06  9.39374171e-01  1.92228369e+00 
 6.41761229e-02  9.99033435e-01  5.76641518e-06  9.41879225e-01  1.92528369e+00 
 6.42761229e-02  9.99953124e-01  5.77656619e-06  9.44389476e-01  1.92828369e+00 
 6.43761229e-02  1.00086406e+00  5.78662143e-06  9.46904794e-01  1.93128369e+00 
 6.44761229e-02  1.00176564e+00  5.79657468e-06  9.49425522e-01  1.93428369e+00 
 6.45761229e-02  1.00265803e+00  5.80642721e-06  9.51951527e-01  1.93728369e+00 
 6.46761229e-02  1.00354059e+00  5.81617257e-06  9.54483162e-01  1.94028369e+00 
 6.47761229e-02  1.00441351e+00  5.82581212e-06  9.57020291e-01  1.94328369e+00 
 6.48761229e-02  1.00527614e+00  5.83533915e-06  9.59563278e-01  1.94628369e+00 
 6.49761229e-02  1.00612864e+00  5.84475512e-06  9.62111980e-01  1.94928369e+00 
 6.50761229e-02  1.00697037e+00  5.85405309e-06  9.64666775e-01  1.95228369e+00 
 6.51761229e-02  1.00780150e+00  5.86323463e-06  9.67227512e-01  1.95528369e+00 
 6.52761229e-02  1.00862135e+00  5.87229259e-06  9.69794580e-01  1.95828369e+00 
 6.53761229e-02  1.00943013e+00  5.88122867e-06  9.72367821e-01  1.96128369e+00 
 6.54761229e-02  1.01022712e+00  5.89003551e-06  9.74947632e-01  1.96428369e+00 
 6.55761229e-02  1.01101254e+00  5.89871500e-06  9.77533847e-01  1.96728369e+00 
 6.56761229e-02  1.01178568e+00  5.90725959e-06  9.80126873e-01  1.97028369e+00 
 6.57761229e-02  1.01254676e+00  5.91567137e-06  9.82726532e-01  1.97328369e+00 
 6.58761229e-02  1.01329506e+00  5.92394264e-06  9.85333238e-01  1.97628369e+00 
 6.59761229e-02  1.01403082e+00  5.93207573e-06  9.87946803e-01  1.97928369e+00 
 6.60761229e-02  1.01475332e+00  5.94006283e-06  9.90567646e-01  1.98228369e+00 
 6.61761229e-02  1.01546282e+00  5.94790657e-06  9.93195563e-01  1.98528369e+00 
 6.62761229e-02  1.01615858e+00  5.95559904e-06  9.95830978e-01  1.98828369e+00 
 6.63761229e-02  1.01684091e+00  5.96314323e-06  9.98473670e-01  1.99128369e+00 
 6.64761229e-02  1.01750906e+00  5.97053118e-06  1.00112407e+00  1.99428369e+00 
 6.65761229e-02  1.01816337e+00  5.97776629e-06  1.00378192e+00  1.99728369e+00 
 6.66761229e-02  1.01880311e+00  5.98484064e-06  1.00644767e+00  2.00028369e+00 
 6.67761229e-02  1.01942863e+00  5.99175805e-06  1.00912105e+00  2.00328369e+00 
 6.68761229e-02  1.02003923e+00  5.99851069e-06  1.01180247e+00  2.00628369e+00 
 6.69761229e-02  1.02063531e+00  6.00510290e-06  1.01449165e+00  2.00928369e+00 
 6.70761229e-02  1.02121618e+00  6.01152698e-06  1.01718902e+00  2.01228369e+00 
 6.71761229e-02  1.02178227e+00  6.01778785e-06  1.01989425e+00  2.01528369e+00 
 6.72761229e-02  1.02233292e+00  6.02387801e-06  1.02260775e+00  2.01828369e+00 
 6.73761229e-02  1.02286863e+00  6.02980299e-06  1.02532919e+00  2.02128369e+00 
 6.74761229e-02  1.02338875e+00  6.03555555e-06  1.02805895e+00  2.02428369e+00 
 6.75761229e-02  1.02389384e+00  6.04114188e-06  1.03079666e+00  2.02728369e+00 
 6.76761229e-02  1.02438328e+00  6.04655506e-06  1.03354271e+00  2.03028369e+00 
 6.77761229e-02  1.02485769e+00  6.05180198e-06  1.03629669e+00  2.03328369e+00 
 6.78761229e-02  1.02531649e+00  6.05687608e-06  1.03905897e+00  2.03628369e+00 
 6.79761229e-02  1.02576035e+00  6.06178495e-06  1.04182910e+00  2.03928369e+00 
 6.80761229e-02  1.02618874e+00  6.06652243e-06  1.04460744e+00  2.04228369e+00 
 6.81761229e-02  1.02660238e+00  6.07109683e-06  1.04739351e+00  2.04528369e+00 
 6.82761229e-02  1.02700080e+00  6.07550238e-06  1.05018765e+00  2.04828369e+00 
 6.83761229e-02  1.02738476e+00  6.07974810e-06  1.05298934e+00  2.05128369e+00 
 6.84761229e-02  1.02775383e+00  6.08382865e-06  1.05579891e+00  2.05428369e+00 
 6.85761229e-02  1.02810883e+00  6.08775368e-06  1.05861582e+00  2.05728369e+00 
 6.86761229e-02  1.02844938e+00  6.09151826e-06  1.06144035e+00  2.06028369e+00 
 6.87761229e-02  1.02877634e+00  6.09513265e-06  1.06427196e+00  2.06328369e+00 
 6.88761229e-02  1.02908936e+00  6.09859227e-06  1.06711091e+00  2.06628369e+00 
 6.89761229e-02  1.02938936e+00  6.10190793e-06  1.06995663e+00  2.06928369e+00 
 6.90761229e-02  1.02967602e+00  6.10507538e-06  1.07280937e+00  2.07228369e+00 
 6.91761229e-02  1.02995028e+00  6.10810585e-06  1.07566854e+00  2.07528369e+00 
 6.92761229e-02  1.03021186e+00  6.11099536e-06  1.07853437e+00  2.07828369e+00 
 6.93761229e-02  1.03046174e+00  6.11375550e-06  1.08140625e+00  2.08128369e+00 
 6.94761229e-02  1.03069963e+00  6.11638251e-06  1.08428443e+00  2.08428369e+00 
 6.95761229e-02  1.03092655e+00  6.11888820e-06  1.08716827e+00  2.08728369e+00 
 6.96761229e-02  1.03114223e+00  6.12126896e-06  1.09005801e+00  2.09028369e+00 
 6.97761229e-02  1.03134768e+00  6.12353674e-06  1.09295301e+00  2.09328369e+00 
 6.98761229e-02  1.03154267e+00  6.12568802e-06  1.09585351e+00  2.09628369e+00 
 6.99761229e-02  1.03172818e+00  6.12773480e-06  1.09875886e+00  2.09928369e+00 
 7.00761229e-02  1.03190400e+00  6.12967356e-06  1.10166930e+00  2.10228369e+00 
 7.01761229e-02  1.03207111e+00  6.13151625e-06  1.10458419e+00  2.10528369e+00 
 7.02761229e-02  1.03222927e+00  6.13325935e-06  1.10750378e+00  2.10828369e+00 
 7.03761229e-02  1.03237948e+00  6.13491466e-06  1.11042742e+00  2.11128369e+00 
 7.04761229e-02  1.03252148e+00  6.13647860e-06  1.11335536e+00  2.11428369e+00 
 7.05761229e-02  1.03265625e+00  6.13796276e-06  1.11628698e+00  2.11728369e+00 
 7.06761229e-02  1.03278353e+00  6.13936346e-06  1.11922253e+00  2.12028369e+00 
 7.07761229e-02  1.03290426e+00  6.14069205e-06  1.12216139e+00  2.12328369e+00 
 7.08761229e-02  1.03301819e+00  6.14194469e-06  1.12510383e+00  2.12628369e+00 
 7.09761229e-02  1.03312621e+00  6.14313247e-06  1.12804924e+00  2.12928369e+00 
 7.10761229e-02  1.03322807e+00  6.14425141e-06  1.13099788e+00  2.13228369e+00 
 7.11761229e-02  1.03332464e+00  6.14531224e-06  1.13394918e+00  2.13528369e+00 
 7.12761229e-02  1.03341564e+00  6.14631084e-06  1.13690340e+00  2.13828369e+00 
 7.13761229e-02  1.03350190e+00  6.14725762e-06  1.13985998e+00  2.14128369e+00 
 7.14761229e-02  1.03358316e+00  6.14814829e-06  1.14281920e+00  2.14428369e+00 
 7.15761229e-02  1.03366020e+00  6.14899291e-06  1.14578050e+00  2.14728369e+00 
 7.16761229e-02  1.03373274e+00  6.14978707e-06  1.14874418e+00  2.15028369e+00 
 7.17761229e-02  1.03380153e+00  6.15054043e-06  1.15170969e+00  2.15328369e+00 
 7.18761229e-02  1.03386628e+00  6.15124848e-06  1.15467734e+00  2.15628369e+00 
 7.19761229e-02  1.03392772e+00  6.15192051e-06  1.15764661e+00  2.15928369e+00 
 7.20761229e-02  1.03398553e+00  6.15255190e-06  1.16061779e+00  2.16228369e+00 
 7.21761229e-02  1.03404048e+00  6.15315224e-06  1.16359037e+00  2.16528369e+00 
 7.22761229e-02  1.03409206e+00  6.15371477e-06  1.16656469e+00  2.16828369e+00 
 7.23761229e-02  1.03414123e+00  6.15425135e-06  1.16954020e+00  2.17128369e+00 
 7.24761229e-02  1.03418730e+00  6.15475320e-06  1.17251731e+00  2.17428369e+00 
 7.25761229e-02  1.03423135e+00  6.15523334e-06  1.17549541e+00  2.17728369e+00 
 7.26761229e-02  1.03427255e+00  6.15568147e-06  1.17847498e+00  2.18028369e+00 
 7.27761229e-02  1.03431206e+00  6.15611173e-06  1.18145537e+00  2.18328369e+00 
 7.28761229e-02  1.03434899e+00  6.15651285e-06  1.18443709e+00  2.18628369e+00 
 7.29761229e-02  1.03438442e+00  6.15689836e-06  1.18741951e+00  2.18928369e+00 
 7.30761229e-02  1.03441755e+00  6.15725784e-06  1.19040314e+00  2.19228369e+00 
 7.31761229e-02  1.03444941e+00  6.15760412e-06  1.19338735e+00  2.19528369e+00 
 7.32761229e-02  1.03447919e+00  6.15792687e-06  1.19637266e+00  2.19828369e+00 
 7.33761229e-02  1.03450787e+00  6.15823854e-06  1.19935845e+00  2.20128369e+00 
 7.34761229e-02  1.03453469e+00  6.15852888e-06  1.20234523e+00  2.20428369e+00 
 7.35761229e-02  1.03456058e+00  6.15881002e-06  1.20533241e+00  2.20728369e+00 
 7.36761229e-02  1.03458477e+00  6.15907178e-06  1.20832049e+00  2.21028369e+00 
 7.37761229e-02  1.03460819e+00  6.15932600e-06  1.21130890e+00  2.21328369e+00 
 7.38761229e-02  1.03463007e+00  6.15956258e-06  1.21429812e+00  2.21628369e+00 
 7.39761229e-02  1.03465130e+00  6.15979305e-06  1.21728761e+00  2.21928369e+00 
 7.40761229e-02  1.03467114e+00  6.16000742e-06  1.22027784e+00  2.22228369e+00 
 7.41761229e-02  1.03469044e+00  6.16021695e-06  1.22326828e+00  2.22528369e+00 
 7.42761229e-02  1.03470847e+00  6.16041174e-06  1.22625940e+00  2.22828369e+00 
 7.43761229e-02  1.03472606e+00  6.16060279e-06  1.22925068e+00  2.23128369e+00 
 7.44761229e-02  1.03474250e+00  6.16078032e-06  1.23224259e+00  2.23428369e+00 
 7.45761229e-02  1.03475858e+00  6.16095506e-06  1.23523460e+00  2.23728369e+00 
 7.46761229e-02  1.03477361e+00  6.16111735e-06  1.23822720e+00  2.24028369e+00 
 7.47761229e-02  1.03478835e+00  6.16127768e-06  1.24121987e+00  2.24328369e+00 
 7.48761229e-02  1.03480213e+00  6.16142653e-06  1.24421308e+00  2.24628369e+00 
 7.49761229e-02  1.03481568e+00  6.16157413e-06  1.24720633e+00  2.24928369e+00 
 7.50761229e-02  1.03482837e+00  6.16171109e-06  1.25020008e+00  2.25228369e+00 
 7.51761229e-02  1.03484087e+00  6.16184742e-06  1.25319383e+00  2.25528369e+00 
 7.52761229e-02  1.03485258e+00  6.16197388e-06  1.25618806e+00  2.25828369e+00 
 7.53761229e-02  1.03486416e+00  6.16210023e-06  1.25918227e+00  2.26128369e+00 
 7.54761229e-02  1.03487500e+00  6.16221738e-06  1.26217692e+00  2.26428369e+00 
 7.55761229e-02  1.03488575e+00  6.16233489e-06  1.26517152e+00  2.26728369e+00 
 7.56761229e-02  1.03489582e+00  6.16244379e-06  1.26816655e+00  2.27028369e+00 
 7.57761229e-02  1.03490584e+00  6.16255344e-06  1.27116151e+00  2.27328369e+00 
 7.58761229e-02  1.03491524e+00  6.16265501e-06  1.27415687e+00  2.27628369e+00 
 7.59761229e-02  1.03492460e+00  6.16275767e-06  1.27715215e+00  2.27928369e+00 
 7.60761229e-02  1.03493339e+00  6.16285274e-06  1.28014780e+00  2.28228369e+00 
 7.61761229e-02  1.03494218e+00  6.16294917e-06  1.28314337e+00  2.28528369e+00 
 7.62761229e-02  1.03495042e+00  6.16303844e-06  1.28613928e+00  2.28828369e+00 
 7.63761229e-02  1.03495869e+00  6.16312931e-06  1.28913510e+00  2.29128369e+00 
 7.64761229e-02  1.03496646e+00  6.16321340e-06  1.29213125e+00  2.29428369e+00 
 7.65761229e-02  1.03497426e+00  6.16329930e-06  1.29512729e+00  2.29728369e+00 
 7.66761229e-02  1.03498160e+00  6.16337876e-06  1.29812365e+00  2.30028369e+00 
 7.67761229e-02  1.03498899e+00  6.16346020e-06  1.30111990e+00  2.30328369e+00 
 7.68761229e-02  1.03499594e+00  6.16353550e-06  1.30411645e+00  2.30628369e+00 
 7.69761229e-02  1.03500295e+00  6.16361293e-06  1.30711287e+00  2.30928369e+00 
 7.70761229e-02  1.03500956e+00  6.16368450e-06  1.31010959e+00  2.31228369e+00 
 7.71761229e-02  1.03501623e+00  6.16375831e-06  1.31310618e+00  2.31528369e+00 
 7.72761229e-02  1.03502252e+00  6.16382652e-06  1.31610306e+00  2.31828369e+00 
 7.73761229e-02  1.03502890e+00  6.16389705e-06  1.31909980e+00  2.32128369e+00 
 7.74761229e-02  1.03503491e+00  6.16396221e-06  1.32209681e+00  2.32428369e+00 
 7.75761229e-02  1.03504100e+00  6.16402977e-06  1.32509368e+00  2.32728369e+00 
 7.76761229e-02  1.03504676e+00  6.16409216e-06  1.32809082e+00  2.33028369e+00 
 7.77761229e-02  1.03505260e+00  6.16415701e-06  1.33108782e+00  2.33328369e+00 
 7.78761229e-02  1.03505812e+00  6.16421688e-06  1.33408507e+00  2.33628369e+00 
 7.79761229e-02  1.03506373e+00  6.16427924e-06  1.33708219e+00  2.33928369e+00 
 7.80761229e-02  1.03506902e+00  6.16433661e-06  1.34007955e+00  2.34228369e+00 
 7.81761229e-02  1.03507443e+00  6.16439674e-06  1.34307677e+00  2.34528369e+00 
 7.82761229e-02  1.03507953e+00  6.16445211e-06  1.34607422e+00  2.34828369e+00 
 7.83761229e-02  1.03508474e+00  6.16451013e-06  1.34907153e+00  2.35128369e+00 
 7.84761229e-02  1.03508967e+00  6.16456354e-06  1.35206908e+00  2.35428369e+00 
 7.85761229e-02  1.03509469e+00  6.16461959e-06  1.35506648e+00  2.35728369e+00 
 7.86761229e-02  1.03509945e+00  6.16467117e-06  1.35806411e+00  2.36028369e+00 
 7.87761229e-02  1.03510431e+00  6.16472539e-06  1.36106160e+00  2.36328369e+00 
 7.88761229e-02  1.03510891e+00  6.16477525e-06  1.36405930e+00  2.36628369e+00 
 7.89761229e-02  1.03511361e+00  6.16482774e-06  1.36705687e+00  2.36928369e+00 
 7.90761229e-02  1.03511806e+00  6.16487599e-06  1.37005465e+00  2.37228369e+00 
 7.91761229e-02  1.03512260e+00  6.16492684e-06  1.37305229e+00  2.37528369e+00 
 7.92761229e-02  1.03512691e+00  6.16497355e-06  1.37605014e+00  2.37828369e+00 
 7.93761229e-02  1.03513132e+00  6.16502283e-06  1.37904785e+00  2.38128369e+00 
 7.94761229e-02  1.03513549e+00  6.16506808e-06  1.38204577e+00  2.38428369e+00 
 7.95761229e-02  1.03513976e+00  6.16511587e-06  1.38504355e+00  2.38728369e+00 
 7.96761229e-02  1.03514381e+00  6.16515971e-06  1.38804154e+00  2.39028369e+00 
 7.97761229e-02  1.03514794e+00  6.16520606e-06  1.39103939e+00  2.39328369e+00 
 7.98761229e-02  1.03515186e+00  6.16524852e-06  1.39403743e+00  2.39628369e+00 
 7.99761229e-02  1.03515587e+00  6.16529346e-06  1.39703534e+00  2.39928369e+00 
 8.00761229e-02  1.03515967e+00  6.16533459e-06  1.40003345e+00  2.40228369e+00 
 8.01761229e-02  1.03516354e+00  6.16537815e-06  1.40303143e+00  2.40528369e+00 
 8.02761229e-02  1.03516722e+00  6.16541796e-06  1.40602960e+00  2.40828369e+00 
 8.03761229e-02  1.03517098e+00  6.16546016e-06  1.40902764e+00  2.41128369e+00 
 8.04761229e-02  1.03517454e+00  6.16549866e-06  1.41202586e+00  2.41428369e+00 
 8.05761229e-02  1.03517817e+00  6.16553950e-06  1.41502397e+00  2.41728369e+00 
 8.06761229e-02  1.03518161e+00  6.16557671e-06  1.41802225e+00  2.42028369e+00 
 8.07761229e-02  1.03518512e+00  6.16561620e-06  1.42102042e+00  2.42328369e+00 
 8.08761229e-02  1.03518844e+00  6.16565211e-06  1.42401877e+00  2.42628369e+00 
 8.09761229e-02  1.03519182e+00  6.16569024e-06  1.42701699e+00  2.42928369e+00 
 8.10761229e-02  1.03519503e+00  6.16572484e-06  1.43001540e+00  2.43228369e+00 
 8.11761229e-02  1.03519829e+00  6.16576160e-06  1.43301369e+00  2.43528369e+00 
 8.12761229e-02  1.03520137e+00  6.16579487e-06  1.43601216e+00  2.43828369e+00 
 8.13761229e-02  1.03520450e+00  6.16583025e-06  1.43901052e+00  2.44128369e+00 
 8.14761229e-02  1.03520747e+00  6.16586217e-06  1.44200905e+00  2.44428369e+00 
 8.15761229e-02  1.03521047e+00  6.16589614e-06  1.44500747e+00  2.44728369e+00 
 8.16761229e-02  1.03521331e+00  6.16592670e-06  1.44800607e+00  2.45028369e+00 
 8.17761229e-02  1.03521618e+00  6.16595925e-06  1.45100455e+00  2.45328369e+00 
 8.18761229e-02  1.03521890e+00  6.16598841e-06  1.45400322e+00  2.45628369e+00 
 8.19761229e-02  1.03522164e+00  6.16601951e-06  1.45700177e+00  2.45928369e+00 
 8.20761229e-02  1.03522423e+00  6.16604725e-06  1.46000050e+00  2.46228369e+00 
 8.21761229e-02  1.03522684e+00  6.16607688e-06  1.46299912e+00  2.46528369e+00 
 8.22761229e-02  1.03522929e+00  6.16610318e-06  1.46599791e+00  2.46828369e+00 
