bit_index,time_ps,v_amp_diff_mV,bit_decision
962,192580.0,-118.2441,0
963,192780.0,-34.3310,0
964,192980.0,-46.7553,0
965,193180.0,119.2698,1
966,193380.0,21.5005,1
967,193580.0,5.9965,1
968,193780.0,-21.9577,0
969,193980.0,-23.3365,0
970,194180.0,14.7462,1
971,194380.0,29.5531,1
972,194580.0,-30.9060,0
973,194780.0,46.4388,1
974,194980.0,-6.9073,0
975,195180.0,-1.3993,0
976,195380.0,-35.3214,0
977,195580.0,-18.7980,0
978,195780.0,9.8545,1
979,195980.0,34.7520,1
980,196180.0,9.5655,1
981,196380.0,-39.6513,0
982,196580.0,47.3239,1
983,196780.0,9.1173,1
984,196980.0,67.2523,1
985,197180.0,-52.6609,0
986,197380.0,-17.8959,0
987,197580.0,52.3319,1
988,197780.0,35.4637,1
989,197980.0,34.9131,1
990,198180.0,-49.8153,0
991,198380.0,-8.5374,0
992,198580.0,3.7780,1
993,198780.0,126.6165,1
994,198980.0,-38.7681,0
995,199180.0,91.4054,1
996,199380.0,18.4778,1
997,199580.0,-126.5848,0
998,199780.0,8.8614,1
999,199980.0,34.4623,1
