bit_index,time_ps,v_amp_diff_mV,bit_decision
962,192580.0,38.8203,1
963,192780.0,3.7037,1
964,192980.0,31.6788,1
965,193180.0,38.2244,1
966,193380.0,40.2934,1
967,193580.0,-69.2591,0
968,193780.0,68.5769,1
969,193980.0,-43.8228,0
970,194180.0,13.1509,1
971,194380.0,30.2789,1
972,194580.0,-10.5972,0
973,194780.0,-36.7480,0
974,194980.0,14.6891,1
975,195180.0,-13.1326,0
976,195380.0,40.5828,1
977,195580.0,-46.8749,0
978,195780.0,2.1868,1
979,195980.0,77.6831,1
980,196180.0,-0.9159,0
981,196380.0,-34.8204,0
982,196580.0,-41.5056,0
983,196780.0,-66.2422,0
984,196980.0,-15.7495,0
985,197180.0,29.2355,1
986,197380.0,-16.4110,0
987,197580.0,-67.6048,0
988,197780.0,-24.9273,0
989,197980.0,-2.6164,0
990,198180.0,14.3114,1
991,198380.0,-91.6675,0
992,198580.0,-38.7268,0
993,198780.0,-95.9405,0
994,198980.0,-18.1835,0
995,199180.0,-4.6032,0
996,199380.0,-21.7086,0
997,199580.0,-37.3166,0
998,199780.0,-33.2728,0
999,199980.0,-14.8600,0
