 time                   v(gfet,source)         v(dfet,source)         i(vfet)                i(Lload)               i(vdrive)             
 5.339051051400000e-09  6.192244989808064e-06  4.999999999592053e+00  3.230553602406872e-10  3.244960545926989e-10  6.093460453012942e-12 
 5.457153154200000e-09  6.192245218257755e-06  4.999999999591728e+00  3.255848923799931e-10  3.244855408673919e-10  6.180839179229305e-12 
 5.693357359800001e-09  6.192245675157136e-06  4.999999999590637e+00  3.248177282699771e-10  3.244663053861285e-10  6.252830311902560e-12 
 5.986678679900000e-09  6.192246242540471e-06  4.999999999586591e+00  3.254230218630028e-10  3.244514483469185e-10  5.550717139613318e-12 
 6.280000000000001e-09  6.192246809923805e-06  4.999999999592465e+00  3.225970601761219e-10  3.244284892817140e-10  5.611266822285604e-12 
 6.338664264020001e-09  6.192246645406362e-06  4.999999999595129e+00  3.221263256136808e-10  3.244214992134675e-10  5.807899191960508e-12 
 6.455992792060001e-09  6.192246316371475e-06  4.999999999595805e+00  3.252922375907019e-10  3.244070064661875e-10  6.084110212162264e-12 
 6.690649848140001e-09  6.192245658301702e-06  4.999999999590856e+00  3.263482817317254e-10  3.243845426645353e-10  6.332079825754899e-12 
 6.985324924070000e-09  6.192244831918027e-06  4.999999999591387e+00  3.236675372164655e-10  3.243588383994300e-10  6.561729187348070e-12 
 7.280000000000000e-09  6.192244005534352e-06  4.999999999592300e+00  3.241298340839194e-10  3.243323751928040e-10  6.685324657144248e-12 
 7.338935015186000e-09  6.192244342230347e-06  4.999999999592849e+00  3.238671553162931e-10  3.243266866008454e-10  6.724304977851620e-12 
 7.456805045558001e-09  6.192245015622336e-06  4.999999999593087e+00  3.244271518099140e-10  3.243151576286241e-10  6.716187176715460e-12 
 7.692545106302000e-09  6.192246362406312e-06  4.999999999594554e+00  3.238624923795896e-10  3.242899230398999e-10  6.668005801376345e-12 
 7.986272553151002e-09  6.192248040472475e-06  4.999999999594728e+00  3.243647572759301e-10  3.242570812550527e-10  6.247852766833734e-12 
 8.280000000000002e-09  6.192249718538637e-06  4.999999999596263e+00  3.238427304097513e-10  3.242207717579770e-10  5.730153005735483e-12 
 8.338745489369802e-09  6.192249250162067e-06  4.999999999595988e+00  3.244275958991238e-10  3.242133336973929e-10  5.597797263700785e-12 
 8.456236468109402e-09  6.192248313408927e-06  4.999999999597637e+00  3.229247980129912e-10  3.241972844694740e-10  5.569330505670114e-12 
 8.691218425588602e-09  6.192246439902647e-06  4.999999999593999e+00  3.258866509980862e-10  3.241695445063697e-10  5.208149477008497e-12 
 8.985609212794300e-09  6.192244092730999e-06  4.999999999600172e+00  3.220819166926958e-10  3.241253272723288e-10  5.997268437071823e-12 
 9.279999999999998e-09  6.192241745559350e-06  4.999999999596088e+00  3.256321878808421e-10  3.240858744563146e-10  6.356870515004595e-12 
 9.338878157441137e-09  6.192242279071293e-06  4.999999999594709e+00  3.252988989288497e-10  3.240792989869790e-10  6.358284558583005e-12 
 9.456634472323416e-09  6.192243346095177e-06  4.999999999592031e+00  3.252265123876441e-10  3.240681347403684e-10  6.135953507444003e-12 
 9.692147102087975e-09  6.192245480142947e-06  4.999999999599409e+00  3.207252241566039e-10  3.240370497967215e-10  6.275280398397240e-12 
 9.986073551043988e-09  6.192248143495156e-06  4.999999999605405e+00  3.231570566697428e-10  3.239820061534671e-10  6.716342759727212e-12 
 1.028000000000000e-08  6.192250806847365e-06  4.999999999597120e+00  3.265618886416632e-10  3.239374133517936e-10  5.771591510923477e-12 
 1.033878528979120e-08  6.192250309767033e-06  4.999999999599479e+00  3.220659294811412e-10  3.239281347496015e-10  5.776363789415997e-12 
 1.045635586937361e-08  6.192249315606371e-06  4.999999999597060e+00  3.267572878939973e-10  3.239113595399079e-10  5.214100987993922e-12 
 1.069149702853842e-08  6.192247327285045e-06  4.999999999597383e+00  3.231932499403456e-10  3.238789037310341e-10  4.894075650383606e-12 
 1.098574851426921e-08  6.192244839134923e-06  4.999999999600839e+00  3.229101430690662e-10  3.238323706411528e-10  5.349159022628378e-12 
 1.128000000000000e-08  6.192242350984800e-06  4.999999999601794e+00  3.238074253175682e-10  3.237816889600786e-10  6.387900896177162e-12 
 1.133885029714616e-08  6.192242675193994e-06  4.999999999599146e+00  3.259525982457490e-10  3.237727165365800e-10  6.433359487495460e-12 
 1.145655089143847e-08  6.192243323612381e-06  4.999999999594706e+00  3.255009595193314e-10  3.237579692186299e-10  6.408491060949997e-12 
 1.169195208002311e-08  6.192244620449157e-06  4.999999999600548e+00  3.204609910767431e-10  3.237228315272622e-10  6.693915820948915e-12 
 1.198597604001155e-08  6.192246240241676e-06  4.999999999598505e+00  3.248543656297898e-10  3.236801018186020e-10  6.277520820871518e-12 
 1.228000000000000e-08  6.192247860034195e-06  4.999999999606199e+00  3.214741806090160e-10  3.236224101199614e-10  6.788374306036446e-12 
 1.233880479199769e-08  6.192247728338095e-06  4.999999999600105e+00  3.285398619823354e-10  3.236130118218494e-10  6.393821588715834e-12 
 1.245641437599307e-08  6.192247464945894e-06  4.999999999598404e+00  3.217377475550620e-10  3.235954121848239e-10  6.325904427020856e-12 
 1.269163354398383e-08  6.192246938161494e-06  4.999999999599099e+00  3.227453859722118e-10  3.235603833473544e-10  5.752820935551670e-12 
 1.298581677199191e-08  6.192246279324306e-06  4.999999999602578e+00  3.226601208439206e-10  3.235101561638309e-10  5.765997840865081e-12 
 1.328000000000000e-08  6.192245620487117e-06  4.999999999602005e+00  3.238751489220704e-10  3.234587424294499e-10  5.932435586612078e-12 
 1.333883664560161e-08  6.192245680449076e-06  4.999999999599556e+00  3.254863045754064e-10  3.234498099045913e-10  5.821741092676413e-12 
 1.345650993680485e-08  6.192245800372994e-06  4.999999999599024e+00  3.225659739314324e-10  3.234323473107203e-10  5.801674462027617e-12 
 1.369185651921132e-08  6.192246040220829e-06  4.999999999599331e+00  3.231106493473135e-10  3.233974928129602e-10  5.560172195709021e-12 
 1.398592825960566e-08  6.192246339917004e-06  4.999999999605160e+00  3.218052491149592e-10  3.233428316762321e-10  6.091991657224821e-12 
 1.428000000000000e-08  6.192246639613178e-06  4.999999999601211e+00  3.247735413935970e-10  3.232919123380418e-10  6.049240318731219e-12 
 1.433881434807887e-08  6.192246617810304e-06  4.999999999601208e+00  3.233289191939548e-10  3.232821042115086e-10  6.073591336894918e-12 
 1.445644304423660e-08  6.192246574204554e-06  4.999999999599504e+00  3.244129409551988e-10  3.232637360919832e-10  5.881802613320539e-12 
 1.469170043655208e-08  6.192246486993056e-06  4.999999999599862e+00  3.226645617360191e-10  3.232276304249160e-10  5.661973114749058e-12 
 1.498585021827604e-08  6.192246377949752e-06  4.999999999603075e+00  3.223283862041626e-10  3.231768030270699e-10  5.805523650790484e-12 
 1.528000000000001e-08  6.192246268906448e-06  4.999999999602228e+00  3.235944845414451e-10  3.231256130720173e-10  5.920459435204695e-12 
 1.533882995634480e-08  6.192246175047735e-06  4.999999999599480e+00  3.253957103765970e-10  3.231169862921712e-10  5.772658664016800e-12 
 1.545648986903439e-08  6.192245987330308e-06  4.999999999598920e+00  3.220863575847943e-10  3.231001590407734e-10  5.730498215707203e-12 
 1.569180969441356e-08  6.192245611895455e-06  4.999999999605352e+00  3.205702370223662e-10  3.230577211993380e-10  6.134582127221080e-12 
 1.598590484720678e-08  6.192245142689044e-06  4.999999999600513e+00  3.249969182661516e-10  3.230093380268695e-10  6.103217161258084e-12 
 1.628000000000000e-08  6.192244673482634e-06  4.999999999601469e+00  3.223439293265074e-10  3.229608785265681e-10  6.373382399095517e-12 
 1.633881903055864e-08  6.192244837171292e-06  4.999999999604304e+00  3.205817833418223e-10  3.229494905006292e-10  6.584550342036283e-12 
 1.645645709167593e-08  6.192245164548608e-06  4.999999999607811e+00  3.218976196706080e-10  3.229241956302642e-10  6.948901008644107e-12 
 1.669173321391050e-08  6.192245819303239e-06  4.999999999602641e+00  3.256612757240873e-10  3.228789284548395e-10  6.957810006315637e-12 
 1.698586660695525e-08  6.192246637852948e-06  4.999999999596861e+00  3.238589396659108e-10  3.228366168145369e-10  5.968966098300610e-12 
 1.728000000000000e-08  6.192247456402657e-06  4.999999999601974e+00  3.210254284624625e-10  3.227898660168593e-10  5.407715995917745e-12 
 1.733882667860895e-08  6.192247280821946e-06  4.999999999606882e+00  3.186366726026790e-10  3.227771535295465e-10  5.634788994993492e-12 
 1.745648003582685e-08  6.192246929660523e-06  4.999999999608221e+00  3.243108004369333e-10  3.227507679517960e-10  5.779419423503768e-12 
 1.769178675026265e-08  6.192246227337680e-06  4.999999999606314e+00  3.237994317117909e-10  3.226997696836875e-10  6.342890595352133e-12 
 1.798589337513132e-08  6.192245349514019e-06  4.999999999595341e+00  3.254014835363250e-10  3.226582889759300e-10  5.498378038678101e-12 
 1.828000000000000e-08  6.192244471690360e-06  4.999999999603419e+00  3.196733988630740e-10  3.226093281405440e-10  5.778136866543826e-12 
 1.833882132497373e-08  6.192244697723085e-06  4.999999999602755e+00  3.230615774896251e-10  3.225992060290617e-10  5.711968794003611e-12 
 1.845646397492120e-08  6.192245149788533e-06  4.999999999603373e+00  3.218465494114753e-10  3.225785263905045e-10  5.900168374706194e-12 
 1.869174927481614e-08  6.192246053919431e-06  4.999999999601997e+00  3.231757084165565e-10  3.225388445909916e-10  5.936722793052629e-12 
 1.898587463740807e-08  6.192247184155058e-06  4.999999999606082e+00  3.212448085321284e-10  3.224822440334174e-10  6.361466935904739e-12 
 1.928000000000000e-08  6.192248314390684e-06  4.999999999602742e+00  3.235842704896186e-10  3.224297148718414e-10  6.015086459519939e-12 
 1.933882507251838e-08  6.192248115660486e-06  4.999999999598751e+00  3.257802916323271e-10  3.224220122659271e-10  5.660978684516454e-12 
 1.945647521755516e-08  6.192247718200088e-06  4.999999999596073e+00  3.222537792169078e-10  3.224085807357335e-10  5.174086690779706e-12 
 1.969177550762870e-08  6.192246923279294e-06  4.999999999610189e+00  3.165547823869019e-10  3.223632255230924e-10  5.685996541226340e-12 
 1.998588775381435e-08  6.192245929672613e-06  4.999999999606387e+00  3.248274982325938e-10  3.223038207850193e-10  5.995483243984717e-12 
 2.028000000000000e-08  6.192244936065931e-06  4.999999999604155e+00  3.225557598796058e-10  3.222478187070443e-10  6.356335488337528e-12 
 2.033882244923713e-08  6.192244935515878e-06  4.999999999600429e+00  3.253406433145756e-10  3.222392045039435e-10  6.098089535503531e-12 
 2.045646734771139e-08  6.192244934415772e-06  4.999999999598981e+00  3.213904697929593e-10  3.222230746113830e-10  5.867797187811968e-12 
 2.069175714465991e-08  6.192244932215560e-06  4.999999999606180e+00  3.192122122186447e-10  3.221816737009053e-10  5.902817405874228e-12 
 2.098587857232995e-08  6.192244929465210e-06  4.999999999609544e+00  3.219933208953307e-10  3.221186338497883e-10  6.461125878027760e-12 
 2.128000000000000e-08  6.192244926714859e-06  4.999999999606326e+00  3.231652723201250e-10  3.220578075058267e-10  6.687955690556219e-12 
 2.133882428553401e-08  6.192245185936445e-06  4.999999999604712e+00  3.234275069985415e-10  3.220468349461603e-10  6.602259998477258e-12 
 2.145647285660202e-08  6.192245704379619e-06  4.999999999602052e+00  3.230518075270084e-10  3.220268392223335e-10  6.296354794965361e-12 
 2.169176999873806e-08  6.192246741265967e-06  4.999999999604923e+00  3.202840215266178e-10  3.219845379903719e-10  5.895066336122912e-12 
 2.198588499936903e-08  6.192248037345580e-06  4.999999999610468e+00  3.207363263868501e-10  3.219199126019978e-10  5.954945737907114e-12 
 2.228000000000000e-08  6.192249333425193e-06  4.999999999605522e+00  3.235856027572481e-10  3.218608522065347e-10  5.374723696703956e-12 
 2.233882300012619e-08  6.192248920074368e-06  4.999999999605534e+00  3.219149391497922e-10  3.218495947185374e-10  5.316916584742135e-12 
 2.245646900037858e-08  6.192248093372719e-06  4.999999999606619e+00  3.210391952279679e-10  3.218263325104054e-10  5.226535567184887e-12 
 2.269176100088336e-08  6.192246439969419e-06  4.999999999607277e+00  3.218283417538714e-10  3.217783374823147e-10  5.312511390000163e-12 
 2.298588050044168e-08  6.192244373183682e-06  4.999999999606256e+00  3.220608224552279e-10  3.217195884697155e-10  5.721666548755625e-12 
 2.327999999999999e-08  6.192242306397944e-06  4.999999999600711e+00  3.230316014679602e-10  3.216726381788382e-10  5.739359101907329e-12 
 2.333882389991166e-08  6.192242582805977e-06  4.999999999603397e+00  3.195186337734413e-10  3.216628443637737e-10  5.956796904696415e-12 
 2.345647169973498e-08  6.192243135622042e-06  4.999999999609575e+00  3.186837460589231e-10  3.216388735211018e-10  6.443978028047512e-12 
 2.369176729938164e-08  6.192244241254172e-06  4.999999999611085e+00  3.226747757878456e-10  3.215851491350508e-10  7.319936134011010e-12 
 2.398588364969082e-08  6.192245623279537e-06  4.999999999601351e+00  3.243196822211303e-10  3.215335792755569e-10  6.935827969898820e-12 
 2.428000000000000e-08  6.192247005304901e-06  4.999999999603172e+00  3.202742515640011e-10  3.214844727233990e-10  6.350184375732149e-12 
 2.433882327006184e-08  6.192247130738707e-06  4.999999999602977e+00  3.216111821302547e-10  3.214750432002644e-10  6.112229754447196e-12 
 2.445646981018551e-08  6.192247381606318e-06  4.999999999602662e+00  3.216142907547237e-10  3.214564617097515e-10  5.754200393080777e-12 
 2.469176289043286e-08  6.192247883341539e-06  4.999999999604313e+00  3.207478727063062e-10  3.214172903526213e-10  5.384632952194768e-12 
 2.498588144521643e-08  6.192248510515266e-06  4.999999999607319e+00  3.207105692126788e-10  3.213614374608653e-10  5.515560718653140e-12 
 2.528000000000000e-08  6.192249137688993e-06  4.999999999603480e+00  3.225313349730641e-10  3.213106135324661e-10  5.242947596255723e-12 
 2.533882371095671e-08  6.192248693863643e-06  4.999999999601515e+00  3.229772005397535e-10  3.213021272652217e-10  5.093397437757469e-12 
 2.545647113287014e-08  6.192247806212945e-06  4.999999999600033e+00  3.213211918762227e-10  3.212862415349904e-10  4.886704620598800e-12 
 2.569176597669700e-08  6.192246030911547e-06  4.999999999599053e+00  3.211890753362923e-10  3.212569420554812e-10  4.582157271887724e-12 
 2.598588298834850e-08  6.192243811796443e-06  4.999999999605144e+00  3.194664532912839e-10  3.212100013055830e-10  5.567950180779269e-12 
 2.627999999999999e-08  6.192241592681339e-06  4.999999999603820e+00  3.219704503010234e-10  3.211617118081822e-10  6.744284899431671e-12 
 2.633882340233030e-08  6.192242144348633e-06  4.999999999600221e+00  3.241309443069440e-10  3.211540612439723e-10  6.750400016524924e-12 
 2.645647020699089e-08  6.192243247683222e-06  4.999999999595639e+00  3.225051337096829e-10  3.211420565238376e-10  6.668628892364872e-12 
 2.669176381631209e-08  6.192245454352400e-06  4.999999999594734e+00  3.202256237955226e-10  3.211222988908080e-10  6.006510203495144e-12 
 2.698588190815604e-08  6.192248212699003e-06  4.999999999604760e+00  3.182822894132187e-10  3.210808251219444e-10  6.122378212042312e-12 
 2.727999999999999e-08  6.192250971045605e-06  4.999999999607147e+00  3.211897414701070e-10  3.210280617726990e-10  6.322192687988407e-12 
 2.733882361836878e-08  6.192250609543354e-06  4.999999999597989e+00  3.285620664428279e-10  3.210218323806968e-10  5.749605734009164e-12 
 2.745647085510636e-08  6.192249886538851e-06  4.999999999592531e+00  3.201638953953534e-10  3.210132667498533e-10  5.272856099230311e-12 
 2.769176532858152e-08  6.192248440529846e-06  4.999999999594901e+00  3.185989250198418e-10  3.209962217906592e-10  4.235644143367120e-12 
 2.798588266429076e-08  6.192246633023235e-06  4.999999999601710e+00  3.193862951889059e-10  3.209620555444381e-10  4.580838312839841e-12 
 2.827999999999999e-08  6.192244825516625e-06  4.999999999600127e+00  3.218332267351798e-10  3.209260513586942e-10  5.506560973259772e-12 
 2.833882346714183e-08  6.192244864962240e-06  4.999999999596337e+00  3.240767654233423e-10  3.209209148424819e-10  5.513959243624161e-12 
 2.845647040142552e-08  6.192244943853471e-06  4.999999999596008e+00  3.191975572747197e-10  3.209108543136829e-10  5.849288880945686e-12 
 2.869176426999291e-08  6.192245101635932e-06  4.999999999594918e+00  3.211209076425803e-10  3.208925633893522e-10  5.911432638967123e-12 
 2.898588213499645e-08  6.192245298864364e-06  4.999999999595670e+00  3.205495868741082e-10  3.208693311052002e-10  6.132279796802753e-12 
 2.927999999999999e-08  6.192245496092795e-06  4.999999999591568e+00  3.219760014161466e-10  3.208542858484931e-10  5.851296742053966e-12 
 2.933882357300069e-08  6.192245611676663e-06  4.999999999595508e+00  3.176330309884179e-10  3.208497456434756e-10  6.105978895241948e-12 
 2.945647071900211e-08  6.192245842844402e-06  4.999999999600625e+00  3.192233144488910e-10  3.208369967269697e-10  6.481785865420503e-12 
 2.969176501100494e-08  6.192246305179878e-06  4.999999999595619e+00  3.239912782504462e-10  3.208155364628484e-10  6.742252182988587e-12 
 2.998588250550247e-08  6.192246883098496e-06  4.999999999588075e+00  3.223130651264228e-10  3.208053909325992e-10  6.082236683703154e-12 
 3.027999999999999e-08  6.192247461017113e-06  4.999999999590138e+00  3.196833908702956e-10  3.207975916158512e-10  5.491764595161319e-12 
 3.033882349889949e-08  6.192247427157316e-06  4.999999999594924e+00  3.167901496681225e-10  3.207934165701254e-10  5.692252116711038e-12 
 3.045647049669850e-08  6.192247359437721e-06  4.999999999595289e+00  3.229669864879270e-10  3.207848032343863e-10  5.680076634734244e-12 
 3.069176449229652e-08  6.192247223998530e-06  4.999999999589105e+00  3.231641620971004e-10  3.207760983919838e-10  5.587819215582129e-12 
 3.098588224614826e-08  6.192247054699394e-06  4.999999999589172e+00  3.200499865130269e-10  3.207696695067819e-10  5.491404097938968e-12 
 3.127999999999999e-08  6.192246885400256e-06  4.999999999594353e+00  3.193902919917946e-10  3.207544594513445e-10  5.998870725252431e-12 
 3.133882355077033e-08  6.192246738584999e-06  4.999999999592696e+00  3.220481659127472e-10  3.207515156256058e-10  5.988721075034925e-12 
 3.145647065231102e-08  6.192246444954483e-06  4.999999999588709e+00  3.226872102857214e-10  3.207484508029046e-10  5.937277769039670e-12 
 3.169176485539241e-08  6.192245857693451e-06  4.999999999585356e+00  3.208955323685814e-10  3.207494886012241e-10  5.535357057700335e-12 
 3.198588242769620e-08  6.192245123617614e-06  4.999999999588455e+00  3.195372855202550e-10  3.207489239487327e-10  5.473538045334611e-12 
