 time                   v(gate_core)           v(xreceiver.sense)     v(padres)              v(gate)               
 8.456802550961458e-07  1.177143091454703e+00  7.418217093333406e-03  3.121588508342569e+00  1.648961763303549e+00 
 8.466802550961458e-07  1.177143091279974e+00  7.418339259669378e-03  3.121773423349939e+00  1.650608672703914e+00 
 8.476802550961458e-07  1.177143091105321e+00  7.418445013433827e-03  3.121960456187872e+00  1.652274540665958e+00 
 8.486802550961457e-07  1.177143090938037e+00  7.418535846448760e-03  3.122149275715404e+00  1.653956427225706e+00 
 8.496802550961457e-07  1.177143090781572e+00  7.418613353349934e-03  3.122339583643606e+00  1.655651684305370e+00 
 8.506802550961457e-07  1.177143090636703e+00  7.418679101738668e-03  3.122531115146800e+00  1.657357960900990e+00 
 8.516802550961456e-07  1.177143090503795e+00  7.418734560184834e-03  3.122723637477483e+00  1.659073190659740e+00 
 8.526802550961456e-07  1.177143090381820e+00  7.418781064043620e-03  3.122916947512592e+00  1.660795570041271e+00 
 8.536802550961456e-07  1.177143090269962e+00  7.418819804401493e-03  3.123110868836331e+00  1.662523532407525e+00 
 8.546802550961455e-07  1.177143090167107e+00  7.418851830472671e-03  3.123305248732808e+00  1.664255721335261e+00 
 8.556802550961455e-07  1.177143090072235e+00  7.418878058943383e-03  3.123499955297130e+00  1.665990964991154e+00 
 8.566802550961455e-07  1.177143089984104e+00  7.418899286556360e-03  3.123694874773918e+00  1.667728252530055e+00 
 8.576802550961455e-07  1.177143089901989e+00  7.418916203515353e-03  3.123889909165646e+00  1.669466712888473e+00 
 8.586802550961454e-07  1.177143089825260e+00  7.418929406616348e-03  3.124084974119334e+00  1.671205596047511e+00 
 8.596802550961454e-07  1.177143089753040e+00  7.418939411393645e-03  3.124279997078168e+00  1.672944256644542e+00 
 8.606802550961454e-07  1.177143089684419e+00  7.418946663047249e-03  3.124474915676044e+00  1.674682139738884e+00 
 8.616802550961453e-07  1.177143089619516e+00  7.418951546072146e-03  3.124669676349059e+00  1.676418768500168e+00 
 8.626802550961453e-07  1.177143089557421e+00  7.418954392672670e-03  3.124864233137625e+00  1.678153733586629e+00 
 8.636802550961453e-07  1.177143089497926e+00  7.418955490048944e-03  3.125058546654408e+00  1.679886683992768e+00 
 8.646802550961452e-07  1.177143089440635e+00  7.418955086647462e-03  3.125252583195582e+00  1.681617319167808e+00 
 8.656802550961452e-07  1.177143089385534e+00  7.418953397553203e-03  3.125446313975523e+00  1.683345382227848e+00 
 8.666802550961452e-07  1.177143089332181e+00  7.418950609100129e-03  3.125639714467371e+00  1.685070654106962e+00 
 8.676802550961451e-07  1.177143089280492e+00  7.418946882837746e-03  3.125832763834536e+00  1.686792948514080e+00 
 8.686802550961451e-07  1.177143089230074e+00  7.418942358914358e-03  3.126025444440108e+00  1.688512107580747e+00 
 8.696802550961451e-07  1.177143089181046e+00  7.418937158981707e-03  3.126217741423050e+00  1.690227998100875e+00 
 8.706802550961451e-07  1.177143089133005e+00  7.418931388707559e-03  3.126409642331998e+00  1.691940508281374e+00 
 8.716802550961450e-07  1.177143089086057e+00  7.418925139891052e-03  3.126601136807775e+00  1.693649544924665e+00 
 8.726802550961450e-07  1.177143089039941e+00  7.418918492349302e-03  3.126792216309112e+00  1.695355030994475e+00 
 8.736802550961450e-07  1.177143088994872e+00  7.418911515459571e-03  3.126982873873924e+00  1.697056903496794e+00 
 8.746802550961449e-07  1.177143088950580e+00  7.418904269567506e-03  3.127173103912747e+00  1.698755111646225e+00 
 8.756802550961449e-07  1.177143088906939e+00  7.418896807155300e-03  3.127362902028893e+00  1.700449615269340e+00 
 8.766802550961449e-07  1.177143088864018e+00  7.418889173852724e-03  3.127552264862039e+00  1.702140383415647e+00 
 8.776802550961448e-07  1.177143088821643e+00  7.418881409349106e-03  3.127741189952489e+00  1.703827393152400e+00 
 8.786802550961448e-07  1.177143088779867e+00  7.418873548121685e-03  3.127929675622250e+00  1.705510628508249e+00 
 8.796802550961448e-07  1.177143088738688e+00  7.418865620133155e-03  3.128117720872040e+00  1.707190079558599e+00 
 8.806802550961447e-07  1.177143088698105e+00  7.418857651393170e-03  3.128305325291110e+00  1.708865741624156e+00 
 8.816802550961447e-07  1.177143088658007e+00  7.418849664457950e-03  3.128492488978465e+00  1.710537614571245e+00 
 8.826802550961447e-07  1.177143088618390e+00  7.418841678881178e-03  3.128679212474435e+00  1.712205702203518e+00 
 8.836802550961447e-07  1.177143088579167e+00  7.418833711568293e-03  3.128865496700391e+00  1.713870011726341e+00 
 8.846802550961446e-07  1.177143088540249e+00  7.418825777132179e-03  3.129051342906453e+00  1.715530553281818e+00 
 8.856802550961446e-07  1.177143088501869e+00  7.418817888167816e-03  3.129236752625659e+00  1.717187339541364e+00 
 8.866802550961446e-07  1.177143088463862e+00  7.418810055496876e-03  3.129421727633644e+00  1.718840385347180e+00 
 8.876802550961445e-07  1.177143088426250e+00  7.418802288410464e-03  3.129606269913706e+00  1.720489707401526e+00 
 8.886802550961445e-07  1.177143088388899e+00  7.418794594839699e-03  3.129790381625946e+00  1.722135323992177e+00 
 8.896802550961445e-07  1.177143088352109e+00  7.418786981540499e-03  3.129974065080563e+00  1.723777254754873e+00 
 8.906802550961444e-07  1.177143088315547e+00  7.418779454213306e-03  3.130157322713941e+00  1.725415520460333e+00 
 8.916802550961444e-07  1.177143088279289e+00  7.418772017678367e-03  3.130340157068472e+00  1.727050142835014e+00 
 8.926802550961444e-07  1.177143088243495e+00  7.418764675932773e-03  3.130522570774122e+00  1.728681144396481e+00 
 8.936802550961443e-07  1.177143088207865e+00  7.418757432298407e-03  3.130704566532947e+00  1.730308548315920e+00 
 8.946802550961443e-07  1.177143088172582e+00  7.418750289475102e-03  3.130886147105024e+00  1.731932378292485e+00 
 8.956802550961443e-07  1.177143088137435e+00  7.418743249634463e-03  3.131067315296514e+00  1.733552658447150e+00 
 8.966802550961443e-07  1.177143088102869e+00  7.418736314478027e-03  3.131248073949063e+00  1.735169413228060e+00 
 8.976802550961442e-07  1.177143088068474e+00  7.418729485299033e-03  3.131428425930562e+00  1.736782667328209e+00 
 8.986802550961442e-07  1.177143088034387e+00  7.418722763042386e-03  3.131608374127116e+00  1.738392445613721e+00 
 8.996802550961442e-07  1.177143088000447e+00  7.418716148328074e-03  3.131787921435870e+00  1.739998773059847e+00 
 9.006802550961441e-07  1.177143087966861e+00  7.418709641525164e-03  3.131967070759249e+00  1.741601674699514e+00 
 9.016802550961441e-07  1.177143087933692e+00  7.418703242737093e-03  3.132145824999140e+00  1.743201175571276e+00 
 9.026802550961441e-07  1.177143087900682e+00  7.418696951891262e-03  3.132324187052736e+00  1.744797300682296e+00 
 9.036802550961440e-07  1.177143087867871e+00  7.418690768723639e-03  3.132502159808231e+00  1.746390074969597e+00 
 9.046802550961440e-07  1.177143087835349e+00  7.418684692812034e-03  3.132679746141405e+00  1.747979523269706e+00 
 9.056802550961440e-07  1.177143087803018e+00  7.418678723611401e-03  3.132856948912790e+00  1.749565670293205e+00 
 9.066802550961439e-07  1.177143087770959e+00  7.418672860455078e-03  3.133033770964949e+00  1.751148540600044e+00 
 9.076802550961439e-07  1.177143087739221e+00  7.418667102573896e-03  3.133210215120265e+00  1.752728158580004e+00 
 9.086802550961439e-07  1.177143087707582e+00  7.418661449124116e-03  3.133386284179164e+00  1.754304548436623e+00 
 9.096802550961439e-07  1.177143087676163e+00  7.418655899189617e-03  3.133561980918531e+00  1.755877734172720e+00 
 9.106802550961438e-07  1.177143087645035e+00  7.418650451785043e-03  3.133737308090275e+00  1.757447739577791e+00 
 9.116802550961438e-07  1.177143087614210e+00  7.418645105875263e-03  3.133912268420213e+00  1.759014588217537e+00 
 9.126802550961438e-07  1.177143087583574e+00  7.418639860395810e-03  3.134086864607343e+00  1.760578303427484e+00 
 9.136802550961437e-07  1.177143087553026e+00  7.418634714233563e-03  3.134261099322772e+00  1.762138908303072e+00 
 9.146802550961437e-07  1.177143087522645e+00  7.418629666258512e-03  3.134434975209434e+00  1.763696425697189e+00 
 9.156802550961437e-07  1.177143087492616e+00  7.418624715304780e-03  3.134608494881353e+00  1.765250878213248e+00 
 9.166802550961436e-07  1.177143087462831e+00  7.418619860198768e-03  3.134781660923494e+00  1.766802288203943e+00 
 9.176802550961436e-07  1.177143087433067e+00  7.418615099754331e-03  3.134954475891359e+00  1.768350677767260e+00 
 9.186802550961436e-07  1.177143087403772e+00  7.418610432768543e-03  3.135126942310809e+00  1.769896068744818e+00 
 9.196802550961435e-07  1.177143087374389e+00  7.418605858048493e-03  3.135299062678220e+00  1.771438482723287e+00 
 9.206802550961435e-07  1.177143087345430e+00  7.418601374380144e-03  3.135470839460041e+00  1.772977941029865e+00 
 9.216802550961435e-07  1.177143087316613e+00  7.418596980562257e-03  3.135642275093240e+00  1.774514464736732e+00 
 9.226802550961435e-07  1.177143087287914e+00  7.418592675390920e-03  3.135813371985078e+00  1.776048074658410e+00 
 9.236802550961434e-07  1.177143087259556e+00  7.418588457666533e-03  3.135984132513388e+00  1.777578791354267e+00 
 9.246802550961434e-07  1.177143087231249e+00  7.418584326199500e-03  3.136154559026763e+00  1.779106635130186e+00 
 9.256802550961434e-07  1.177143087203245e+00  7.418580279799713e-03  3.136324653844595e+00  1.780631626038579e+00 
 9.266802550961433e-07  1.177143087175289e+00  7.418576317294606e-03  3.136494419257452e+00  1.782153783881757e+00 
 9.276802550961433e-07  1.177143087147644e+00  7.418572437518455e-03  3.136663857527322e+00  1.783673128213900e+00 
 9.286802550961433e-07  1.177143087120035e+00  7.418568639306483e-03  3.136832970887667e+00  1.785189678341425e+00 
 9.296802550961432e-07  1.177143087092798e+00  7.418564921525092e-03  3.137001761544088e+00  1.786703453329029e+00 
 9.306802550961432e-07  1.177143087065692e+00  7.418561283027908e-03  3.137170231674191e+00  1.788214471997920e+00 
 9.316802550961432e-07  1.177143087038576e+00  7.418557722703956e-03  3.137338383428212e+00  1.789722752931784e+00 
 9.326802550961431e-07  1.177143087011685e+00  7.418554239447233e-03  3.137506218929248e+00  1.791228314478327e+00 
 9.336802550961431e-07  1.177143086984803e+00  7.418550832157484e-03  3.137673740273508e+00  1.792731174751568e+00 
 9.346802550961431e-07  1.177143086958399e+00  7.418547499751627e-03  3.137840949530685e+00  1.794231351635033e+00 
 9.356802550961431e-07  1.177143086932005e+00  7.418544241166147e-03  3.138007848744416e+00  1.795728862785875e+00 
 9.366802550961430e-07  1.177143086905871e+00  7.418541055344231e-03  3.138174439932359e+00  1.797223725635194e+00 
 9.376802550961430e-07  1.177143086879812e+00  7.418537941250899e-03  3.138340725086815e+00  1.798715957393759e+00 
 9.386802550961430e-07  1.177143086853901e+00  7.418534897856101e-03  3.138506706174828e+00  1.800205575052650e+00 
 9.396802550961429e-07  1.177143086828162e+00  7.418531924153930e-03  3.138672385138753e+00  1.801692595388195e+00 
 9.406802550961429e-07  1.177143086802605e+00  7.418529019140080e-03  3.138837763896369e+00  1.803177034963053e+00 
 9.416802550961429e-07  1.177143086777144e+00  7.418526181834484e-03  3.139002844341383e+00  1.804658910130289e+00 
 9.426802550961428e-07  1.177143086751683e+00  7.418523411273311e-03  3.139167628343767e+00  1.806138237036775e+00 
 9.436802550961428e-07  1.177143086726558e+00  7.418520706491340e-03  3.139332117749922e+00  1.807615031624113e+00 
 9.446802550961428e-07  1.177143086701595e+00  7.418518066546548e-03  3.139496314383197e+00  1.809089309633471e+00 
 9.456802550961427e-07  1.177143086676690e+00  7.418515490515905e-03  3.139660220044149e+00  1.810561086607552e+00 
 9.466802550961427e-07  1.177143086652072e+00  7.418512977483739e-03  3.139823836510907e+00  1.812030377894078e+00 
 9.476802550961427e-07  1.177143086627445e+00  7.418510526543195e-03  3.139987165539350e+00  1.813497198646989e+00 
 9.486802550961427e-07  1.177143086602957e+00  7.418508136812164e-03  3.140150208863610e+00  1.814961563831071e+00 
 9.496802550961426e-07  1.177143086578644e+00  7.418505807413738e-03  3.140312968196327e+00  1.816423488224039e+00 
 9.506802550961426e-07  1.177143086554550e+00  7.418503537478702e-03  3.140475445228844e+00  1.817882986418161e+00 
 9.516802550961426e-07  1.177143086530495e+00  7.418501326167378e-03  3.140637641631782e+00  1.819340072825466e+00 
 9.526802550961425e-07  1.177143086506485e+00  7.418499172632965e-03  3.140799559054951e+00  1.820794761676784e+00 
 9.536802550961426e-07  1.177143086482821e+00  7.418497076053475e-03  3.140961199128011e+00  1.822247067027545e+00 
 9.546802550961427e-07  1.177143086459093e+00  7.418495035616943e-03  3.141122563460611e+00  1.823697002758911e+00 
 9.556802550961428e-07  1.177143086435510e+00  7.418493050525012e-03  3.141283653642692e+00  1.825144582580569e+00 
 9.566802550961428e-07  1.177143086412144e+00  7.418491119977615e-03  3.141444471244648e+00  1.826589820031949e+00 
 9.576802550961429e-07  1.177143086388855e+00  7.418489243207847e-03  3.141605017817928e+00  1.828032728487523e+00 
 9.586802550961430e-07  1.177143086365665e+00  7.418487419442433e-03  3.141765294894937e+00  1.829473321156056e+00 
 9.596802550961431e-07  1.177143086342624e+00  7.418485647928419e-03  3.141925303989557e+00  1.830911611084864e+00 
 9.606802550961431e-07  1.177143086319757e+00  7.418483927921292e-03  3.142085046597346e+00  1.832347611161890e+00 
 9.616802550961432e-07  1.177143086296971e+00  7.418482258685005e-03  3.142244524195740e+00  1.833781334117091e+00 
 9.626802550961433e-07  1.177143086274137e+00  7.418480639504750e-03  3.142403738244455e+00  1.835212792526213e+00 
 9.636802550961434e-07  1.177143086251552e+00  7.418479069660987e-03  3.142562690185545e+00  1.836641998811110e+00 
 9.646802550961434e-07  1.177143086229021e+00  7.418477548452297e-03  3.142721381443824e+00  1.838068965243633e+00 
 9.656802550961435e-07  1.177143086206724e+00  7.418476075187751e-03  3.142879813427028e+00  1.839493703946712e+00 
 9.666802550961436e-07  1.177143086184479e+00  7.418474649184804e-03  3.143037987526096e+00  1.840916226897121e+00 
 9.676802550961437e-07  1.177143086162427e+00  7.418473269770848e-03  3.143195905115333e+00  1.842336545926650e+00 
 9.686802550961437e-07  1.177143086140451e+00  7.418471936286451e-03  3.143353567552786e+00  1.843754672725519e+00 
 9.696802550961438e-07  1.177143086118445e+00  7.418470648078732e-03  3.143510976180337e+00  1.845170618843199e+00 
 9.706802550961439e-07  1.177143086096631e+00  7.418469404502626e-03  3.143668132323960e+00  1.846584395690397e+00 
 9.716802550961440e-07  1.177143086075035e+00  7.418468204921754e-03  3.143825037294011e+00  1.847996014542018e+00 
 9.726802550961440e-07  1.177143086053329e+00  7.418467048716372e-03  3.143981692385422e+00  1.849405486538386e+00 
 9.736802550961441e-07  1.177143086031840e+00  7.418465935264988e-03  3.144138098877797e+00  1.850812822686369e+00 
 9.746802550961442e-07  1.177143086010256e+00  7.418464863968036e-03  3.144294258035893e+00  1.852218033863546e+00 
 9.756802550961443e-07  1.177143085989092e+00  7.418463834213540e-03  3.144450171109461e+00  1.853621130816608e+00 
 9.766802550961443e-07  1.177143085967913e+00  7.418462845419869e-03  3.144605839333849e+00  1.855022124166911e+00 
 9.776802550961444e-07  1.177143085946736e+00  7.418461897004687e-03  3.144761263929885e+00  1.856421024409209e+00 
 9.786802550961445e-07  1.177143085925694e+00  7.418460988394848e-03  3.144916446104269e+00  1.857817841915186e+00 
 9.796802550961446e-07  1.177143085904815e+00  7.418460119017337e-03  3.145071387049593e+00  1.859212586933447e+00 
 9.806802550961446e-07  1.177143085884053e+00  7.418459288324950e-03  3.145226087944859e+00  1.860605269594491e+00 
 9.816802550961447e-07  1.177143085863353e+00  7.418458495756051e-03  3.145380549955191e+00  1.861995899907539e+00 
 9.826802550961448e-07  1.177143085842729e+00  7.418457740780012e-03  3.145534774232515e+00  1.863384487767093e+00 
 9.836802550961449e-07  1.177143085822061e+00  7.418457022854245e-03  3.145688761915325e+00  1.864771042950403e+00 
 9.846802550961449e-07  1.177143085801689e+00  7.418456341458273e-03  3.145842514129235e+00  1.866155575122517e+00 
 9.856802550961450e-07  1.177143085781309e+00  7.418455696063055e-03  3.145996031986827e+00  1.867538093834941e+00 
 9.866802550961451e-07  1.177143085761093e+00  7.418455086160915e-03  3.146149316588032e+00  1.868918608528924e+00 
 9.876802550961452e-07  1.177143085740681e+00  7.418454511250196e-03  3.146302369020278e+00  1.870297128536718e+00 
 9.886802550961452e-07  1.177143085720587e+00  7.418453970830163e-03  3.146455190358606e+00  1.871673663082617e+00 
 9.896802550961453e-07  1.177143085700632e+00  7.418453464401246e-03  3.146607781665829e+00  1.873048221284356e+00 
 9.906802550961454e-07  1.177143085680711e+00  7.418452991484078e-03  3.146760143992748e+00  1.874420812154953e+00 
 9.916802550961455e-07  1.177143085660740e+00  7.418452551609747e-03  3.146912278378418e+00  1.875791444605019e+00 
 9.926802550961455e-07  1.177143085641051e+00  7.418452144289695e-03  3.147064185849942e+00  1.877160127441111e+00 
 9.936802550961456e-07  1.177143085621275e+00  7.418451769069211e-03  3.147215867423068e+00  1.878526869370648e+00 
 9.946802550961457e-07  1.177143085601564e+00  7.418451425494056e-03  3.147367324102164e+00  1.879891679001988e+00 
 9.956802550961458e-07  1.177143085581981e+00  7.418451113102069e-03  3.147518556880233e+00  1.881254564844328e+00 
 9.966802550961458e-07  1.177143085562612e+00  7.418450831445603e-03  3.147669566739214e+00  1.882615535310414e+00 
 9.976802550961459e-07  1.177143085543310e+00  7.418450580094354e-03  3.147820354650261e+00  1.883974598719051e+00 
 9.986802550961460e-07  1.177143085524000e+00  7.418450358607601e-03  3.147970921573559e+00  1.885331763293371e+00 
 9.996802550961461e-07  1.177143085504711e+00  7.418450166560023e-03  3.148121268458697e+00  1.886687037164110e+00 
 1.000680255096146e-06  1.177143085485357e+00  7.418450003532247e-03  3.148271396244796e+00  1.888040428370897e+00 
 1.001680255096146e-06  1.177143085466286e+00  7.418449869106800e-03  3.148421305860647e+00  1.889391944863154e+00 
 1.002680255096146e-06  1.177143085447373e+00  7.418449762862078e-03  3.148570998224685e+00  1.890741594500034e+00 
 1.003680255096146e-06  1.177143085428464e+00  7.418449684402551e-03  3.148720474245359e+00  1.892089385053638e+00 
 1.004680255096146e-06  1.177143085409590e+00  7.418449633330264e-03  3.148869734821174e+00  1.893435324209557e+00 
 1.005680255096147e-06  1.177143085390852e+00  7.418449609245782e-03  3.149018780840735e+00  1.894779419566847e+00 
 1.006680255096147e-06  1.177143085372032e+00  7.418449611763655e-03  3.149167613183009e+00  1.896121678640558e+00 
 1.007680255096147e-06  1.177143085353305e+00  7.418449640503587e-03  3.149316232717440e+00  1.897462108862868e+00 
 1.008680255096147e-06  1.177143085334626e+00  7.418449695079333e-03  3.149464640303927e+00  1.898800717582634e+00 
 1.009680255096147e-06  1.177143085316066e+00  7.418449775122201e-03  3.149612836793158e+00  1.900137512068471e+00 
 1.010680255096147e-06  1.177143085297701e+00  7.418449880260444e-03  3.149760823026581e+00  1.901472499508298e+00 
 1.011680255096147e-06  1.177143085279398e+00  7.418450010130608e-03  3.149908599836586e+00  1.902805687011251e+00 
 1.012680255096147e-06  1.177143085261033e+00  7.418450164382280e-03  3.150056168046683e+00  1.904137081609000e+00 
 1.013680255096147e-06  1.177143085242773e+00  7.418450342654811e-03  3.150203528471444e+00  1.905466690255216e+00 
 1.014680255096147e-06  1.177143085224579e+00  7.418450544599302e-03  3.150350681916747e+00  1.906794519827800e+00 
 1.015680255096147e-06  1.177143085206500e+00  7.418450769879902e-03  3.150497629180042e+00  1.908120577131225e+00 
 1.016680255096147e-06  1.177143085188286e+00  7.418451018148184e-03  3.150644371050061e+00  1.909444868893932e+00 
 1.017680255096147e-06  1.177143085170412e+00  7.418451289071842e-03  3.150790908307280e+00  1.910767401772387e+00 
 1.018680255096147e-06  1.177143085152445e+00  7.418451582322743e-03  3.150937241723959e+00  1.912088182351455e+00 
 1.019680255096148e-06  1.177143085134615e+00  7.418451897572582e-03  3.151083372064110e+00  1.913407217144120e+00 
 1.020680255096148e-06  1.177143085116859e+00  7.418452234501385e-03  3.151229300083753e+00  1.914724512593570e+00 
 1.021680255096148e-06  1.177143085099077e+00  7.418452592792099e-03  3.151375026530956e+00  1.916040075073818e+00 
 1.022680255096148e-06  1.177143085081331e+00  7.418452972132636e-03  3.151520552145933e+00  1.917353910890363e+00 
 1.023680255096148e-06  1.177143085063694e+00  7.418453372217743e-03  3.151665877661264e+00  1.918666026282118e+00 
 1.024680255096148e-06  1.177143085046096e+00  7.418453792733994e-03  3.151811003801741e+00  1.919976427420129e+00 
 1.025680255096148e-06  1.177143085028649e+00  7.418454233386359e-03  3.151955931284725e+00  1.921285120410667e+00 
 1.026680255096148e-06  1.177143085011122e+00  7.418454693879179e-03  3.152100660820132e+00  1.922592111295191e+00 
 1.027680255096148e-06  1.177143084993660e+00  7.418455173922035e-03  3.152245193110555e+00  1.923897406051202e+00 
 1.028680255096148e-06  1.177143084976189e+00  7.418455673223820e-03  3.152389528851308e+00  1.925201010592783e+00 
 1.029680255096148e-06  1.177143084958943e+00  7.418456191498239e-03  3.152533668730568e+00  1.926502930771925e+00 
 1.030680255096148e-06  1.177143084941742e+00  7.418456728465609e-03  3.152677613429506e+00  1.927803172379372e+00 
 1.031680255096148e-06  1.177143084924526e+00  7.418457283849040e-03  3.152821363622250e+00  1.929101741144621e+00 
 1.032680255096149e-06  1.177143084907260e+00  7.418457857381613e-03  3.152964919976172e+00  1.930398642738262e+00 
 1.033680255096149e-06  1.177143084890139e+00  7.418458448787995e-03  3.153108283151774e+00  1.931693882770984e+00 
 1.034680255096149e-06  1.177143084873108e+00  7.418459057799787e-03  3.153251453802888e+00  1.932987466795327e+00 
 1.035680255096149e-06  1.177143084856159e+00  7.418459684158272e-03  3.153394432576763e+00  1.934279400306577e+00 
 1.036680255096149e-06  1.177143084839326e+00  7.418460327601933e-03  3.153537220114093e+00  1.935569688742771e+00 
 1.037680255096149e-06  1.177143084822307e+00  7.418460987882320e-03  3.153679817049218e+00  1.936858337486668e+00 
 1.038680255096149e-06  1.177143084805440e+00  7.418461664742084e-03  3.153822224010004e+00  1.938145351864540e+00 
 1.039680255096149e-06  1.177143084788798e+00  7.418462357932935e-03  3.153964441618179e+00  1.939430737149233e+00 
 1.040680255096149e-06  1.177143084771982e+00  7.418463067209649e-03  3.154106470489199e+00  1.940714498558924e+00 
 1.041680255096149e-06  1.177143084755370e+00  7.418463792334479e-03  3.154248311232475e+00  1.941996641259132e+00 
 1.042680255096149e-06  1.177143084738728e+00  7.418464533059873e-03  3.154389964451286e+00  1.943277170362002e+00 
 1.043680255096149e-06  1.177143084722138e+00  7.418465289162623e-03  3.154531430743133e+00  1.944556090929267e+00 
 1.044680255096149e-06  1.177143084705570e+00  7.418466060401628e-03  3.154672710699487e+00  1.945833407970093e+00 
 1.045680255096150e-06  1.177143084689132e+00  7.418466846550568e-03  3.154813804906119e+00  1.947109126444143e+00 
 1.046680255096150e-06  1.177143084672668e+00  7.418467647384116e-03  3.154954713943062e+00  1.948383251260977e+00 
 1.047680255096150e-06  1.177143084656169e+00  7.418468462676847e-03  3.155095438384632e+00  1.949655787280395e+00 
 1.048680255096150e-06  1.177143084639855e+00  7.418469292214135e-03  3.155235978799722e+00  1.950926739315081e+00 
 1.049680255096150e-06  1.177143084623528e+00  7.418470135770183e-03  3.155376335751559e+00  1.952196112128190e+00 
 1.050680255096150e-06  1.177143084607197e+00  7.418470993139277e-03  3.155516509798060e+00  1.953463910436718e+00 
 1.051680255096150e-06  1.177143084590932e+00  7.418471864107612e-03  3.155656501491747e+00  1.954730138910677e+00 
 1.052680255096150e-06  1.177143084574751e+00  7.418472748464329e-03  3.155796311379842e+00  1.955994802173947e+00 
 1.053680255096150e-06  1.177143084558715e+00  7.418473646000797e-03  3.155935940004300e+00  1.957257904804589e+00 
 1.054680255096150e-06  1.177143084542620e+00  7.418474556525298e-03  3.156075387902086e+00  1.958519451337133e+00 
 1.055680255096150e-06  1.177143084526423e+00  7.418475479828194e-03  3.156214655604855e+00  1.959779446259919e+00 
 1.056680255096150e-06  1.177143084510589e+00  7.418476415714815e-03  3.156353743639401e+00  1.961037894019071e+00 
 1.057680255096150e-06  1.177143084494512e+00  7.418477363990583e-03  3.156492652527509e+00  1.962294799016882e+00 
 1.058680255096150e-06  1.177143084478563e+00  7.418478324466403e-03  3.156631382786069e+00  1.963550165613241e+00 
 1.059680255096151e-06  1.177143084462635e+00  7.418479296949659e-03  3.156769934927179e+00  1.964803998126372e+00 
 1.060680255096151e-06  1.177143084446792e+00  7.418480281249552e-03  3.156908309458063e+00  1.966056300831902e+00 
 1.061680255096151e-06  1.177143084431038e+00  7.418481277186585e-03  3.157046506881361e+00  1.967307077965662e+00 
 1.062680255096151e-06  1.177143084415316e+00  7.418482284579239e-03  3.157184527695041e+00  1.968556333722833e+00 
 1.063680255096151e-06  1.177143084399507e+00  7.418483303245051e-03  3.157322372392419e+00  1.969804072258123e+00 
 1.064680255096151e-06  1.177143084383819e+00  7.418484333008405e-03  3.157460041462315e+00  1.971050297687141e+00 
 1.065680255096151e-06  1.177143084368165e+00  7.418485373696502e-03  3.157597535389163e+00  1.972295014087403e+00 
 1.066680255096151e-06  1.177143084352598e+00  7.418486425130775e-03  3.157734854652837e+00  1.973538225496572e+00 
 1.067680255096151e-06  1.177143084336943e+00  7.418487487148955e-03  3.157871999728994e+00  1.974779935915881e+00 
 1.068680255096151e-06  1.177143084321520e+00  7.418488559575001e-03  3.158008971088865e+00  1.976020149307877e+00 
 1.069680255096151e-06  1.177143084305961e+00  7.418489642252086e-03  3.158145769199596e+00  1.977258869599732e+00 
 1.070680255096151e-06  1.177143084290540e+00  7.418490735009021e-03  3.158282394523960e+00  1.978496100680494e+00 
 1.071680255096151e-06  1.177143084275115e+00  7.418491837691255e-03  3.158418847520759e+00  1.979731846404708e+00 
 1.072680255096152e-06  1.177143084259701e+00  7.418492950136827e-03  3.158555128644613e+00  1.980966110590648e+00 
 1.073680255096152e-06  1.177143084244378e+00  7.418494072186705e-03  3.158691238346111e+00  1.982198897021437e+00 
 1.074680255096152e-06  1.177143084229106e+00  7.418495203690444e-03  3.158827177071948e+00  1.983430209446475e+00 
 1.075680255096152e-06  1.177143084213805e+00  7.418496344491790e-03  3.158962945264780e+00  1.984660051579980e+00 
 1.076680255096152e-06  1.177143084198328e+00  7.418497494448259e-03  3.159098543363495e+00  1.985888427103512e+00 
 1.077680255096152e-06  1.177143084183104e+00  7.418498653401512e-03  3.159233971803028e+00  1.987115339664176e+00 
 1.078680255096152e-06  1.177143084168019e+00  7.418499821208882e-03  3.159369231014687e+00  1.988340792877656e+00 
 1.079680255096152e-06  1.177143084152809e+00  7.418500997724026e-03  3.159504321425923e+00  1.989564790326091e+00 
 1.080680255096152e-06  1.177143084137830e+00  7.418502182804598e-03  3.159639243460522e+00  1.990787335559908e+00 
 1.081680255096152e-06  1.177143084122656e+00  7.418503376314395e-03  3.159773997538721e+00  1.992008432098519e+00 
 1.082680255096152e-06  1.177143084107674e+00  7.418504578111246e-03  3.159908584077062e+00  1.993228083429400e+00 
 1.083680255096152e-06  1.177143084092607e+00  7.418505788059331e-03  3.160043003488617e+00  1.994446293009859e+00 
 1.084680255096152e-06  1.177143084077660e+00  7.418507006022696e-03  3.160177256182914e+00  1.995663064266564e+00 
 1.085680255096153e-06  1.177143084062698e+00  7.418508231868724e-03  3.160311342566049e+00  1.996878400596124e+00 
 1.086680255096153e-06  1.177143084047901e+00  7.418509465463969e-03  3.160445263040684e+00  1.998092305365649e+00 
 1.087680255096153e-06  1.177143084033005e+00  7.418510706683568e-03  3.160579018006178e+00  1.999304781913375e+00 
 1.088680255096153e-06  1.177143084018127e+00  7.418511955394801e-03  3.160712607858448e+00  2.000515833547753e+00 
