 time                   v(gate_core)           v(xreceiver.sense)     v(padres)              v(gate)               
 4.046680255096277e-06  1.177143071640287e+00  7.420238554465615e-03  3.275154413988400e+00  3.063081417890543e+00 
 4.047680255096277e-06  1.177143071639593e+00  7.420238638396454e-03  3.275159419812506e+00  3.063128945749818e+00 
 4.048680255096276e-06  1.177143071638978e+00  7.420238722237688e-03  3.275164420141458e+00  3.063176421523782e+00 
 4.049680255096276e-06  1.177143071638503e+00  7.420238805986907e-03  3.275169414981334e+00  3.063223845269884e+00 
 4.050680255096276e-06  1.177143071637930e+00  7.420238889643296e-03  3.275174404338149e+00  3.063271217044905e+00 
 4.051680255096275e-06  1.177143071637396e+00  7.420238973207948e-03  3.275179388217921e+00  3.063318536905754e+00 
 4.052680255096275e-06  1.177143071636778e+00  7.420239056682867e-03  3.275184366626669e+00  3.063365804909258e+00 
 4.053680255096274e-06  1.177143071636310e+00  7.420239140065931e-03  3.275189339570403e+00  3.063413021112125e+00 
 4.054680255096274e-06  1.177143071635669e+00  7.420239223359447e-03  3.275194307055165e+00  3.063460185571567e+00 
 4.055680255096274e-06  1.177143071635182e+00  7.420239306561792e-03  3.275199269086938e+00  3.063507298343978e+00 
 4.056680255096273e-06  1.177143071634629e+00  7.420239389669517e-03  3.275204225671671e+00  3.063554359485634e+00 
 4.057680255096273e-06  1.177143071634109e+00  7.420239472690888e-03  3.275209176815414e+00  3.063601369053689e+00 
 4.058680255096273e-06  1.177143071633427e+00  7.420239555623099e-03  3.275214122524149e+00  3.063648327104606e+00 
 4.059680255096272e-06  1.177143071632975e+00  7.420239638461338e-03  3.275219062803786e+00  3.063695233694219e+00 
 4.060680255096272e-06  1.177143071632335e+00  7.420239721210118e-03  3.275223997660344e+00  3.063742088879423e+00 
 4.061680255096272e-06  1.177143071631874e+00  7.420239803868967e-03  3.275228927099771e+00  3.063788892716412e+00 
 4.062680255096271e-06  1.177143071631275e+00  7.420239886436944e-03  3.275233851128016e+00  3.063835645261359e+00 
 4.063680255096271e-06  1.177143071630763e+00  7.420239968917500e-03  3.275238769751061e+00  3.063882346570803e+00 
 4.064680255096271e-06  1.177143071630246e+00  7.420240051302669e-03  3.275243682974779e+00  3.063928996700201e+00 
 4.065680255096270e-06  1.177143071629716e+00  7.420240133602552e-03  3.275248590805172e+00  3.063975595706240e+00 
 4.066680255096270e-06  1.177143071629162e+00  7.420240215810969e-03  3.275253493248138e+00  3.064022143644693e+00 
 4.067680255096270e-06  1.177143071628532e+00  7.420240297931730e-03  3.275258390309608e+00  3.064068640571561e+00 
 4.068680255096269e-06  1.177143071628048e+00  7.420240379960641e-03  3.275263281995465e+00  3.064115086542448e+00 
 4.069680255096269e-06  1.177143071627500e+00  7.420240461901055e-03  3.275268168311665e+00  3.064161481613565e+00 
 4.070680255096269e-06  1.177143071626894e+00  7.420240543752742e-03  3.275273049264085e+00  3.064207825840531e+00 
 4.071680255096268e-06  1.177143071626343e+00  7.420240625515669e-03  3.275277924858633e+00  3.064254119279092e+00 
 4.072680255096268e-06  1.177143071625782e+00  7.420240707188245e-03  3.275282795101183e+00  3.064300361984770e+00 
 4.073680255096268e-06  1.177143071625279e+00  7.420240788769515e-03  3.275287659997596e+00  3.064346554012904e+00 
 4.074680255096267e-06  1.177143071624784e+00  7.420240870265515e-03  3.275292519553828e+00  3.064392695419815e+00 
 4.075680255096267e-06  1.177143071624185e+00  7.420240951669517e-03  3.275297373775667e+00  3.064438786260195e+00 
 4.076680255096266e-06  1.177143071623642e+00  7.420241032986568e-03  3.275302222669004e+00  3.064484826589670e+00 
 4.077680255096266e-06  1.177143071623103e+00  7.420241114215436e-03  3.275307066239705e+00  3.064530816463658e+00 
 4.078680255096266e-06  1.177143071622647e+00  7.420241195353930e-03  3.275311904493609e+00  3.064576755937303e+00 
 4.079680255096265e-06  1.177143071622064e+00  7.420241276404387e-03  3.275316737436574e+00  3.064622645066044e+00 
 4.080680255096265e-06  1.177143071621493e+00  7.420241357367725e-03  3.275321565074425e+00  3.064668483904855e+00 
 4.081680255096265e-06  1.177143071620983e+00  7.420241438242449e-03  3.275326387412997e+00  3.064714272508852e+00 
 4.082680255096264e-06  1.177143071620394e+00  7.420241519026829e-03  3.275331204458085e+00  3.064760010932832e+00 
 4.083680255096264e-06  1.177143071619858e+00  7.420241599728700e-03  3.275336016215588e+00  3.064805699232475e+00 
 4.084680255096264e-06  1.177143071619365e+00  7.420241680336087e-03  3.275340822691225e+00  3.064851337461840e+00 
 4.085680255096263e-06  1.177143071618856e+00  7.420241760857648e-03  3.275345623890866e+00  3.064896925676464e+00 
 4.086680255096263e-06  1.177143071618254e+00  7.420241841291524e-03  3.275350419820265e+00  3.064942463930607e+00 
 4.087680255096263e-06  1.177143071617684e+00  7.420241921640197e-03  3.275355210485251e+00  3.064987952279431e+00 
 4.088680255096262e-06  1.177143071617292e+00  7.420242001896209e-03  3.275359995891571e+00  3.065033390777205e+00 
 4.089680255096262e-06  1.177143071616698e+00  7.420242082067981e-03  3.275364776045061e+00  3.065078779479055e+00 
 4.090680255096262e-06  1.177143071616199e+00  7.420242162151112e-03  3.275369550951440e+00  3.065124118439055e+00 
 4.091680255096261e-06  1.177143071615641e+00  7.420242242146337e-03  3.275374320616481e+00  3.065169407711773e+00 
 4.092680255096261e-06  1.177143071615104e+00  7.420242322058437e-03  3.275379085046007e+00  3.065214647352178e+00 
 4.093680255096261e-06  1.177143071614588e+00  7.420242401877474e-03  3.275383844245669e+00  3.065259837413661e+00 
 4.094680255096260e-06  1.177143071613951e+00  7.420242481614834e-03  3.275388598221304e+00  3.065304977951419e+00 
 4.095680255096260e-06  1.177143071613508e+00  7.420242561263476e-03  3.275393346978616e+00  3.065350069019328e+00 
 4.096680255096260e-06  1.177143071612983e+00  7.420242640823668e-03  3.275398090523359e+00  3.065395110671761e+00 
 4.097680255096259e-06  1.177143071612470e+00  7.420242720296521e-03  3.275402828861226e+00  3.065440102962535e+00 
 4.098680255096259e-06  1.177143071611899e+00  7.420242799684544e-03  3.275407561997964e+00  3.065485045945922e+00 
 4.099680255096258e-06  1.177143071611389e+00  7.420242878987452e-03  3.275412289939323e+00  3.065529939676300e+00 
 4.100680255096258e-06  1.177143071610907e+00  7.420242958197493e-03  3.275417012690908e+00  3.065574784206580e+00 
 4.101680255096258e-06  1.177143071610356e+00  7.420243037329353e-03  3.275421730258572e+00  3.065619579592186e+00 
 4.102680255096257e-06  1.177143071609914e+00  7.420243116367188e-03  3.275426442647870e+00  3.065664325885492e+00 
 4.103680255096257e-06  1.177143071609279e+00  7.420243195324850e-03  3.275431149864594e+00  3.065709023141260e+00 
 4.104680255096257e-06  1.177143071608713e+00  7.420243274194597e-03  3.275435851914357e+00  3.065753671412515e+00 
 4.105680255096256e-06  1.177143071608315e+00  7.420243352979317e-03  3.275440548802916e+00  3.065798270753706e+00 
 4.106680255096256e-06  1.177143071607771e+00  7.420243431673212e-03  3.275445240535867e+00  3.065842821217717e+00 
 4.107680255096256e-06  1.177143071607210e+00  7.420243510286199e-03  3.275449927118919e+00  3.065887322858451e+00 
 4.108680255096255e-06  1.177143071606678e+00  7.420243588813103e-03  3.275454608557729e+00  3.065931775729434e+00 
 4.109680255096255e-06  1.177143071606259e+00  7.420243667251359e-03  3.275459284857932e+00  3.065976179883893e+00 
 4.110680255096255e-06  1.177143071605621e+00  7.420243745605577e-03  3.275463956025183e+00  3.066020535375239e+00 
 4.111680255096254e-06  1.177143071605066e+00  7.420243823877222e-03  3.275468622065134e+00  3.066064842256906e+00 
 4.112680255096254e-06  1.177143071604580e+00  7.420243902060752e-03  3.275473282983410e+00  3.066109100582054e+00 
 4.113680255096254e-06  1.177143071604077e+00  7.420243980158716e-03  3.275477938785648e+00  3.066153310403963e+00 
 4.114680255096253e-06  1.177143071603541e+00  7.420244058172625e-03  3.275482589477478e+00  3.066197471775836e+00 
 4.115680255096253e-06  1.177143071603010e+00  7.420244136099575e-03  3.275487235064479e+00  3.066241584750347e+00 
 4.116680255096253e-06  1.177143071602454e+00  7.420244213943807e-03  3.275491875552299e+00  3.066285649380967e+00 
 4.117680255096252e-06  1.177143071602025e+00  7.420244291702151e-03  3.275496510946544e+00  3.066329665720642e+00 
 4.118680255096252e-06  1.177143071601498e+00  7.420244369371978e-03  3.275501141252759e+00  3.066373633821789e+00 
 4.119680255096252e-06  1.177143071600995e+00  7.420244446963114e-03  3.275505766476611e+00  3.066417553737925e+00 
 4.120680255096251e-06  1.177143071600372e+00  7.420244524467122e-03  3.275510386623631e+00  3.066461425521346e+00 
 4.121680255096251e-06  1.177143071599937e+00  7.420244601885792e-03  3.275515001699403e+00  3.066505249224855e+00 
 4.122680255096250e-06  1.177143071599479e+00  7.420244679220683e-03  3.275519611709538e+00  3.066549024901418e+00 
 4.123680255096250e-06  1.177143071598838e+00  7.420244756471812e-03  3.275524216659577e+00  3.066592752603419e+00 
 4.124680255096250e-06  1.177143071598326e+00  7.420244833638808e-03  3.275528816555068e+00  3.066636432383394e+00 
 4.125680255096249e-06  1.177143071597817e+00  7.420244910721378e-03  3.275533411401594e+00  3.066680064294003e+00 
 4.126680255096249e-06  1.177143071597398e+00  7.420244987718047e-03  3.275538001204686e+00  3.066723648387542e+00 
 4.127680255096249e-06  1.177143071596898e+00  7.420245064630865e-03  3.275542585969893e+00  3.066767184716446e+00 
 4.128680255096248e-06  1.177143071596341e+00  7.420245141460093e-03  3.275547165702731e+00  3.066810673332896e+00 
 4.129680255096248e-06  1.177143071595826e+00  7.420245218208832e-03  3.275551740408779e+00  3.066854114289622e+00 
 4.130680255096248e-06  1.177143071595253e+00  7.420245294870177e-03  3.275556310093493e+00  3.066897507638125e+00 
 4.131680255096247e-06  1.177143071594861e+00  7.420245371450419e-03  3.275560874762472e+00  3.066940853431391e+00 
 4.132680255096247e-06  1.177143071594354e+00  7.420245447942904e-03  3.275565434421158e+00  3.066984151720820e+00 
 4.133680255096247e-06  1.177143071593830e+00  7.420245524355574e-03  3.275569989075108e+00  3.067027402558967e+00 
 4.134680255096246e-06  1.177143071593311e+00  7.420245600682985e-03  3.275574538729764e+00  3.067070605997238e+00 
 4.135680255096246e-06  1.177143071592753e+00  7.420245676930323e-03  3.275579083390684e+00  3.067113762088189e+00 
 4.136680255096246e-06  1.177143071592271e+00  7.420245753092978e-03  3.275583623063328e+00  3.067156870883414e+00 
 4.137680255096245e-06  1.177143071591796e+00  7.420245829170288e-03  3.275588157753166e+00  3.067199932434604e+00 
 4.138680255096245e-06  1.177143071591274e+00  7.420245905165202e-03  3.275592687465672e+00  3.067242946793564e+00 
 4.139680255096245e-06  1.177143071590742e+00  7.420245981079765e-03  3.275597212206348e+00  3.067285914012237e+00 
 4.140680255096244e-06  1.177143071590238e+00  7.420246056910861e-03  3.275601731980645e+00  3.067328834142180e+00 
 4.141680255096244e-06  1.177143071589693e+00  7.420246132656621e-03  3.275606246793974e+00  3.067371707234544e+00 
 4.142680255096243e-06  1.177143071589178e+00  7.420246208324138e-03  3.275610756651869e+00  3.067414533341593e+00 
 4.143680255096243e-06  1.177143071588755e+00  7.420246283905108e-03  3.275615261559721e+00  3.067457312514307e+00 
 4.144680255096243e-06  1.177143071588326e+00  7.420246359402931e-03  3.275619761522990e+00  3.067500044804310e+00 
 4.145680255096242e-06  1.177143071587772e+00  7.420246434818591e-03  3.275624256547076e+00  3.067542730262665e+00 
 4.146680255096242e-06  1.177143071587192e+00  7.420246510156540e-03  3.275628746637453e+00  3.067585368941073e+00 
 4.147680255096242e-06  1.177143071586622e+00  7.420246585411600e-03  3.275633231799524e+00  3.067627960890654e+00 
 4.148680255096241e-06  1.177143071586223e+00  7.420246660581021e-03  3.275637712038691e+00  3.067670506162460e+00 
 4.149680255096241e-06  1.177143071585786e+00  7.420246735668378e-03  3.275642187360385e+00  3.067713004807750e+00 
 4.150680255096241e-06  1.177143071585234e+00  7.420246810675003e-03  3.275646657770003e+00  3.067755456877620e+00 
 4.151680255096240e-06  1.177143071584749e+00  7.420246885601113e-03  3.275651123272954e+00  3.067797862423221e+00 
 4.152680255096240e-06  1.177143071584211e+00  7.420246960441932e-03  3.275655583874571e+00  3.067840221494957e+00 
 4.153680255096240e-06  1.177143071583686e+00  7.420247035206461e-03  3.275660039580325e+00  3.067882534144510e+00 
 4.154680255096239e-06  1.177143071583265e+00  7.420247109886252e-03  3.275664490395561e+00  3.067924800422397e+00 
 4.155680255096239e-06  1.177143071582681e+00  7.420247184483609e-03  3.275668936325626e+00  3.067967020379205e+00 
 4.156680255096239e-06  1.177143071582271e+00  7.420247259001309e-03  3.275673377375925e+00  3.068009194066013e+00 
 4.157680255096238e-06  1.177143071581711e+00  7.420247333436575e-03  3.275677813551814e+00  3.068051321533492e+00 
 4.158680255096238e-06  1.177143071581313e+00  7.420247407791064e-03  3.275682244858638e+00  3.068093402832097e+00 
 4.159680255096238e-06  1.177143071580798e+00  7.420247482061308e-03  3.275686671301715e+00  3.068135438012154e+00 
 4.160680255096237e-06  1.177143071580290e+00  7.420247556257539e-03  3.275691092886490e+00  3.068177427125087e+00 
 4.161680255096237e-06  1.177143071579783e+00  7.420247630368118e-03  3.275695509618211e+00  3.068219370220572e+00 
 4.162680255096237e-06  1.177143071579265e+00  7.420247704397862e-03  3.275699921502230e+00  3.068261267349165e+00 
 4.163680255096236e-06  1.177143071578817e+00  7.420247778347634e-03  3.275704328543880e+00  3.068303118561349e+00 
 4.164680255096236e-06  1.177143071578339e+00  7.420247852216537e-03  3.275708730748500e+00  3.068344923907528e+00 
 4.165680255096235e-06  1.177143071577863e+00  7.420247926004603e-03  3.275713128121390e+00  3.068386683437815e+00 
 4.166680255096235e-06  1.177143071577334e+00  7.420247999711967e-03  3.275717520667838e+00  3.068428397202172e+00 
 4.167680255096235e-06  1.177143071576799e+00  7.420248073343010e-03  3.275721908393213e+00  3.068470065251429e+00 
 4.168680255096234e-06  1.177143071576271e+00  7.420248146888224e-03  3.275726291302718e+00  3.068511687634744e+00 
 4.169680255096234e-06  1.177143071575860e+00  7.420248220357075e-03  3.275730669401744e+00  3.068553264403108e+00 
 4.170680255096234e-06  1.177143071575345e+00  7.420248293740984e-03  3.275735042695490e+00  3.068594795605612e+00 
 4.171680255096233e-06  1.177143071574834e+00  7.420248367048871e-03  3.275739411189289e+00  3.068636281292759e+00 
 4.172680255096233e-06  1.177143071574380e+00  7.420248440275709e-03  3.275743774888404e+00  3.068677721514235e+00 
 4.173680255096233e-06  1.177143071573973e+00  7.420248513421000e-03  3.275748133798102e+00  3.068719116319882e+00 
 4.174680255096232e-06  1.177143071573482e+00  7.420248586486276e-03  3.275752487923640e+00  3.068760465759401e+00 
 4.175680255096232e-06  1.177143071572941e+00  7.420248659474997e-03  3.275756837270294e+00  3.068801769882640e+00 
 4.176680255096232e-06  1.177143071572472e+00  7.420248732381043e-03  3.275761181843264e+00  3.068843028738772e+00 
 4.177680255096231e-06  1.177143071571936e+00  7.420248805212475e-03  3.275765521647890e+00  3.068884242378320e+00 
 4.178680255096231e-06  1.177143071571540e+00  7.420248877958925e-03  3.275769856689319e+00  3.068925410849916e+00 
 4.179680255096231e-06  1.177143071571004e+00  7.420248950626871e-03  3.275774186972815e+00  3.068966534203327e+00 
 4.180680255096230e-06  1.177143071570572e+00  7.420249023217571e-03  3.275778512503627e+00  3.069007612488158e+00 
 4.181680255096230e-06  1.177143071570043e+00  7.420249095728778e-03  3.275782833286970e+00  3.069048645753798e+00 
 4.182680255096230e-06  1.177143071569571e+00  7.420249168158879e-03  3.275787149328030e+00  3.069089634049237e+00 
 4.183680255096229e-06  1.177143071569089e+00  7.420249240512416e-03  3.275791460632061e+00  3.069130577424129e+00 
 4.184680255096229e-06  1.177143071568553e+00  7.420249312785818e-03  3.275795767204234e+00  3.069171475927387e+00 
 4.185680255096229e-06  1.177143071568072e+00  7.420249384981583e-03  3.275800069049772e+00  3.069212329608352e+00 
 4.186680255096228e-06  1.177143071567658e+00  7.420249457095735e-03  3.275804366173845e+00  3.069253138516036e+00 
 4.187680255096228e-06  1.177143071567242e+00  7.420249529132871e-03  3.275808658581690e+00  3.069293902699830e+00 
 4.188680255096227e-06  1.177143071566731e+00  7.420249601087641e-03  3.275812946278398e+00  3.069334622207904e+00 
 4.189680255096227e-06  1.177143071566149e+00  7.420249672972245e-03  3.275817229269256e+00  3.069375297090243e+00 
 4.190680255096227e-06  1.177143071565736e+00  7.420249744773269e-03  3.275821507559355e+00  3.069415927395014e+00 
 4.191680255096226e-06  1.177143071565240e+00  7.420249816495006e-03  3.275825781153876e+00  3.069456513171168e+00 
 4.192680255096226e-06  1.177143071564753e+00  7.420249888141739e-03  3.275830050058016e+00  3.069497054467877e+00 
 4.193680255096226e-06  1.177143071564383e+00  7.420249959706217e-03  3.275834314276887e+00  3.069537551333477e+00 
 4.194680255096225e-06  1.177143071563788e+00  7.420250031194005e-03  3.275838573815636e+00  3.069578003816632e+00 
 4.195680255096225e-06  1.177143071563363e+00  7.420250102606327e-03  3.275842828679441e+00  3.069618411966299e+00 
 4.196680255096225e-06  1.177143071562896e+00  7.420250173938537e-03  3.275847078873421e+00  3.069658775830863e+00 
 4.197680255096224e-06  1.177143071562407e+00  7.420250245191909e-03  3.275851324402682e+00  3.069699095458648e+00 
 4.198680255096224e-06  1.177143071561920e+00  7.420250316371627e-03  3.275855565272416e+00  3.069739370898699e+00 
 4.199680255096224e-06  1.177143071561534e+00  7.420250387467145e-03  3.275859801487647e+00  3.069779602198538e+00 
 4.200680255096223e-06  1.177143071561048e+00  7.420250458490177e-03  3.275864033053588e+00  3.069819789407499e+00 
 4.201680255096223e-06  1.177143071560563e+00  7.420250529432119e-03  3.275868259975254e+00  3.069859932573018e+00 
 4.202680255096223e-06  1.177143071560101e+00  7.420250600300549e-03  3.275872482257823e+00  3.069900031743969e+00 
 4.203680255096222e-06  1.177143071559502e+00  7.420250671091460e-03  3.275876699906367e+00  3.069940086968353e+00 
 4.204680255096222e-06  1.177143071559078e+00  7.420250741804690e-03  3.275880912925978e+00  3.069980098294368e+00 
 4.205680255096222e-06  1.177143071558553e+00  7.420250812437149e-03  3.275885121321698e+00  3.070020065769696e+00 
 4.206680255096221e-06  1.177143071558108e+00  7.420250882997772e-03  3.275889325098688e+00  3.070059989443018e+00 
 4.207680255096221e-06  1.177143071557574e+00  7.420250953479527e-03  3.275893524261992e+00  3.070099869362136e+00 
 4.208680255096220e-06  1.177143071557099e+00  7.420251023882849e-03  3.275897718816645e+00  3.070139705574654e+00 
 4.209680255096220e-06  1.177143071556707e+00  7.420251094209489e-03  3.275901908767741e+00  3.070179498128756e+00 
 4.210680255096220e-06  1.177143071556248e+00  7.420251164457930e-03  3.275906094120330e+00  3.070219247072177e+00 
 4.211680255096219e-06  1.177143071555762e+00  7.420251234632390e-03  3.275910274879480e+00  3.070258952452812e+00 
 4.212680255096219e-06  1.177143071555270e+00  7.420251304731011e-03  3.275914451050238e+00  3.070298614318434e+00 
 4.213680255096219e-06  1.177143071554935e+00  7.420251374747387e-03  3.275918622637585e+00  3.070338232716145e+00 
 4.214680255096218e-06  1.177143071554411e+00  7.420251444692710e-03  3.275922789646658e+00  3.070377807694546e+00 
 4.215680255096218e-06  1.177143071553968e+00  7.420251514560007e-03  3.275926952082404e+00  3.070417339300326e+00 
 4.216680255096218e-06  1.177143071553403e+00  7.420251584353912e-03  3.275931109949909e+00  3.070456827581683e+00 
 4.217680255096217e-06  1.177143071553017e+00  7.420251654066953e-03  3.275935263254114e+00  3.070496272585280e+00 
 4.218680255096217e-06  1.177143071552588e+00  7.420251723706611e-03  3.275939412000121e+00  3.070535674359458e+00 
 4.219680255096217e-06  1.177143071552066e+00  7.420251793269865e-03  3.275943556192893e+00  3.070575032951091e+00 
 4.220680255096216e-06  1.177143071551596e+00  7.420251862756979e-03  3.275947695837417e+00  3.070614348407248e+00 
 4.221680255096216e-06  1.177143071551164e+00  7.420251932169628e-03  3.275951830938737e+00  3.070653620775805e+00 
 4.222680255096216e-06  1.177143071550689e+00  7.420252001504036e-03  3.275955961501803e+00  3.070692850103439e+00 
 4.223680255096215e-06  1.177143071550190e+00  7.420252070764808e-03  3.275960087531617e+00  3.070732036437543e+00 
 4.224680255096215e-06  1.177143071549842e+00  7.420252139948451e-03  3.275964209033170e+00  3.070771179825323e+00 
 4.225680255096215e-06  1.177143071549320e+00  7.420252209054864e-03  3.275968326011398e+00  3.070810280313400e+00 
 4.226680255096214e-06  1.177143071548878e+00  7.420252278091467e-03  3.275972438471340e+00  3.070849337949475e+00 
 4.227680255096214e-06  1.177143071548448e+00  7.420252347048029e-03  3.275976546417906e+00  3.070888352779948e+00 
 4.228680255096214e-06  1.177143071547943e+00  7.420252415929922e-03  3.275980649856048e+00  3.070927324851677e+00 
 4.229680255096213e-06  1.177143071547491e+00  7.420252484738634e-03  3.275984748790757e+00  3.070966254211915e+00 
 4.230680255096213e-06  1.177143071546962e+00  7.420252553472815e-03  3.275988843226976e+00  3.071005140907318e+00 
 4.231680255096212e-06  1.177143071546585e+00  7.420252622128920e-03  3.275992933169612e+00  3.071043984984333e+00 
 4.232680255096212e-06  1.177143071546124e+00  7.420252690711222e-03  3.275997018623643e+00  3.071082786490055e+00 
 4.233680255096212e-06  1.177143071545694e+00  7.420252759218495e-03  3.276001099593981e+00  3.071121545470911e+00 
 4.234680255096211e-06  1.177143071545199e+00  7.420252827651025e-03  3.276005176085546e+00  3.071160261973495e+00 
 4.235680255096211e-06  1.177143071544695e+00  7.420252896010687e-03  3.276009248103277e+00  3.071198936044503e+00 
 4.236680255096211e-06  1.177143071544267e+00  7.420252964293830e-03  3.276013315652063e+00  3.071237567730121e+00 
 4.237680255096210e-06  1.177143071543866e+00  7.420253032502166e-03  3.276017378736838e+00  3.071276157077075e+00 
 4.238680255096210e-06  1.177143071543386e+00  7.420253100637110e-03  3.276021437362516e+00  3.071314704131847e+00 
 4.239680255096210e-06  1.177143071542968e+00  7.420253168695527e-03  3.276025491533945e+00  3.071353208940202e+00 
 4.240680255096209e-06  1.177143071542507e+00  7.420253236683609e-03  3.276029541256099e+00  3.071391671549276e+00 
 4.241680255096209e-06  1.177143071542095e+00  7.420253304591484e-03  3.276033586533766e+00  3.071430092004341e+00 
 4.242680255096209e-06  1.177143071541619e+00  7.420253372430805e-03  3.276037627371921e+00  3.071468470352447e+00 
 4.243680255096208e-06  1.177143071541181e+00  7.420253440194516e-03  3.276041663775391e+00  3.071506806639193e+00 
 4.244680255096208e-06  1.177143071540773e+00  7.420253507883383e-03  3.276045695749069e+00  3.071545100910909e+00 
 4.245680255096208e-06  1.177143071540276e+00  7.420253575498317e-03  3.276049723297806e+00  3.071583353213552e+00 
 4.246680255096207e-06  1.177143071539732e+00  7.420253643042820e-03  3.276053746426484e+00  3.071621563593211e+00 
 4.247680255096207e-06  1.177143071539313e+00  7.420253710509209e-03  3.276057765139906e+00  3.071659732095364e+00 
 4.248680255096207e-06  1.177143071538907e+00  7.420253777905395e-03  3.276061779443007e+00  3.071697858766601e+00 
 4.249680255096206e-06  1.177143071538463e+00  7.420253845224262e-03  3.276065789340568e+00  3.071735943652213e+00 
 4.250680255096206e-06  1.177143071538052e+00  7.420253912470754e-03  3.276069794837442e+00  3.071773986798127e+00 
 4.251680255096206e-06  1.177143071537488e+00  7.420253979646767e-03  3.276073795938498e+00  3.071811988250384e+00 
 4.252680255096205e-06  1.177143071537021e+00  7.420254046748386e-03  3.276077792648520e+00  3.071849948054177e+00 
 4.253680255096205e-06  1.177143071536650e+00  7.420254113775188e-03  3.276081784972356e+00  3.071887866255417e+00 
 4.254680255096204e-06  1.177143071536214e+00  7.420254180727517e-03  3.276085772914806e+00  3.071925742899502e+00 
 4.255680255096204e-06  1.177143071535877e+00  7.420254247608051e-03  3.276089756480709e+00  3.071963578032217e+00 
 4.256680255096204e-06  1.177143071535285e+00  7.420254314416974e-03  3.276093735674875e+00  3.072001371699067e+00 
 4.257680255096203e-06  1.177143071534886e+00  7.420254381151956e-03  3.276097710502061e+00  3.072039123944985e+00 
 4.258680255096203e-06  1.177143071534509e+00  7.420254447813202e-03  3.276101680967113e+00  3.072076834815911e+00 
 4.259680255096203e-06  1.177143071534063e+00  7.420254514403678e-03  3.276105647074834e+00  3.072114504357224e+00 
 4.260680255096202e-06  1.177143071533442e+00  7.420254580919381e-03  3.276109608829930e+00  3.072152132613417e+00 
 4.261680255096202e-06  1.177143071532974e+00  7.420254647367066e-03  3.276113566237254e+00  3.072189719630490e+00 
 4.262680255096202e-06  1.177143071532621e+00  7.420254713739823e-03  3.276117519301593e+00  3.072227265453559e+00 
 4.263680255096201e-06  1.177143071532231e+00  7.420254780036109e-03  3.276121468027671e+00  3.072264770127405e+00 
 4.264680255096201e-06  1.177143071531718e+00  7.420254846263097e-03  3.276125412420288e+00  3.072302233697503e+00 
 4.265680255096201e-06  1.177143071531355e+00  7.420254912416940e-03  3.276129352484171e+00  3.072339656208505e+00 
 4.266680255096200e-06  1.177143071530823e+00  7.420254978499640e-03  3.276133288224102e+00  3.072377037705625e+00 
 4.267680255096200e-06  1.177143071530468e+00  7.420255044509534e-03  3.276137219644822e+00  3.072414378233792e+00 
 4.268680255096200e-06  1.177143071529968e+00  7.420255110447536e-03  3.276141146751079e+00  3.072451677837827e+00 
 4.269680255096199e-06  1.177143071529489e+00  7.420255176315631e-03  3.276145069547624e+00  3.072488936562741e+00 
 4.270680255096199e-06  1.177143071529197e+00  7.420255242107624e-03  3.276148988039167e+00  3.072526154453035e+00 
 4.271680255096199e-06  1.177143071528740e+00  7.420255307828178e-03  3.276152902230451e+00  3.072563331553626e+00 
 4.272680255096198e-06  1.177143071528173e+00  7.420255373481206e-03  3.276156812126208e+00  3.072600467909264e+00 
 4.273680255096198e-06  1.177143071527875e+00  7.420255439059902e-03  3.276160717731143e+00  3.072637563564486e+00 
 4.274680255096198e-06  1.177143071527339e+00  7.420255504565575e-03  3.276164619049961e+00  3.072674618563716e+00 
 4.275680255096197e-06  1.177143071526936e+00  7.420255570005059e-03  3.276168516087435e+00  3.072711632952214e+00 
 4.276680255096197e-06  1.177143071526511e+00  7.420255635365112e-03  3.276172408848151e+00  3.072748606773332e+00 
 4.277680255096196e-06  1.177143071526109e+00  7.420255700659089e-03  3.276176297336911e+00  3.072785540072461e+00 
 4.278680255096196e-06  1.177143071525662e+00  7.420255765881091e-03  3.276180181558378e+00  3.072822432893797e+00 
 4.279680255096196e-06  1.177143071525297e+00  7.420255831029936e-03  3.276184061517216e+00  3.072859285281337e+00 
 4.280680255096195e-06  1.177143071524761e+00  7.420255896109951e-03  3.276187937218133e+00  3.072896097279727e+00 
 4.281680255096195e-06  1.177143071524356e+00  7.420255961119200e-03  3.276191808665795e+00  3.072932868933090e+00 
 4.282680255096195e-06  1.177143071524002e+00  7.420256026054594e-03  3.276195675864875e+00  3.072969600285646e+00 
 4.283680255096194e-06  1.177143071523523e+00  7.420256090920635e-03  3.276199538820051e+00  3.073006291381644e+00 
 4.284680255096194e-06  1.177143071523072e+00  7.420256155717968e-03  3.276203397535987e+00  3.073042942265143e+00 
 4.285680255096194e-06  1.177143071522697e+00  7.420256220441376e-03  3.276207252017316e+00  3.073079552980043e+00 
 4.286680255096193e-06  1.177143071522224e+00  7.420256285095175e-03  3.276211102268700e+00  3.073116123570407e+00 
 4.287680255096193e-06  1.177143071521763e+00  7.420256349680826e-03  3.276214948294808e+00  3.073152654080507e+00 
 4.288680255096193e-06  1.177143071521412e+00  7.420256414193130e-03  3.276218790100262e+00  3.073189144554022e+00 
 4.289680255096192e-06  1.177143071520945e+00  7.420256478633847e-03  3.276222627689687e+00  3.073225595034611e+00 
