seed,tc_ppm_C,signed_25_to_100_slope_ppm_C,vref25_V,iptat25_A,NMOS_cascode_XM34_delvto_V,R1_XR16_nsmm_rsh,Q1_XQ56_area_factor,tc_status
42021,59.44797569190498,50.087246760683136,1.063522428869503,4.295233785116305e-06,-0.0010356178658062,0.755970124808943,0.9265817407776188,failed
42022,13.287716075695087,-0.8025252751912386,1.049799460484301,4.216606276366094e-06,0.001284299702627967,0.2055338940981116,0.9826443405290424,passed
42023,44.57554056328403,35.06346681399819,1.06004078046726,4.341537957716206e-06,0.001548753273283131,0.6383863252446097,0.8364616006175989,passed
42024,40.20622919608049,30.706976070768256,1.05750146657192,4.296897002786679e-06,-0.000240629858602535,-0.394605200079709,0.9025739779210508,passed
42025,34.179349636543726,-43.98398198419843,1.032135454292228,4.069901726507812e-06,-0.00521723462477295,0.4502626677263323,0.910051427598085,passed
42026,112.16331693983005,-123.0024538101393,1.014714419085881,3.88880554004183e-06,0.001660926750078582,0.1950478983252147,1.105430903234297,failed
42027,34.05052956602921,-43.96097879342993,1.033279796119605,4.09590171345768e-06,-0.00411356095307532,-0.696307589431679,1.036400780503476,passed
42028,30.474106634193504,21.019972265365894,1.052454110994132,4.202252214381187e-06,-0.00158929300857466,0.4369096367767747,0.94938003928472,passed
42029,38.35229890585777,-48.40737565753835,1.032612905985292,4.051048757336865e-06,0.003383501486190548,0.2419428056216392,1.042837629092959,passed
42030,78.90436498035622,-89.08581669138401,1.017800526604794,3.901197894255875e-06,0.0006190352457283674,-0.285149887894886,1.05601137284456,failed
42031,165.06109796070888,-176.37955020176102,1.000781540037175,3.678352235301203e-06,0.001096475878560901,-0.536046667241315,1.167344180199794,failed
42032,124.27836804802645,-135.16371484955178,1.009881518285252,3.767343923897763e-06,0.00146468912111477,-0.535896797721381,1.229769777098102,failed
42033,26.929036167633306,17.345256823153576,1.052749008764059,4.252237929187216e-06,-0.000634191810116958,0.2319473780400465,0.9485124838922696,passed
42034,53.73321482088116,-63.82663798729649,1.026928818419758,3.966740171064667e-06,0.0012945485829281,-0.521879187845973,1.071775290312844,failed
42035,24.308571632558493,-33.006038441884364,1.037463257102256,4.088416626774887e-06,0.00229894667594809,0.7250663347952419,1.006193257909653,passed
42036,46.09441171158986,-56.234834636931616,1.03125743213065,3.988854827793447e-06,-0.00189866855178907,-0.202518000084108,1.018546432955933,passed
42037,51.11352125683799,42.154266203665955,1.052810278511273,4.299592193170336e-06,-0.00278628232416422,1.020640531151368,0.8589013707985369,failed
42038,71.39414050296358,-81.60911269419054,1.021842040806011,3.988700720695338e-06,-0.00242077027138932,-0.95292398133285,1.039396117185209,failed
42039,21.634906369580637,-29.710639057918264,1.043328818757474,4.0987689109306e-06,0.001270513466403638,1.925511964611853,0.9872366496481244,passed
42040,115.99528071942382,107.57404961215875,1.072804416781906,4.497917030793825e-06,-0.000579071035673566,0.1796662061109921,0.8035176430286047,failed
42041,38.51818853595651,28.999075556749666,1.0571553550758,4.275192626211418e-06,-0.00163305534705916,0.2927854714928397,0.8737661102511998,passed
42042,61.00525347032641,51.57525889561161,1.065208284792138,4.414251846419589e-06,-0.000802830139460354,-1.02849164281599,0.902142018259686,failed
42043,26.528815236667356,16.688781965328303,1.057136561552027,4.3027623285749e-06,-0.00293927760436367,0.2711899404040246,0.9101499683835724,passed
42044,33.05517001489588,-42.86630819244112,1.033139188646572,3.988766523313223e-06,0.0004235332128720827,-2.28216132011328,1.093850278649715,passed
42045,17.776050684230068,-24.633014169178992,1.043340600379435,4.178409454941754e-06,0.001867305344949561,-0.116595658135332,1.015331904248068,passed
42046,74.46381396937545,-84.75836511590451,1.021743363961985,3.864401434164341e-06,-5.10102458773976e-05,-0.717676114529756,1.050482995984701,failed
42047,21.548716516771783,-29.577604526709322,1.040657586658537,4.074940789183064e-06,0.001656185337737991,1.609334798388121,1.026065554519258,passed
42048,17.26100867907441,-23.87669462935301,1.041169502893084,4.152160958115661e-06,-0.00145518344422061,1.460161077843807,0.9424154014338916,passed
42049,16.205723133921456,-22.330879081916187,1.044436947490349,4.059077988501585e-06,-0.00141934012673985,-0.0351122466327781,1.000985414249996,passed
42050,27.207729126155026,17.84724187429217,1.048952364629914,4.241866586103172e-06,0.002422364216458381,-0.360196057405629,0.9523035797234928,passed
42051,37.65474584626273,-47.98397389932004,1.037921848146564,4.056639543242654e-06,-7.74016160220089e-05,-1.03693145755865,1.009046361936062,passed
42052,118.82476013575052,109.90293338626185,1.083586564240151,4.621738677635127e-06,-0.00481524213042209,-0.770761516076351,0.7763366493270523,failed
42053,75.54555343046387,66.14127105530147,1.071631921527324,4.471457117695589e-06,0.002542543056055726,-1.9006699038738,0.847596464286844,failed
42054,102.18715452414428,-113.06537220434028,1.019785971778089,3.924020158679927e-06,-0.000531257963015281,-0.527953235744694,1.072157403401783,failed
42055,52.072266042603296,-62.16337876762197,1.027504102173209,3.976853340696056e-06,-0.000936694453571875,-1.14380786246334,1.068280283335509,failed
42056,89.55314131305748,-100.0925405116367,1.019011106402751,3.855117535629446e-06,-0.0024578125092667,1.155081706799621,1.136491001474246,failed
42057,26.95218691363154,-35.95571484947453,1.032245329264776,4.01557500679143e-06,0.003078404926897482,-1.73652964628418,0.9648426547647544,passed
42058,44.03447441646887,34.564946916801155,1.058555609815641,4.356386409732428e-06,0.001098206393091182,-0.30905937607479,0.8546826710182024,passed
42059,62.681083596187335,53.20769982712766,1.066525468331827,4.407993221018845e-06,0.0002061763308828954,-1.43172285697909,0.884473107530843,failed
42060,81.8940162239516,-92.0456763163191,1.016112427835904,3.900496485714167e-06,-0.000474318978357264,0.7557273544095133,1.089396427514674,failed
42061,107.55119723691624,-118.25346787177615,1.014686152295291,3.883987822586739e-06,0.0006964200535715568,-0.446321988952942,1.051869955165589,failed
42062,11.846849904890638,-3.049266217335737,1.046737647254209,4.160772570808462e-06,0.004800161775800808,-0.103990142325217,0.9512119093737438,passed
42063,131.72950286839318,-142.32797416804092,1.003066545836171,3.666470519544593e-06,-0.000628408196873359,-0.0713654066287828,1.149303569732556,failed
42064,98.0351418304658,-108.89739740598111,1.020691391119475,3.918501744845635e-06,0.001983307557065717,2.092992400774682,1.150000385013573,failed
42065,73.47152101562543,-83.93109061734923,1.024744832547614,3.894893084190314e-06,0.0003760122267686536,-0.721145119099714,1.122368344890485,failed
42066,89.35922159442984,-99.82736613305991,1.017960105938911,3.932942193481901e-06,-0.000428548297908578,0.5777545089348523,1.052671670245786,failed
42067,53.86515026772696,-64.29238557526713,1.032596826601593,3.994808281531186e-06,-0.000414447428103688,2.348221053505003,1.060893249473876,failed
42068,118.56944613818561,-129.1473592859349,1.007706391028862,3.770444634767413e-06,0.0001757996885258666,-1.54396057048703,1.184411128674982,failed
42069,13.479021912690778,-18.3660853222678,1.037459285049636,4.153756730637814e-06,-0.00385526950374228,0.4086088830948303,0.9583483079044748,passed
42070,77.7538766563742,-88.13796045162489,1.021946335717741,3.899376237044176e-06,0.003479185777197869,0.5820465107819476,1.06466981585389,failed
42071,97.15500761577425,-107.5081174647637,1.013404560270166,3.8055530359238e-06,-0.00367144218065738,-0.212419844825582,1.121556635474525,failed
42072,84.17101558475996,-94.71689229295126,1.021644901271193,3.912932634115294e-06,-0.000162940365591236,-0.0319919072827348,1.082838653384086,failed
42073,84.3639722488157,-95.13587152834013,1.025319892854615,3.900620127824701e-06,-0.00047021039983428,2.442826025631376,1.13615216675323,failed
42074,52.32940153490882,-62.76864817814716,1.033206152879265,3.982203638541417e-06,-0.00159453701356016,-0.226896091037057,1.095389122447328,failed
42075,77.83875872819483,-88.42536624007765,1.024697896496557,3.930455155103208e-06,-0.00220879634076457,-1.35306666033703,1.122427195516417,failed
42076,134.7360364441839,125.98583488001285,1.087685606030675,4.626473877146608e-06,-0.00116619496744058,1.745177466441141,0.7942982500871527,failed
42077,101.32606739028489,-112.1514021593321,1.018585875230579,3.906378916590338e-06,8.467496851830223e-05,-0.0386666640703507,1.15284056599556,failed
42078,35.79185885747289,-45.61066277954051,1.03001551519554,4.020963150779366e-06,-0.00149228563582504,0.01254124048853304,1.014824083723075,passed
42079,15.815447210346592,-21.83928469191354,1.045968321777622,4.200851913719602e-06,0.0004931472587034316,-2.02211595375675,0.961272782608276,passed
42080,16.714803961467354,-23.117854139386534,1.042637104973688,4.149838294521571e-06,-0.00531736475555144,-1.27401786341081,0.9792581293501825,passed
42081,178.5401815142254,170.43857869491734,1.097863538630672,4.78440537059324e-06,-0.000271002801789975,-1.07168349795361,0.7328176130737563,failed
42082,9.875752894518,-6.6179394013395525,1.04443247734781,4.233105419361756e-06,0.0005231864081747576,0.9101376963859724,0.9345090096934816,passed
42083,45.651351183312364,-56.048453194546724,1.035597616170349,4.088926004954213e-06,-0.00047191971790575,0.6692993420446803,0.9995613900809998,passed
42084,77.86516735959974,-88.27375531544816,1.021799645140853,3.878894881279829e-06,-0.00174492926093369,-1.25473963867609,1.113405964330329,failed
42085,16.823778511220684,4.809927901667048,1.051181474645826,4.23193305631611e-06,-6.08528914037468e-05,1.050998536743137,0.9285157519388971,passed
42086,20.59440483826908,-28.291172610462507,1.039349073708026,4.075246290017912e-06,-0.00358523087068727,-0.364777596695733,0.9603715730644043,passed
42087,115.15055581189296,-125.94789877281652,1.012712586800494,3.860368518973076e-06,-0.00412402702482665,-0.539520358625242,1.13391333604376,failed
42088,42.47900268903638,32.83099813964796,1.061353307174984,4.321186731494065e-06,-0.00284484571532629,-0.822808854169718,0.8894978904041009,passed
42089,49.393815383734896,-59.394304552455125,1.026943768127788,3.955787324772e-06,0.001172385708555215,-2.55889136269965,1.107706066544904,passed
42090,20.46614789908453,10.104054502786397,1.050168423384701,4.219183271016332e-06,0.00151080096511475,1.771725812808362,0.911211547602102,passed
42091,40.108539148353124,-50.617536452358294,1.039976332168283,4.105298045468326e-06,-0.00178277805528357,1.397132081083701,0.9596441999770212,passed
42092,51.27381608341112,-61.49786041581932,1.030084444577936,4.035098157246096e-06,0.002301948162197241,0.5418290724999358,1.021897571215662,failed
42093,177.5288075155535,169.16083484429598,1.103022638451109,4.795699519699527e-06,0.0006924070129994393,1.398167768281092,0.7030054445771059,failed
42094,39.86867905395826,-50.19875002061358,1.036745956557137,4.07261669314769e-06,0.001089365743967351,-0.744603342927589,1.012700783276098,passed
42095,135.3819408260031,-146.11848709559746,1.003479362057059,3.773201202369211e-06,0.001138623069443112,-0.929921383782088,1.172363779528995,failed
42096,112.30423862886776,-123.0780757378976,1.013531226196895,3.797443131889857e-06,-0.00104473848403267,1.183054523900878,1.156173765601249,failed
42097,118.03251893824562,109.22807381831785,1.080535131608944,4.562065347340509e-06,-0.00132787739806442,0.1394121047822068,0.8235672690383649,failed
42098,57.69808424515606,-67.82473846550137,1.02541403001855,3.954102096910959e-06,0.002487661878318974,-0.0238987158774604,1.086478710486647,failed
42099,58.434829462006356,-68.53206354485201,1.024769415198414,4.022427823687077e-06,0.002082525380872247,-0.203186629976077,1.062668234363443,failed
42100,107.03163353207748,-118.05008630407639,1.019683615597233,3.884728264383577e-06,-1.07819047990078e-05,0.09874217129086386,1.122413171784586,failed
