seed,max_abs_residual_C,cold_residual_C,hot_residual_C,proxy_status,actual_T2F_calibration_status
42052,1.7819124466176817,-1.7819124466176817,-0.5079133765065933,passed,not run
42053,1.339731135056553,-1.339731135056553,-0.3876271022004403,passed,not run
42054,0.34616848565211455,0.34616848565211455,0.0940311706580701,passed,not run
42055,0.05818997024204009,-0.05818997024204009,-0.03597104448580524,passed,not run
42056,0.3105238698616688,0.3105238698616688,0.07063054609007224,passed,not run
42057,0.286279509611731,-0.286279509611731,-0.10738222496117089,passed,not run
42058,1.0192063013577837,-1.0192063013577837,-0.30287247703267894,passed,not run
42059,1.154216345213257,-1.154216345213257,-0.3443852689820659,passed,not run
42060,0.21806126151265914,0.21806126151265914,0.045065751855389635,passed,not run
42061,0.43602554955448625,0.43602554955448625,0.11304209130068443,passed,not run
42062,0.6600819718658357,-0.6600819718658357,-0.20243645458737092,passed,not run
42063,0.7642199671336414,0.7642199671336414,0.1932050848123481,passed,not run
42064,0.31390180233232456,0.31390180233232456,0.08589582781795002,passed,not run
42065,0.12113895765888572,0.12113895765888572,0.02061300745631911,passed,not run
42066,0.3090099260596162,0.3090099260596162,0.06874744023008361,passed,not run
42067,0.09668100334226892,-0.09668100334226892,-0.037687717027367285,passed,not run
42068,0.5983253722093309,0.5983253722093309,0.15347590355170837,passed,not run
42069,0.502040955356648,-0.502040955356648,-0.15880391625277923,passed,not run
42070,0.15121260604099973,0.15121260604099973,0.02963967904862841,passed,not run
42071,0.377976390753048,0.377976390753048,0.0888146859950325,passed,not run
42072,0.22709620299046662,0.22709620299046662,0.05046900235929286,passed,not run
42073,0.21303007484408454,0.21303007484408454,0.05079469463173325,passed,not run
42074,0.08227275398667189,-0.08227275398667189,-0.03717028699958291,passed,not run
42075,0.15197397685862768,0.15197397685862768,0.03247717685312068,passed,not run
42076,1.9035622907304486,-1.9035622907304486,-0.5450611192601968,passed,not run
42077,0.370841557271973,0.370841557271973,0.09820223908911885,passed,not run
42078,0.2112880382313307,-0.2112880382313307,-0.08083709077692447,passed,not run
42079,0.49073840336804153,-0.49073840336804153,-0.1512488999430559,passed,not run
42080,0.44912816515386567,-0.44912816515386567,-0.1443491347830701,passed,not run
42081,2.350890332362866,-2.350890332362866,-0.6665254813937338,failed,not run
42082,0.6514282000802609,-0.6514282000802609,-0.1953294308219995,passed,not run
42083,0.1806503851256025,-0.1806503851256025,-0.06136147755140087,passed,not run
42084,0.21614489508705503,0.21614489508705503,0.04010777820363387,passed,not run
42085,0.7446265578114719,-0.7446265578114719,-0.22487411064055607,passed,not run
42086,0.42795140875873017,-0.42795140875873017,-0.137078301993256,passed,not run
42087,0.5009470636883009,0.5009470636883009,0.1355910189182481,passed,not run
42088,1.0250418036847435,-1.0250418036847435,-0.3014215319202691,passed,not run
42089,0.08418969645620678,-0.08418969645620678,-0.04243988075440086,passed,not run
42090,0.7673804264254471,-0.7673804264254471,-0.23496623632240698,passed,not run
42091,0.20305585805316184,-0.20305585805316184,-0.07261079145419558,passed,not run
42092,0.10531953408127492,-0.10531953408127492,-0.04288628621137036,passed,not run
42093,2.360755765946678,-2.360755765946678,-0.6665790595729675,failed,not run
42094,0.19860211051793897,-0.19860211051793897,-0.07203252239332869,passed,not run
42095,0.7119244316493365,0.7119244316493365,0.19435529192834622,passed,not run
42096,0.4900722368343935,0.4900722368343935,0.12951852335906722,passed,not run
42097,1.749818870201807,-1.749818870201807,-0.5016248902856262,passed,not run
42098,0.01843697306301806,0.016938017305449193,-0.01735598262627036,passed,not run
42099,0.05853992746398262,-0.05853992746398262,-0.02582045348967199,passed,not run
42100,0.4349288687982238,0.4349288687982238,0.1151765918676233,passed,not run
