axis,gradient_ppm_per_um,vref_V,common_mode_V,differential_V,R2N_R1N,R2P_R1P,pedestal_fraction,output_V,output_error_V,input_referred_error_uV
x,-1,1.0,0.0,0.05,19.999975000031256,20.00002500003125,0.9622641927731825,1.962260711195991,-3.4397474051317545e-06,-0.17198737025658772
x,-1,1.0,0.3,0.0,19.999975000031256,20.00002500003125,0.9622641927731825,0.9622626159555541,-1.5349878421666574e-06,-0.07674939210833287
x,-1,1.0,0.3,0.05,19.999975000031256,20.00002500003125,0.9622641927731825,1.9622614254808557,-2.7254625405426225e-06,-0.13627312702713112
x,-1,1.04,-0.1,0.0,19.999975000031256,20.00002500003125,0.9622641927731825,1.0007521396425623,-2.5773385698979467e-06,-0.12886692849489734
x,-1,1.04,-0.1,0.05,19.999975000031256,20.00002500003125,0.9622641927731825,2.0007509491678634,-3.7678132684959564e-06,-0.18839066342479782
x,-1,1.04,0.0,0.0,19.999975000031256,20.00002500003125,0.9622641927731825,1.000752377737517,-2.3392436152569474e-06,-0.11696218076284737
x,-1,1.04,0.0,0.05,19.999975000031256,20.00002500003125,0.9622641927731825,2.0007511872628183,-3.5297183136329124e-06,-0.17648591568164562
x,-1,1.04,0.3,0.0,19.999975000031256,20.00002500003125,0.9622641927731825,1.0007530920223813,-1.62495875088986e-06,-0.081247937544493
x,-1,1.04,0.3,0.05,19.999975000031256,20.00002500003125,0.9622641927731825,2.000751901547684,-2.815433448155602e-06,-0.1407716724077801
x,0,1.0,-0.1,0.0,20.0,20.0,0.9622641509433962,0.9622641509433962,0.0,0.0
x,0,1.0,-0.1,0.05,20.0,20.0,0.9622641509433962,1.962264150943396,-2.220446049250313e-16,-1.1102230246251565e-11
x,0,1.0,0.0,0.0,20.0,20.0,0.9622641509433962,0.9622641509433962,0.0,0.0
x,0,1.0,0.0,0.05,20.0,20.0,0.9622641509433962,1.9622641509433962,0.0,0.0
x,0,1.0,0.3,0.0,20.0,20.0,0.9622641509433962,0.9622641509433958,-4.440892098500626e-16,-2.220446049250313e-11
x,0,1.0,0.3,0.05,20.0,20.0,0.9622641509433962,1.9622641509433967,4.440892098500626e-16,2.220446049250313e-11
x,0,1.04,-0.1,0.0,20.0,20.0,0.9622641509433962,1.0007547169811322,0.0,0.0
x,0,1.04,-0.1,0.05,20.0,20.0,0.9622641509433962,2.000754716981132,0.0,0.0
x,0,1.04,0.0,0.0,20.0,20.0,0.9622641509433962,1.0007547169811322,0.0,0.0
x,0,1.04,0.0,0.05,20.0,20.0,0.9622641509433962,2.000754716981132,0.0,0.0
x,0,1.04,0.3,0.0,20.0,20.0,0.9622641509433962,1.000754716981132,-2.220446049250313e-16,-1.1102230246251565e-11
x,0,1.04,0.3,0.05,20.0,20.0,0.9622641509433962,2.000754716981133,8.881784197001252e-16,4.440892098500626e-11
x,1,1.0,-0.1,0.0,20.00002500003125,19.999975000031252,0.9622641091135172,0.9622666383167877,2.4873733914798635e-06,0.12436866957399319
x,1,1.0,-0.1,0.05,20.00002500003125,19.999975000031252,0.9622641091135172,1.9622678287944697,3.677851073469185e-06,0.18389255367345925
x,1,1.0,0.0,0.0,20.00002500003125,19.999975000031252,0.9622641091135172,0.9622664002212664,2.2492778701810323e-06,0.11246389350905162
x,1,1.0,0.0,0.05,20.00002500003125,19.999975000031252,0.9622641091135172,1.9622675906989486,3.4397555523923984e-06,0.17198777761961992
x,1,1.0,0.3,0.0,20.00002500003125,19.999975000031252,0.9622641091135172,0.9622656859347032,1.5349913069506727e-06,0.07674956534753363
x,1,1.0,0.3,0.05,20.00002500003125,19.999975000031252,0.9622641091135172,1.9622668764123858,2.725468989606128e-06,0.1362734494803064
x,1,1.04,-0.1,0.0,20.00002500003125,19.999975000031252,0.9622641091135172,1.0007572943256382,2.577344506038415e-06,0.12886722530192074
x,1,1.04,-0.1,0.05,20.00002500003125,19.999975000031252,0.9622641091135172,2.0007584848033204,3.7678221884718255e-06,0.18839110942359127
x,1,1.04,0.0,0.0,20.00002500003125,19.999975000031252,0.9622641091135172,1.0007570562301171,2.3392489849616283e-06,0.11696244924808141
x,1,1.04,0.0,0.05,20.00002500003125,19.999975000031252,0.9622641091135172,2.0007582467077993,3.529726667395039e-06,0.17648633336975195
x,1,1.04,0.3,0.0,20.00002500003125,19.999975000031252,0.9622641091135172,1.0007563419435535,1.6249624212871794e-06,0.08124812106435897
x,1,1.04,0.3,0.05,20.00002500003125,19.999975000031252,0.9622641091135172,2.000757532421236,2.8154401041646793e-06,0.14077200520823396
x,10,1.0,-0.1,0.0,20.000250003125043,19.999750003124962,0.9622637326404325,0.9622890249351657,2.4873991769425174e-05,1.2436995884712587
x,10,1.0,-0.1,0.05,20.000250003125043,19.999750003124962,0.9622637326404325,1.9623009298462364,3.677890284015106e-05,1.838945142007553
x,10,1.0,0.0,0.0,20.000250003125043,19.999750003124962,0.9622637326404325,0.9622866439544397,2.2493011043511757e-05,1.1246505521755878
x,10,1.0,0.0,0.05,20.000250003125043,19.999750003124962,0.9622637326404325,1.9622985488655105,3.4397922114237645e-05,1.7198961057118822
x,10,1.0,0.3,0.0,20.000250003125043,19.999750003124962,0.9622637326404325,0.9622795010122616,1.5350068865327415e-05,0.7675034432663708
x,10,1.0,0.3,0.05,20.000250003125043,19.999750003124962,0.9622637326404325,1.9622914059233336,2.725497993738557e-05,1.3627489968692785
x,10,1.04,-0.1,0.0,20.000250003125043,19.999750003124962,0.9622637326404325,1.0007804906933433,2.5773712211130118e-05,1.2886856105565059
x,10,1.04,-0.1,0.05,20.000250003125043,19.999750003124962,0.9622637326404325,2.000792395604414,3.7678623281856005e-05,1.8839311640928003
x,10,1.04,0.0,0.0,20.000250003125043,19.999750003124962,0.9622637326404325,1.0007781097126174,2.33927314852167e-05,1.169636574260835
x,10,1.04,0.0,0.05,20.000250003125043,19.999750003124962,0.9622637326404325,2.000790014623688,3.529764255594259e-05,1.7648821277971294
x,10,1.04,0.3,0.0,20.000250003125043,19.999750003124962,0.9622637326404325,1.000770966770439,1.6249789306810314e-05,0.8124894653405157
x,10,1.04,0.3,0.05,20.000250003125043,19.999750003124962,0.9622637326404325,2.00078287168151,2.8154700378202335e-05,1.4077350189101168
y,-10,1.0,-0.1,0.0,19.991611519806295,19.991611519806295,0.9622796862746483,0.9622796862746483,1.5535331252092277e-05,0.7767665626046139
y,-10,1.0,-0.1,0.05,19.991611519806295,19.991611519806295,0.9622796862746483,1.9618602622649628,-0.00040388867843343945,-20.194433921671973
y,-10,1.0,0.0,0.0,19.991611519806295,19.991611519806295,0.9622796862746483,0.9622796862746483,1.5535331252092277e-05,0.7767665626046139
y,-10,1.0,0.0,0.05,19.991611519806295,19.991611519806295,0.9622796862746483,1.9618602622649632,-0.00040388867843299536,-20.194433921649768
y,-10,1.0,0.3,0.0,19.991611519806295,19.991611519806295,0.9622796862746483,0.9622796862746483,1.5535331252092277e-05,0.7767665626046139
y,-10,1.0,0.3,0.05,19.991611519806295,19.991611519806295,0.9622796862746483,1.9618602622649641,-0.0004038886784321072,-20.19443392160536
y,-10,1.04,-0.1,0.0,19.991611519806295,19.991611519806295,0.9622796862746483,1.0007708737256342,1.6156744502060505e-05,0.8078372251030252
y,-10,1.04,-0.1,0.05,19.991611519806295,19.991611519806295,0.9622796862746483,2.0003514497159487,-0.0004032672651832492,-20.16336325916246
y,-10,1.04,0.0,0.0,19.991611519806295,19.991611519806295,0.9622796862746483,1.0007708737256342,1.6156744502060505e-05,0.8078372251030252
y,-10,1.04,0.0,0.05,19.991611519806295,19.991611519806295,0.9622796862746483,2.000351449715949,-0.0004032672651828051,-20.163363259140255
y,-10,1.04,0.3,0.0,19.991611519806295,19.991611519806295,0.9622796862746483,1.0007708737256342,1.6156744502060505e-05,0.8078372251030252
y,-10,1.04,0.3,0.05,19.991611519806295,19.991611519806295,0.9622796862746483,2.00035144971595,-0.0004032672651819169,-20.163363259095846
y,-1,1.0,-0.1,0.0,19.999160835211363,19.999160835211363,0.962265704465452,0.9622657044654521,1.553522055885992e-06,0.0776761027942996
y,-1,1.0,-0.1,0.05,19.999160835211363,19.999160835211363,0.962265704465452,1.96222374622602,-4.04047173763189e-05,-2.020235868815945
y,-1,1.0,0.0,0.0,19.999160835211363,19.999160835211363,0.962265704465452,0.962265704465452,1.5535220557749696e-06,0.07767610278874848
y,-1,1.0,0.0,0.05,19.999160835211363,19.999160835211363,0.962265704465452,1.9622237462260201,-4.0404717376096855e-05,-2.0202358688048427
y,-1,1.0,0.3,0.0,19.999160835211363,19.999160835211363,0.962265704465452,0.9622657044654517,1.5535220554419027e-06,0.07767610277209513
y,-1,1.0,0.3,0.05,19.999160835211363,19.999160835211363,0.962265704465452,1.9622237462260212,-4.040471737498663e-05,-2.0202358687493316
y,-1,1.04,-0.1,0.0,19.999160835211363,19.999160835211363,0.962265704465452,1.00075633264407,1.6156629378816234e-06,0.08078314689408117
y,-1,1.04,-0.1,0.05,19.999160835211363,19.999160835211363,0.962265704465452,2.0007143744046383,-4.0342576493657134e-05,-2.0171288246828567
y,-1,1.04,0.0,0.0,19.999160835211363,19.999160835211363,0.962265704465452,1.00075633264407,1.6156629378816234e-06,0.08078314689408117
y,-1,1.04,0.0,0.05,19.999160835211363,19.999160835211363,0.962265704465452,2.0007143744046383,-4.0342576493657134e-05,-2.0171288246828567
y,-1,1.04,0.3,0.0,19.999160835211363,19.999160835211363,0.962265704465452,1.0007563326440696,1.6156629374375342e-06,0.08078314687187671
y,-1,1.04,0.3,0.05,19.999160835211363,19.999160835211363,0.962265704465452,2.00071437440464,-4.034257649188078e-05,-2.017128824594039
y,0,1.0,-0.1,0.0,20.0,20.0,0.9622641509433962,0.9622641509433962,0.0,0.0
y,0,1.0,-0.1,0.05,20.0,20.0,0.9622641509433962,1.962264150943396,-2.220446049250313e-16,-1.1102230246251565e-11
y,0,1.0,0.0,0.0,20.0,20.0,0.9622641509433962,0.9622641509433962,0.0,0.0
y,0,1.0,0.0,0.05,20.0,20.0,0.9622641509433962,1.9622641509433962,0.0,0.0
y,0,1.0,0.3,0.0,20.0,20.0,0.9622641509433962,0.9622641509433958,-4.440892098500626e-16,-2.220446049250313e-11
y,0,1.0,0.3,0.05,20.0,20.0,0.9622641509433962,1.9622641509433967,4.440892098500626e-16,2.220446049250313e-11
y,0,1.04,-0.1,0.0,20.0,20.0,0.9622641509433962,1.0007547169811322,0.0,0.0
y,0,1.04,-0.1,0.05,20.0,20.0,0.9622641509433962,2.000754716981132,0.0,0.0
y,0,1.04,0.0,0.0,20.0,20.0,0.9622641509433962,1.0007547169811322,0.0,0.0
y,0,1.04,0.0,0.05,20.0,20.0,0.9622641509433962,2.000754716981132,0.0,0.0
y,0,1.04,0.3,0.0,20.0,20.0,0.9622641509433962,1.000754716981132,-2.220446049250313e-16,-1.1102230246251565e-11
y,0,1.04,0.3,0.05,20.0,20.0,0.9622641509433962,2.000754716981133,8.881784197001252e-16,4.440892098500626e-11
y,1,1.0,-0.1,0.0,20.000839235214304,20.000839235214304,0.9622625974238003,0.9622625974238002,-1.5535195960758585e-06,-0.07767597980379293
y,1,1.0,-0.1,0.05,20.000839235214304,20.000839235214304,0.9622625974238003,1.9623045591845152,4.040824111894992e-05,2.020412055947496
y,1,1.0,0.0,0.0,20.000839235214304,20.000839235214304,0.9622625974238003,0.9622625974238003,-1.5535195959648362e-06,-0.07767597979824181
y,1,1.0,0.0,0.05,20.000839235214304,20.000839235214304,0.9622625974238003,1.9623045591845156,4.0408241119394006e-05,2.0204120559697003
y,1,1.0,0.3,0.0,20.000839235214304,20.000839235214304,0.9622625974238003,0.9622625974238002,-1.5535195960758585e-06,-0.07767597980379293
y,1,1.0,0.3,0.05,20.000839235214304,20.000839235214304,0.9622625974238003,1.962304559184517,4.0408241120726274e-05,2.0204120560363137
y,1,1.04,-0.1,0.0,20.000839235214304,20.000839235214304,0.9622625974238003,1.0007531013207522,-1.6156603799277747e-06,-0.08078301899638873
y,1,1.04,-0.1,0.05,20.000839235214304,20.000839235214304,0.9622625974238003,2.0007950630814673,4.0346100335320045e-05,2.0173050167660023
y,1,1.04,0.0,0.0,20.000839235214304,20.000839235214304,0.9622625974238003,1.0007531013207522,-1.6156603799277747e-06,-0.08078301899638873
y,1,1.04,0.0,0.05,20.000839235214304,20.000839235214304,0.9622625974238003,2.0007950630814673,4.0346100335320045e-05,2.0173050167660023
y,1,1.04,0.3,0.0,20.000839235214304,20.000839235214304,0.9622625974238003,1.0007531013207522,-1.6156603799277747e-06,-0.08078301899638873
y,1,1.04,0.3,0.05,20.000839235214304,20.000839235214304,0.9622625974238003,2.000795063081469,4.03461003370964e-05,2.01730501685482
y,10,1.0,-0.1,0.0,20.008395522761347,20.008395522761347,0.962248615858128,0.962248615858128,-1.553508526819236e-05,-0.7767542634096181
y,10,1.0,-0.1,0.05,20.008395522761347,20.008395522761347,0.962248615858128,1.9626683919961951,0.00040424105279890377,20.21205263994519
y,10,1.0,0.0,0.0,20.008395522761347,20.008395522761347,0.962248615858128,0.962248615858128,-1.553508526819236e-05,-0.7767542634096181
y,10,1.0,0.0,0.05,20.008395522761347,20.008395522761347,0.962248615858128,1.9626683919961954,0.0004042410527991258,20.21205263995629
y,10,1.0,0.3,0.0,20.008395522761347,20.008395522761347,0.962248615858128,0.9622486158581278,-1.5535085268414406e-05,-0.7767542634207203
y,10,1.0,0.3,0.05,20.008395522761347,20.008395522761347,0.962248615858128,1.9626683919961954,0.0004042410527991258,20.21205263995629
y,10,1.04,-0.1,0.0,20.008395522761347,20.008395522761347,0.962248615858128,1.0007385604924532,-1.6156488678920056e-05,-0.8078244339460028
y,10,1.04,-0.1,0.05,20.008395522761347,20.008395522761347,0.962248615858128,2.00115833663052,0.00040361964938817607,20.180982469408804
y,10,1.04,0.0,0.0,20.008395522761347,20.008395522761347,0.962248615858128,1.0007385604924532,-1.6156488678920056e-05,-0.8078244339460028
y,10,1.04,0.0,0.05,20.008395522761347,20.008395522761347,0.962248615858128,2.0011583366305206,0.00040361964938862016,20.180982469431008
y,10,1.04,0.3,0.0,20.008395522761347,20.008395522761347,0.962248615858128,1.0007385604924535,-1.615648867869801e-05,-0.8078244339349006
y,10,1.04,0.3,0.05,20.008395522761347,20.008395522761347,0.962248615858128,2.001158336630521,0.00040361964938906425,20.180982469453213
