group,seed,sigma_n_mV,crossing_cycle,total_cycles,num_windows,settled_std_rw2_plus,rw_1_std,rw_2_std,rw_3_std,rw_4_std,rw_5_std,rw_6_std,rw_7_std,rw_8_std
Group 6 (128.0 mV),807,128.0,59261,509261,8,3.465959302989794,2.864764762698676,2.4661813068791187,2.9500849951145476,3.6515094853498598,4.062824019619851,3.476033818880363,3.7219205889432945,3.933160906141522
Group 6 (128.0 mV),808,128.0,46473,496473,8,3.334206142477195,2.589421156629412,3.40680390225208,3.069002209122698,4.844956338131439,2.160927267540488,3.58669973713998,2.8926410772164597,3.3784124659372186
Group 6 (128.0 mV),809,128.0,55201,505201,8,3.9252325375850416,2.008039329893715,3.990319415335068,3.859904479595318,3.5152706168942385,3.5630245802688485,3.2495031146930757,4.154485022767564,5.144120533541181
Group 6 (128.0 mV),810,128.0,61301,511301,8,3.087576618643026,3.2773101482160643,3.950817028160125,3.697976034481565,3.7923326771790475,2.4252314389352616,2.8398493311441717,3.0028482291984053,1.903981591402606
Group 4 (180.0 mV),601,180.0,86837,536837,8,4.555134334478306,2.9131736282617964,4.68558952209858,5.475342318978787,4.436571041288531,3.7365949057397163,4.065024706247184,5.300708402128908,4.186109444866439
Group 4 (180.0 mV),602,180.0,73635,523635,8,3.8396291037446324,2.4334840126863377,2.168063016058343,3.6792382250134334,4.8120520661771735,3.659159417133941,2.8796066975196455,3.8261386469389738,5.8531456573709155
Group 4 (180.0 mV),603,180.0,62351,512351,8,4.6385982164573605,1.7955526351516404,3.5585234241184924,4.9688964962051685,4.829110761372118,7.462744482186162,5.144749527975098,3.3456891642231206,3.1604736591213665
Group 4 (180.0 mV),604,180.0,107905,557905,8,3.9143318965478153,2.921197618511969,4.5403034766852315,2.88443233125688,3.7588411831307798,5.335823512486147,3.5011942353431356,5.297727530592716,2.0820010063398144
Group 4 (180.0 mV),605,180.0,87919,537919,8,4.264594471702674,1.8963847778338656,3.6263603725498657,4.168949236966073,5.662074090331211,4.603202927310505,4.561832101425917,4.012582840216511,3.21715973311864
Group 4 (180.0 mV),606,180.0,102469,552469,8,3.327147180962204,3.4484937648776457,2.857917887973691,4.394124522541436,2.2813744277518326,3.6164510373569283,2.2766274706240366,3.8165996107006035,4.0469353097869005
Group 4 (180.0 mV),607,180.0,57229,507229,8,3.67114279865855,2.9617855800850945,3.4017529315927693,6.378462069684196,3.4043606905849444,3.2996672607400885,2.7723742748049007,3.900384365879855,2.540997997323099
Group 4 (180.0 mV),608,180.0,68077,518077,8,3.850897358710991,2.9520106446962555,4.324607046935017,5.101466474612962,2.5789493016342915,3.1236827592442866,5.59013732926124,2.635271649299176,3.602166949989964
Group 4 (180.0 mV),609,180.0,56617,506617,8,3.657619431381382,4.318748019322267,2.85378975924997,4.432745023120549,4.1222192061558305,2.0781610482347124,5.510799392864886,4.115629456401535,2.489992133642193
Group 4 (180.0 mV),610,180.0,63979,513979,8,3.7284190668549613,3.1489912614041975,3.038998171503234,3.3053883969058764,3.085937806502263,3.3598292982828752,4.201787323270896,3.3721725483136242,5.73481992320596
Group 5 (360.0 mV),701,360.0,169699,619699,8,4.094914820160197,4.714592468453663,2.704540116175022,4.2915529636717755,6.122405469715314,2.6464360429830904,4.023248826458539,3.0272330621212498,5.848987259996384
Group 5 (360.0 mV),702,360.0,106695,556695,8,4.727651945853736,6.0041850778935855,5.063597298996041,4.5476805857491795,5.042741623799498,4.581971994676528,6.035269924170749,2.8318011444308726,4.9905010491532815
Group 5 (360.0 mV),703,360.0,138125,588125,8,4.40372001759283,5.425670573081266,4.739640387202388,4.884339152802556,4.732234509658202,3.9582134909577573,3.1428038006849874,4.063041497991375,5.3057672838525445
Group 5 (360.0 mV),704,360.0,121559,571559,8,4.4525828918361645,5.697123172654774,6.647171987875747,5.14581710638845,3.422779648823453,5.77479314867641,4.859366747838652,2.073239327332954,3.244912275917486
Group 5 (360.0 mV),705,360.0,172459,622459,8,4.931499758804786,3.739036980614126,3.5805873256213143,3.9821723919991205,4.744400737037292,6.944360651895896,3.4095459871367035,4.308257107276677,7.5511741106665
Group 5 (360.0 mV),706,360.0,112573,562573,8,5.419981874234135,6.202336253380657,6.607048926230227,4.119989199014968,4.098640480891194,2.2080938087862116,9.524332530020148,6.532436337875786,4.849331836820409
Group 5 (360.0 mV),707,360.0,113001,563001,8,4.428153679761255,3.756395450109054,5.833293511936461,2.433219782181626,4.124472855723504,4.9782118765275545,5.573596001685088,5.200388196240739,2.8538935340338116
Group 5 (360.0 mV),708,360.0,241451,691451,8,4.648617576510892,4.254374117587686,5.765279586490147,3.2385777063396213,3.129497471735678,3.759036717245523,3.216819747265924,4.584264404198344,8.846847402301004
Group 5 (360.0 mV),709,360.0,120415,570415,8,4.671120103221004,2.9878831537394497,5.127183217947258,5.07141021456557,6.384746894153283,4.427888245699071,3.5492649825562474,4.081279708669819,4.05606745895578
Group 5 (360.0 mV),710,360.0,168753,618753,8,5.012815180986375,4.159393550747513,4.596216868295055,3.398317362225017,7.376920699045097,3.538577853940761,5.155391484611038,6.780770815298213,4.243511183489446
