equation	nterms	b_hex	x_hex	fsum_ax_hex	naive_ax_hex	residual_hex	residual_dec	scale_hex	scale_dec	norm_residual	|fsum-decimal|
191	7	0x1.9ea7b980659d1p-20	0x1.379dda3cd4e9dp+1	0x1.9ea7b980513a5p-20	0x1.9ea7b980513a5p-20	-0x1.462c000000000p-56	-1.76818127739335196e-17	0x1.c543004292c23p-3	2.21319200545935763e-01	7.989281e-17	1.162362e-17
192	6	-0x1.e5dd455433cd0p-28	0x1.a9413169bef1fp-2	-0x1.e5dd45531e2abp-28	-0x1.e5dd45531e2abp-28	0x1.15a2500000000p-60	9.40660693608564989e-19	0x1.4d348969ef555p-7	1.01686163869724542e-02	9.250626e-17	2.452946e-19
193	10	0x1.55ccf5057d34ap-14	0x1.03d5f99237833p+8	0x1.55ccf5066539bp-14	0x1.55ccf5066539bp-14	0x1.d00a200000000p-47	1.28796848403514574e-14	0x1.04b6da0205211p+8	2.60714264036419138e+02	4.940154e-17	2.613781e-15
194	11	-0x1.01e65ba9a528bp-22	0x1.6f9cf67c01165p+0	-0x1.01e65ba9f861bp-22	-0x1.01e65ba9f861bp-22	-0x1.4ce4000000000p-56	-1.80460369412528687e-17	0x1.9aa4dd0e3f8a3p-1	8.02039058675081740e-01	2.250020e-17	1.673727e-17
195	10	-0x1.01a8a6c094052p-5	0x1.f4f6fae6d8b13p-8	-0x1.01a8a6c094053p-5	-0x1.01a8a6c094053p-5	-0x1.0000000000000p-57	-6.93889390390722838e-18	0x1.e6aa511237622p-4	1.18814770397385888e-01	5.840094e-17	0.000000e+00
196	9	0x1.7c16841dd0d21p-32	-0x1.a8d3a497224c7p-8	0x1.7c16842ffbc6dp-32	0x1.7c16842ffbc6dp-32	0x1.22af4c0000000p-60	9.84878253638046498e-19	0x1.72ffd926ba3f9p-7	1.13220033940297660e-02	8.698798e-17	2.517923e-19
197	5	0x1.01da4cc7b397bp-5	0x1.03d6005d2858bp+8	0x1.01da4cc7b387cp-5	0x1.01da4cc7b387cp-5	-0x1.fe00000000000p-50	-1.76941794549634324e-15	0x1.e3a2f482996acp+5	6.04545679286069060e+01	2.926856e-17	2.844947e-16
198	7	0x1.b7aa4b7cf7faep-41	0x1.03d5f9922fd82p+8	0x1.b5d3389a6584dp-41	0x1.b5d3389a6584dp-41	-0x1.d712e29276100p-49	-3.26873090897360795e-15	0x1.1b7510426bb52p+7	1.41728639674804583e+02	2.306331e-17	8.079890e-16
199	6	0x1.a14bfb94c0138p-15	0x1.6fc6cde873a02p+0	0x1.a14bfb94c0b0dp-15	0x1.a14bfb94c0b0dp-15	0x1.3aa0000000000p-56	1.70558554259125916e-17	0x1.ed00295ae311bp-3	2.40722964368963982e-01	7.085263e-17	8.538092e-19
200	11	-0x1.32a09dab4226dp-23	-0x1.7fdac14cf4b64p+4	-0x1.32a09d6fc7a53p-23	-0x1.32a09d6fc7a53p-23	0x1.dbd40d0000000p-50	1.65086112614932297e-15	0x1.0211e4ea11e46p+4	1.61293687003474346e+01	1.023513e-16	7.064649e-16
201	10	-0x1.318762d739c6fp-16	0x1.6f87f8d5e3256p+0	-0x1.318762d738216p-16	-0x1.318762d738216p-16	0x1.a590000000000p-56	2.28529489169210231e-17	0x1.1753c0a6f4172p-1	5.45560856227935043e-01	4.188891e-17	1.163146e-17
202	9	0x1.854725686af15p-21	-0x1.a769b968770ccp-13	0x1.854725686af21p-21	0x1.854725686af21p-21	0x1.8000000000000p-70	1.27054942088145051e-21	0x1.e85aa05ac973bp-15	5.82163345000233896e-05	2.182462e-17	5.293956e-22
203	9	0x1.24632a7d83faap-19	-0x1.64391866b1824p-5	0x1.24632a7d843f3p-19	0x1.24632a7d843f3p-19	0x1.1240000000000p-61	4.64597571568983736e-19	0x1.61480703e5246p-4	8.62503313094943047e-02	5.386618e-18	1.716512e-18
204	5	-0x1.41b841d71c32ap-26	-0x1.7fdab227cc116p+4	-0x1.41b841f6600c4p-26	-0x1.41b841f6600c4p-26	-0x1.f43d9a0000000p-54	-1.08472395801590288e-16	0x1.dc1944a8455eep+1	3.71952112404209512e+00	2.916300e-17	1.090822e-16
205	7	-0x1.f875c2cec54efp-21	-0x1.7fd9907eb9618p+4	-0x1.f875c2cc50181p-21	-0x1.f875c2cc50181p-21	0x1.3a9b700000000p-52	2.72878228463314075e-16	0x1.172abf7a5cc1bp+3	8.72396825693981803e+00	3.127914e-17	5.582063e-16
206	6	0x1.f6da11bdee22bp-17	0x1.6def223e8c808p+0	0x1.f6da11bdee0cfp-17	0x1.f6da11bdee0cfp-17	-0x1.5c00000000000p-61	-5.89534931288993036e-19	0x1.10f9fcc080053p-3	1.33289312958370404e-01	4.422972e-18	5.742883e-19
207	9	0x1.bc00a9ace568bp-16	0x1.35cc150c8e010p+0	0x1.bc00a9ace45aap-16	0x1.bc00a9ace45aap-16	-0x1.0e10000000000p-56	-1.46401174603433271e-17	0x1.9db962a4cce88p-3	2.02013750700292372e-01	7.247090e-17	7.074419e-18
208	10	-0x1.d2f91d0470a68p-18	0x1.6f7b231599777p+0	-0x1.d2f91d0473ae7p-18	-0x1.d2f91d0473ae7p-18	-0x1.83f8000000000p-57	-1.05159140401621387e-17	0x1.34148a76471a4p-3	1.50429803595114042e-01	6.990579e-17	2.746081e-18
209	9	-0x1.a11e3d1df6456p-7	0x1.5573bb3bc228dp-2	-0x1.a11e3d1df6458p-7	-0x1.a11e3d1df6458p-7	-0x1.0000000000000p-58	-3.46944695195361419e-18	0x1.f6386e4a4b298p-5	6.13062051873828895e-02	5.659210e-17	0.000000e+00
210	8	0x1.bc44d42555428p-34	-0x1.a8d768db2daaep-8	0x1.bc44d42f159f7p-34	0x1.bc44d42f159f7p-34	0x1.380b9e0000000p-63	1.32156358796215640e-19	0x1.6b2080a2c4570p-7	1.10817554573567623e-02	1.192558e-17	3.200454e-19
211	5	0x1.a188b64e4bf23p-7	0x1.f9bb1da0c9282p-1	0x1.a188b64e4bf22p-7	0x1.a188b64e4bf22p-7	-0x1.0000000000000p-59	-1.73472347597680709e-18	0x1.5653bc5d66a9dp-4	8.35759504320016805e-02	2.075625e-17	0.000000e+00
212	8	-0x1.34b82163d7100p-46	0x1.35cc150c8a9bap+0	-0x1.34c36dff3fd75p-46	-0x1.34c36dff3fd75p-46	-0x1.69936d18ea000p-59	-2.45013348967042456e-18	0x1.c29d35e48b6aap-4	1.10013208883823183e-01	2.227127e-17	5.280296e-18
213	6	0x1.079406337e214p-15	0x1.6f5681659f824p+0	0x1.079406337e2b0p-15	0x1.079406337e2b0p-15	0x1.3800000000000p-60	1.05709711817336682e-18	0x1.954bf8a96579cp-5	4.94747025178831901e-02	2.136642e-17	9.351244e-19
214	10	0x1.15a7b924658cbp-15	0x1.fee1b01f22e51p-6	0x1.15a7b9246960bp-15	0x1.15a7b9246960bp-15	0x1.ea00000000000p-54	1.06251812903579435e-16	0x1.b3ce34bd1bb88p-5	5.31989126255814626e-02	1.997255e-15	2.127747e-18
215	10	0x1.4a04fbcc1bae0p-5	0x1.708cf21da83bbp+0	0x1.4a04fbcc1badap-5	0x1.4a04fbcc1badap-5	-0x1.8000000000000p-55	-4.16333634234433703e-17	0x1.de8feafff70d7p-2	4.67345878479830501e-01	8.908469e-17	6.938894e-18
216	9	-0x1.d0f70a625c545p-4	0x1.0b8b7d9bde97ep-1	-0x1.d0f70a625c546p-4	-0x1.d0f70a625c546p-4	-0x1.0000000000000p-56	-1.38777878078144568e-17	0x1.f8f3e4964fe76p-2	4.93117877649616232e-01	2.814294e-17	1.387779e-17
217	8	0x1.b6bca5ba576b4p-22	-0x1.99eb84b5ff12cp-8	0x1.b6bca5ba56732p-22	0x1.b6bca5ba56732p-22	-0x1.f040000000000p-63	-2.10170050037473272e-19	0x1.08a241563a406p-7	8.07598295473789182e-03	2.602408e-17	1.049262e-19
218	5	0x1.d0167f9e4bfaap-4	-0x1.4c1a1eda94edap-2	0x1.d0167f9e4bfa9p-4	0x1.d0167f9e4bfa9p-4	-0x1.0000000000000p-56	-1.38777878078144568e-17	0x1.a2d94bb881872p-2	4.09032042633390991e-01	3.392836e-17	1.387779e-17
219	8	-0x1.b7409c970ec08p-22	0x1.fed617125a21ep-6	-0x1.b7409c970fc88p-22	-0x1.b7409c970fc88p-22	-0x1.0800000000000p-62	-2.23616698075135290e-19	0x1.16aad24d4fbd1p-7	8.50425022747272781e-03	2.629470e-17	4.767737e-19
220	6	-0x1.40818bdfe6f6dp-5	0x1.7f329aa2e1f09p+0	-0x1.40818bdfe6f6cp-5	-0x1.40818bdfe6f6cp-5	0x1.0000000000000p-57	6.93889390390722838e-18	0x1.ca9823a67af7dp-3	2.23922995107724093e-01	3.098786e-17	0.000000e+00
221	10	0x1.15a7b9246644cp-15	0x1.fee1b01f112b0p-6	0x1.15a7b9246690bp-15	0x1.15a7b9246690bp-15	0x1.2fc0000000000p-57	8.23316024731179930e-18	0x1.b3ce34bd184b7p-5	5.31989126254840891e-02	1.547618e-16	1.124860e-18
222	11	0x1.4a04fbcc1b453p-5	0x1.708cf21da83bap+0	0x1.4a04fbcc1b454p-5	0x1.4a04fbcc1b454p-5	0x1.0000000000000p-57	6.93889390390722838e-18	0x1.de8feafff7041p-2	4.67345878479822174e-01	1.484745e-17	0.000000e+00
223	10	-0x1.d0f70a625c294p-4	0x1.0b8b7d9bde8f0p-1	-0x1.d0f70a625c28cp-4	-0x1.d0f70a625c28cp-4	0x1.0000000000000p-53	1.11022302462515654e-16	0x1.f8f3e4964fb9ap-2	4.93117877649575598e-01	2.251435e-16	2.775558e-17
224	9	0x1.b6bca5ba54eacp-22	-0x1.99eb84b5ff145p-8	0x1.b6bca5ba53519p-22	0x1.b6bca5ba53519p-22	-0x1.9930000000000p-62	-3.46595294104619020e-19	0x1.08a241563a51cp-7	8.07598295473837408e-03	4.291679e-17	4.336809e-19
225	5	0x1.d0167f9e4bcffp-4	-0x1.4c1a1eda95f88p-2	0x1.d0167f9e4bcfep-4	0x1.d0167f9e4bcfep-4	-0x1.0000000000000p-56	-1.38777878078144568e-17	0x1.a2d94bb8815e5p-2	4.09032042633354742e-01	3.392836e-17	1.387779e-17
226	7	-0x1.b7409c970c3fap-22	0x1.fed6171248680p-6	-0x1.b7409c970b536p-22	-0x1.b7409c970b536p-22	0x1.d880000000000p-63	2.00111533788828455e-19	0x1.16aad24d4611dp-7	8.50425022740402582e-03	2.353077e-17	1.801004e-19
227	6	-0x1.40818bdfe690cp-5	0x1.7f329aa2e1ee8p+0	-0x1.40818bdfe690fp-5	-0x1.40818bdfe690fp-5	-0x1.8000000000000p-56	-2.08166817117216851e-17	0x1.ca9823a67ad37p-3	2.23922995107707939e-01	9.296357e-17	6.938894e-18
228	7	0x1.b74e735a6ede9p-15	0x1.48b12aa024bd6p+0	0x1.b74e735a6e2aap-15	0x1.b74e735a6e2aap-15	-0x1.67e0000000000p-56	-1.95088628411610454e-17	0x1.ae8a7e936fd62p-3	2.10225094675460744e-01	9.279988e-17	1.253609e-18
229	10	-0x1.4601a15b21946p-10	0x1.37e54fb171a7dp+1	-0x1.4601a15b218efp-10	-0x1.4601a15b218efp-10	0x1.5c00000000000p-56	1.88651178012477772e-17	0x1.0676f4eee5b4ap-2	2.56313159066327345e-01	7.360183e-17	1.127570e-17
230	6	-0x1.e00f2adaad7aep-6	0x1.d35c17bcaa333p-1	-0x1.e00f2adaad7aep-6	-0x1.e00f2adaad7aep-6	0x0.0p+0	0.00000000000000000e+00	0x1.aabcaf17144a9p-3	2.08367698566268161e-01	0.000000e+00	3.469447e-18
231	8	-0x1.a0c8a4e77bf62p-20	-0x1.e7095af6f334ap-8	-0x1.a0c8a4e77c07ep-20	-0x1.a0c8a4e77c07ep-20	-0x1.1c00000000000p-64	-6.01393392550553241e-20	0x1.c3690de06d0bap-8	6.88797558580150383e-03	8.731062e-18	3.790472e-20
232	9	0x1.e4ff179501f75p-6	0x1.c7a9e1c0a07d1p-3	0x1.e4ff179501f72p-6	0x1.e4ff179501f72p-6	-0x1.8000000000000p-57	-1.04083408558608426e-17	0x1.6deb5ddf05418p-3	1.78671582573458165e-01	5.825404e-17	3.469447e-18
233	8	0x1.96af4808e6389p-20	0x1.48b499d196531p+0	0x1.96af4808f22e2p-20	0x1.96af4808f22e2p-20	0x1.7eb2000000000p-57	1.03729772303129755e-17	0x1.de1e1c10ac8cbp-4	1.16727933530259495e-01	8.886457e-17	3.181668e-18
234	9	0x1.8486324141860p-10	0x1.33dbb2925ea48p+1	0x1.848632414184ap-10	0x1.848632414184ap-10	-0x1.6000000000000p-58	-4.77048955893621951e-18	0x1.1bbd7ac63fa4bp-3	1.38544997382228224e-01	3.443278e-17	2.602085e-18
235	7	0x1.b74e735c52918p-15	0x1.48b12aa024cbdp+0	0x1.b74e735c52d18p-15	0x1.b74e735c52d18p-15	0x1.0000000000000p-57	6.93889390390722838e-18	0x1.ae8a7e9370aedp-3	2.10225094675556973e-01	3.300697e-17	2.175181e-18
236	10	-0x1.4601a15b1fe75p-10	0x1.37e54fb171775p+1	-0x1.4601a15b1feaep-10	-0x1.4601a15b1feaep-10	-0x1.c800000000000p-57	-1.23599047663347505e-17	0x1.0676f4eee582ep-2	2.56313159066283158e-01	4.822189e-17	1.214306e-17
237	7	-0x1.e00f2adaacba5p-6	0x1.d35c17bca97a0p-1	-0x1.e00f2adaacba6p-6	-0x1.e00f2adaacba6p-6	-0x1.0000000000000p-58	-3.46944695195361419e-18	0x1.aabcaf17134f1p-3	2.08367698566156473e-01	1.665060e-17	1.040834e-17
238	8	-0x1.a0c8a4e77c72ep-20	-0x1.e7095af6f2913p-8	-0x1.a0c8a4e77c856p-20	-0x1.a0c8a4e77c856p-20	-0x1.2800000000000p-64	-6.26804380968182251e-20	0x1.c3690de06c743p-8	6.88797558579940222e-03	9.099980e-18	2.795209e-20
239	8	0x1.e4ff179500470p-6	0x1.c7a9e1c0ac497p-3	0x1.e4ff179500470p-6	0x1.e4ff179500470p-6	0x0.0p+0	0.00000000000000000e+00	0x1.6deb5ddf043e0p-3	1.78671582573342924e-01	0.000000e+00	3.469447e-18
240	8	0x1.96af4808e36cbp-20	0x1.48b499d196616p+0	0x1.96af4808d6a4fp-20	0x1.96af4808d6a4fp-20	-0x1.98f8000000000p-57	-1.10851201807170285e-17	0x1.de1e1c10aca1ap-4	1.16727933530264144e-01	9.496545e-17	3.815248e-18
241	8	0x1.848632413fc9cp-10	0x1.33dbb2925e736p+1	0x1.848632413fc60p-10	0x1.848632413fc60p-10	-0x1.e000000000000p-57	-1.30104260698260532e-17	0x1.1bbd7ac63f656p-3	1.38544997382200108e-01	9.390758e-17	8.673617e-19
242	10	-0x1.dd90e96785034p-7	-0x1.f2c5c669095cfp-1	-0x1.dd90e96785033p-7	-0x1.dd90e96785033p-7	0x1.0000000000000p-59	1.73472347597680709e-18	0x1.4a85d8818f00cp-3	1.61388102964224678e-01	1.074877e-17	0.000000e+00
243	10	-0x1.bb3c292a8756fp-13	-0x1.4ac0a009a2a19p-6	-0x1.bb3c292a87571p-13	-0x1.bb3c292a87571p-13	-0x1.0000000000000p-64	-5.42101086242752217e-20	0x1.e0d9e0bc3fd9ap-9	3.66860264159614164e-03	1.477677e-17	0.000000e+00
244	9	0x1.5f62f5b1290f9p-7	0x1.045e66173f862p+8	0x1.5f62f5b128c74p-7	0x1.5f62f5b128c74p-7	-0x1.2140000000000p-49	-2.00707506170516581e-15	0x1.6a9cfd92db17ap+4	2.26633277641826467e+01	8.856047e-17	2.532696e-16
245	9	0x1.9d443e381e071p-14	0x1.d330fb9dc136cp-10	0x1.9d443e381e076p-14	0x1.9d443e381e076p-14	0x1.4000000000000p-64	6.77626357803440271e-20	0x1.0538c08d1eff1p-9	1.99296331862618874e-03	3.400094e-17	2.710505e-20
246	5	0x1.8965178236cbep-7	-0x1.051918b283360p+5	0x1.8965178236cbdp-7	0x1.8965178236cbdp-7	-0x1.0000000000000p-59	-1.73472347597680709e-18	0x1.7a7f7dba88b5cp-5	4.62033706319490978e-02	3.754539e-17	1.734723e-18
247	7	-0x1.9d548a6f8d262p-14	-0x1.f301091ac1c90p-1	-0x1.9d548a6f8d0d4p-14	-0x1.9d548a6f8d0d4p-14	0x1.8e00000000000p-58	5.39390580811538456e-18	0x1.6c53df2fa2f6ap-4	8.89471739012016871e-02	6.064168e-17	5.502326e-18
248	6	-0x1.e6b8974af455ap-18	0x1.01a1b2a7de471p-3	-0x1.e6b8974af461bp-18	-0x1.e6b8974af461bp-18	-0x1.8200000000000p-63	-1.63477358820079965e-19	0x1.61fc5ae940206p-9	2.70069703822195788e-03	6.053154e-17	5.929231e-21
249	10	0x1.4535464237048p-10	-0x1.7e1827508ba90p-2	0x1.4535464237038p-10	0x1.4535464237038p-10	-0x1.0000000000000p-58	-3.46944695195361419e-18	0x1.fbbba0827ab56p-5	6.19791159586699364e-02	5.597768e-17	8.673617e-19
250	10	0x1.05b1ad9d020ffp-10	0x1.1b99b8d6d9e5dp+0	0x1.05b1ad9d020cap-10	0x1.05b1ad9d020cap-10	-0x1.a800000000000p-57	-1.14925430283463470e-17	0x1.b1bd87250e2b7p-3	2.11787277048434780e-01	5.426456e-17	2.168404e-19
251	9	-0x1.b7827e5b74b13p-10	0x1.03ec63febdf1cp+8	-0x1.b7827e5b73869p-10	-0x1.b7827e5b73869p-10	0x1.2aa0000000000p-50	1.03606359602714804e-15	0x1.4cd88a2eb4df9p+4	2.08028661560510706e+01	4.980389e-17	3.551846e-16
252	9	0x1.b143a3b1ea41fp-22	-0x1.c0f61207caaaap-8	0x1.b143a3b1e6715p-22	0x1.b143a3b1e6715p-22	-0x1.e850000000000p-61	-8.27233552112231069e-19	0x1.183a20fa212afp-7	8.55185136993816090e-03	9.673152e-17	7.296659e-19
253	5	-0x1.a7b79b4458fe8p-11	-0x1.1b700a84c62cfp-1	-0x1.a7b79b4458feep-11	-0x1.a7b79b4458feep-11	-0x1.8000000000000p-61	-6.50521303491302660e-19	0x1.166fe3370d6cbp-6	1.69944495102843200e-02	3.827846e-17	1.084202e-19
254	7	-0x1.b182a163cc6cfp-22	-0x1.7e12dc77f9566p-2	-0x1.b182a163d500ep-22	-0x1.b182a163d500ep-22	-0x1.127e000000000p-59	-1.86003141261124015e-18	0x1.15e4bddb0c17bp-5	3.39225490682819250e-02	5.483171e-17	2.320923e-18
255	6	0x1.7ffaad87c44ebp-15	-0x1.3bd23999a3f3ep+2	0x1.7ffaad87c4854p-15	0x1.7ffaad87c4854p-15	0x1.b480000000000p-58	5.91567810362403357e-18	0x1.1e6e2c301eec2p-3	1.39858575075654967e-01	4.229757e-17	2.730834e-18
256	10	-0x1.606f9f515ab67p-13	0x1.3795d60024fc7p+1	-0x1.606f9f515afb3p-13	-0x1.606f9f515afb3p-13	-0x1.1300000000000p-55	-2.98155597433513719e-17	0x1.96c82f111f32ep-2	3.97248015804325116e-01	7.505528e-17	1.249543e-17
257	12	-0x1.d3a1185cc779cp-19	0x1.a94e7b69eb490p-2	-0x1.d3a1185cc84e2p-19	-0x1.d3a1185cc84e2p-19	-0x1.a8c0000000000p-60	-1.43910897738505628e-18	0x1.f273d5a84b2b3p-6	3.04231249330537239e-02	4.730313e-17	2.892618e-19
258	7	0x1.53fb660f66485p-11	-0x1.3e28df27e824ap-1	0x1.53fb660f66484p-11	0x1.53fb660f66484p-11	-0x1.0000000000000p-63	-1.08420217248550443e-19	0x1.c5606dd38fef2p-5	5.53438324973266754e-02	1.959030e-18	8.673617e-19
259	8	-0x1.9edfa6e145762p-20	-0x1.c9dd83c2b5849p-8	-0x1.9edfa6e144a53p-20	-0x1.9edfa6e144a53p-20	0x1.a1e0000000000p-61	7.07907785667781508e-19	0x1.a873a423c4520p-8	6.47661931340451358e-03	1.093021e-16	3.811648e-21
260	5	0x1.924e16f56414cp-17	0x1.37af6c6a1a880p+1	0x1.924e16f564653p-17	0x1.924e16f564653p-17	0x1.41c0000000000p-59	2.18026280623256907e-18	0x1.7d38a48955fc4p-4	9.30715968328277854e-02	2.342565e-17	4.031877e-19
261	8	0x1.9ea4da0da0f77p-20	0x1.3796bd4e1843fp+1	0x1.9ea4da0d97587p-20	0x1.9ea4da0d97587p-20	-0x1.33e0000000000p-57	-8.34496859634936694e-18	0x1.c538a75f45b41p-3	2.21299464793185435e-01	3.770894e-17	2.645072e-18
262	6	-0x1.ef6363251a3f4p-28	0x1.a94167ec0cee0p-2	-0x1.ef636324c62b7p-28	-0x1.ef636324c62b7p-28	0x1.504f400000000p-62	2.84865286531624224e-19	0x1.4d3b88254a8e5p-7	1.01694502614759295e-02	2.801187e-17	4.394976e-20
263	11	-0x1.606f9f515a8c2p-13	0x1.3795d600252c5p+1	-0x1.606f9f515a779p-13	-0x1.606f9f515a779p-13	0x1.4900000000000p-57	8.91756286869327397e-18	0x1.96c82f111f70dp-2	3.97248015804380128e-01	2.244835e-17	2.954451e-18
264	12	-0x1.d3a1185cb6a49p-19	0x1.a94e7b69ea1a4p-2	-0x1.d3a1185cb7220p-19	-0x1.d3a1185cb7220p-19	-0x1.f5c0000000000p-61	-8.49997562569690390e-19	0x1.f273d5a84a469p-6	3.04231249330410326e-02	2.793919e-17	1.770299e-19
265	7	0x1.53fb660f66739p-11	-0x1.3e28df27e823fp-1	0x1.53fb660f66747p-11	0x1.53fb660f66747p-11	0x1.c000000000000p-60	1.51788304147970621e-18	0x1.c5606dd38fefbp-5	5.53438324973267379e-02	2.742642e-17	6.505213e-19
266	9	-0x1.9edfa6e145762p-20	-0x1.c9dd83c2b5834p-8	-0x1.9edfa6e144b29p-20	-0x1.9edfa6e144b29p-20	0x1.8720000000000p-61	6.62591522989676440e-19	0x1.a873a423c450cp-8	6.47661931340449623e-03	1.023052e-16	3.811648e-21
267	5	0x1.924e16f565dc0p-17	0x1.37af6c6a1ab7ep+1	0x1.924e16f565ffap-17	0x1.924e16f565ffap-17	0x1.1d00000000000p-60	9.65617559869902387e-19	0x1.7d38a48956355p-4	9.30715968328404558e-02	1.037500e-17	4.590919e-19
268	7	0x1.9ea4da0da0f77p-20	0x1.3796bd4e1873cp+1	0x1.9ea4da0d8765dp-20	0x1.9ea4da0d8765dp-20	-0x1.991a000000000p-56	-2.21774401414857186e-17	0x1.c538a75f45f9bp-3	2.21299464793216355e-01	1.002146e-16	3.662994e-18
269	6	-0x1.ef636327599bcp-28	0x1.a94167ec0bc0ap-2	-0x1.ef63632649da6p-28	-0x1.ef63632649da6p-28	0x1.0fc1600000000p-60	9.20743011638900635e-19	0x1.4d3b88254a9f7p-7	1.01694502614764048e-02	9.054010e-17	6.960030e-19
270	11	0x1.e1b187d7bed93p-18	0x1.3b6baf208f5a2p+1	0x1.e1b187d7abe4cp-18	0x1.e1b187d7abe4cp-18	-0x1.2f47000000000p-54	-6.57627909918766240e-17	0x1.a7895b0c806e1p-2	4.13609907758752782e-01	1.589971e-16	7.728329e-18
271	11	-0x1.8f7f988cdad20p-12	0x1.c9fd4c7fe3968p-2	-0x1.8f7f988cdad5ep-12	-0x1.8f7f988cdad5ep-12	-0x1.f000000000000p-59	-3.36102673470506375e-18	0x1.591c207acc328p-4	8.42553395020898543e-02	3.989096e-17	8.131516e-19
272	7	-0x1.29b91a02d6e0fp-3	-0x1.467638d43357ap-2	-0x1.29b91a02d6e0fp-3	-0x1.29b91a02d6e0fp-3	0x0.0p+0	0.00000000000000000e+00	0x1.40038f2628140p-2	3.12513577178851421e-01	0.000000e+00	0.000000e+00
273	8	-0x1.f8d70a9f5ab8dp-36	-0x1.a8d7973bf7667p-8	-0x1.f8d709afc6958p-36	-0x1.f8d709afc6958p-36	0x1.df2846a000000p-61	8.11724086879097992e-19	0x1.aa4821c6dac18p-7	1.30090870786343932e-02	6.239670e-17	1.991089e-19
274	5	0x1.28e25bb730f79p-3	0x1.3adfe878102cdp+1	0x1.28e25bb730f79p-3	0x1.28e25bb730f79p-3	0x0.0p+0	0.00000000000000000e+00	0x1.89eaf3d793e4ep-2	3.84685335190600664e-01	0.000000e+00	0.000000e+00
275	8	-0x1.f80be39e08bb7p-48	0x1.3b6baf2057079p+1	-0x1.f6f486064ce02p-48	-0x1.f6f486064ce02p-48	0x1.175d97bbdb500p-56	1.51444393334666458e-17	0x1.cacb2d46a9d5cp-3	2.24020341605163931e-01	6.760297e-17	9.241340e-18
276	6	0x1.9b1c2fa70b0d5p-11	0x1.cba12ccb3c166p-2	0x1.9b1c2fa70b0f4p-11	0x1.9b1c2fa70b0f4p-11	0x1.f000000000000p-59	3.36102673470506375e-18	0x1.a091935f9c27bp-5	5.08506658924305563e-02	6.609602e-17	1.084202e-19
277	10	0x1.e1b187d777e4cp-18	0x1.3b6baf208f778p+1	0x1.e1b187d7738ccp-18	0x1.e1b187d7738ccp-18	-0x1.1600000000000p-56	-1.50704101975485116e-17	0x1.a7895b0c80ac1p-2	4.13609907758807849e-01	3.643629e-17	1.224979e-17
278	12	-0x1.8f7f988cf65c9p-12	0x1.c9fd4c7fe3043p-2	-0x1.8f7f988cf6597p-12	-0x1.8f7f988cf6597p-12	0x1.9000000000000p-59	2.71050543121376109e-18	0x1.591c207acc6ecp-4	8.42553395021032325e-02	3.217013e-17	1.572093e-18
279	7	-0x1.29b91a02d7ba8p-3	-0x1.467638d4341e2p-2	-0x1.29b91a02d7ba8p-3	-0x1.29b91a02d7ba8p-3	0x0.0p+0	0.00000000000000000e+00	0x1.40038f2628edap-2	3.12513577179044710e-01	0.000000e+00	0.000000e+00
280	8	-0x1.f8d70a9f5af2fp-36	-0x1.a8d7973bf7667p-8	-0x1.f8d70aafc2d98p-36	-0x1.f8d70aafc2d98p-36	-0x1.067e690000000p-64	-5.55852220756364711e-20	0x1.aa4821c6dac1bp-7	1.30090870786343984e-02	4.272800e-18	6.682485e-19
281	5	0x1.28e25bb731cfcp-3	0x1.3adfe87810556p+1	0x1.28e25bb731cfcp-3	0x1.28e25bb731cfcp-3	0x0.0p+0	0.00000000000000000e+00	0x1.89eaf3d794dccp-2	3.84685335190820821e-01	0.000000e+00	2.775558e-17
282	8	-0x1.f80be39e08be9p-48	0x1.3b6baf205724fp+1	-0x1.f7f4860624ca2p-48	-0x1.f7f4860624ca2p-48	0x1.75d97e3f47000p-60	1.26665165521628188e-18	0x1.cacb2d46aa007p-3	2.24020341605182888e-01	5.654181e-18	4.636448e-18
283	6	0x1.9b1c2fa71ab47p-11	0x1.cba12ccb3b8a8p-2	0x1.9b1c2fa71ab5cp-11	0x1.9b1c2fa71ab5cp-11	0x1.5000000000000p-59	2.27682456221955931e-18	0x1.a091935f9d0c8p-5	5.08506658924559596e-02	4.477472e-17	2.493665e-18
284	1	0x0.0p+0	-0x1.12de349970000p-25	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x0.0p+0	0.00000000000000000e+00	0.000000e+00	0.000000e+00
285	1	0x1.3333333333333p+0	-0x1.4401086400000p-30	0x1.3333333333333p+0	0x1.3333333333333p+0	0x0.0p+0	0.00000000000000000e+00	0x1.3333333333333p+1	2.39999999999999991e+00	0.000000e+00	0.000000e+00
286	1	0x0.0p+0	0x1.7559319e04bc5p-4	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x0.0p+0	0.00000000000000000e+00	0.000000e+00	0.000000e+00
287	1	0x1.4000000000000p+1	-0x1.755928b61223ep-4	0x1.4000000000000p+1	0x1.4000000000000p+1	0x0.0p+0	0.00000000000000000e+00	0x1.4000000000000p+2	5.00000000000000000e+00	0.000000e+00	0.000000e+00
288	6	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x0.0p+0	0.00000000000000000e+00	0.000000e+00	0.000000e+00
